,TEAM,LOCATION,OPPONENT,DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
23138,WAS,Away,NYK,11/05/2010,L,240,91,34,75,45.3,4,16,25.0,19,22,86.4,9,28,37,13,6,2,25,18,-21
23139,NYK,Home,WAS,11/05/2010,W,240,112,44,87,50.6,12,29,41.4,12,18,66.7,13,28,41,23,11,11,19,21,21
23140,TOR,Away,LAL,11/05/2010,L,240,103,41,87,47.1,5,13,38.5,16,19,84.2,19,30,49,22,9,2,21,22,-5
23141,LAL,Home,TOR,11/05/2010,W,240,108,37,77,48.1,7,21,33.3,27,32,84.4,7,24,31,22,12,5,12,20,5
23142,UTA,Away,GSW,11/05/2010,L,240,78,30,76,39.5,3,14,21.4,15,21,71.4,10,36,46,18,9,6,21,23,-7
23143,GSW,Home,UTA,11/05/2010,W,240,85,35,93,37.6,2,14,14.3,13,22,59.1,21,31,52,16,11,3,17,23,7
23144,PHI,Home,CLE,11/05/2010,L,240,116,46,83,55.4,6,17,35.3,18,25,72.0,10,20,30,26,10,7,15,32,-7
23145,CLE,Away,PHI,11/05/2010,W,240,123,41,75,54.7,3,13,23.1,38,48,79.2,13,28,41,22,6,1,17,17,7
23146,OKC,Away,POR,11/04/2010,W,265,107,40,81,49.4,3,15,20.0,24,26,92.3,15,32,47,12,3,5,17,24,1
23147,POR,Home,OKC,11/04/2010,L,265,106,43,92,46.7,4,16,25.0,16,20,80.0,15,23,38,27,8,2,11,19,-1
23148,NYK,Away,CHI,11/04/2010,W,240,120,40,80,50.0,16,24,66.7,24,29,82.8,10,28,38,27,12,6,17,25,8
23149,CHI,Home,NYK,11/04/2010,L,240,112,42,81,51.9,9,19,47.4,19,27,70.4,12,30,42,27,8,6,20,21,-8
23150,DEN,Home,DAL,11/03/2010,L,240,101,41,89,46.1,10,28,35.7,9,12,75.0,13,26,39,25,7,3,12,21,-1
23151,DAL,Away,DEN,11/03/2010,W,240,102,39,84,46.4,7,15,46.7,17,19,89.5,12,33,45,22,6,5,14,17,1
23152,SAC,Home,LAL,11/03/2010,L,240,100,40,91,44.0,6,22,27.3,14,23,60.9,12,37,49,20,4,4,8,26,-12
23153,LAL,Away,SAC,11/03/2010,W,240,112,39,84,46.4,11,21,52.4,23,28,82.1,7,36,43,24,4,4,6,22,12
23154,DET,Away,ATL,11/03/2010,L,240,85,36,90,40.0,3,17,17.6,10,15,66.7,17,21,38,21,7,2,8,21,-9
23155,ATL,Home,DET,11/03/2010,W,240,94,36,67,53.7,3,14,21.4,19,23,82.6,3,32,35,25,3,3,14,13,9
23156,UTA,Home,TOR,11/03/2010,W,240,125,48,85,56.5,7,16,43.8,22,25,88.0,7,28,35,30,9,4,15,28,17
23157,TOR,Away,UTA,11/03/2010,L,240,108,36,79,45.6,3,13,23.1,33,42,78.6,10,26,36,16,9,4,16,25,-17
23158,HOU,Home,NOH,11/03/2010,L,240,99,39,93,41.9,8,24,33.3,13,18,72.2,11,34,45,22,4,6,12,26,-8
23159,NOH,Away,HOU,11/03/2010,W,240,107,36,79,45.6,5,13,38.5,30,42,71.4,12,33,45,20,9,11,8,22,8
23160,OKC,Away,LAC,11/03/2010,L,240,92,34,90,37.8,4,26,15.4,20,23,87.0,16,31,47,17,4,2,13,20,-15
23161,LAC,Home,OKC,11/03/2010,W,240,107,42,80,52.5,8,16,50.0,15,27,55.6,7,34,41,22,5,6,12,18,15
23162,ORL,Home,MIN,11/03/2010,W,240,128,46,92,50.0,15,31,48.4,21,32,65.6,17,39,56,27,9,15,13,26,42
23163,MIN,Away,ORL,11/03/2010,L,240,86,28,84,33.3,6,16,37.5,24,28,85.7,13,27,40,11,6,4,20,29,-42
23164,MIL,Away,BOS,11/03/2010,L,265,102,36,86,41.9,5,13,38.5,25,31,80.6,13,29,42,17,4,1,19,24,-3
23165,BOS,Home,MIL,11/03/2010,W,265,105,37,79,46.8,4,12,33.3,27,32,84.4,10,33,43,24,9,6,16,29,3
23166,CHA,Away,NJN,11/03/2010,W,240,85,31,72,43.1,5,19,26.3,18,23,78.3,11,30,41,21,7,3,17,18,2
23167,NJN,Home,CHA,11/03/2010,L,240,83,32,75,42.7,5,17,29.4,14,15,93.3,8,28,36,21,4,7,17,21,-2
23168,SAS,Away,PHX,11/03/2010,W,240,112,42,77,54.5,6,14,42.9,22,32,68.8,11,34,45,22,6,4,23,22,2
23169,PHX,Home,SAS,11/03/2010,L,240,110,41,92,44.6,8,21,38.1,20,23,87.0,16,24,40,20,9,7,13,25,-2
23170,MEM,Away,GSW,11/03/2010,L,240,109,42,82,51.2,8,18,44.4,17,25,68.0,9,30,39,28,10,2,20,26,-6
23171,GSW,Home,MEM,11/03/2010,W,240,115,38,92,41.3,13,30,43.3,26,34,76.5,19,29,48,26,11,8,20,23,6
23172,PHI,Home,IND,11/03/2010,W,240,101,38,81,46.9,4,12,33.3,21,25,84.0,9,45,54,21,9,8,10,18,26
23173,IND,Away,PHI,11/03/2010,L,240,75,28,89,31.5,7,22,31.8,12,17,70.6,11,35,46,19,6,5,13,19,-26
23174,WAS,Home,PHI,11/02/2010,W,265,116,37,78,47.4,6,12,50.0,36,43,83.7,9,27,36,24,15,2,23,24,1
23175,PHI,Away,WAS,11/02/2010,L,265,115,44,80,55.0,4,15,26.7,23,29,79.3,7,28,35,34,10,3,23,30,-1
23176,POR,Away,MIL,11/02/2010,W,240,90,38,80,47.5,7,24,29.2,7,9,77.8,10,29,39,21,10,8,13,24,14
23177,MIL,Home,POR,11/02/2010,L,240,76,27,72,37.5,3,15,20.0,19,25,76.0,11,29,40,16,4,4,17,11,-14
23178,MIN,Away,MIA,11/02/2010,L,240,97,31,84,36.9,6,18,33.3,29,38,76.3,13,27,40,14,10,2,18,23,-32
23179,MIA,Home,MIN,11/02/2010,W,240,129,46,79,58.2,12,21,57.1,25,31,80.6,8,39,47,31,9,7,16,27,32
23180,DET,Home,BOS,11/02/2010,L,240,86,35,78,44.9,2,9,22.2,14,20,70.0,11,27,38,13,2,2,17,19,-23
23181,BOS,Away,DET,11/02/2010,W,240,109,42,81,51.9,7,21,33.3,18,18,100,10,26,36,33,10,7,8,19,23
23182,CLE,Home,ATL,11/02/2010,L,240,88,32,74,43.2,5,17,29.4,19,26,73.1,10,34,44,15,2,4,14,22,-12
23183,ATL,Away,CLE,11/02/2010,W,240,100,37,84,44.0,5,17,29.4,21,30,70.0,14,29,43,26,7,7,7,17,12
23184,MEM,Away,LAL,11/02/2010,L,240,105,38,92,41.3,7,14,50.0,22,29,75.9,15,21,36,22,12,5,12,21,-19
23185,LAL,Home,MEM,11/02/2010,W,240,124,43,84,51.2,14,23,60.9,24,30,80.0,20,39,59,22,8,4,19,23,19
23186,TOR,Away,SAC,11/01/2010,L,240,108,39,85,45.9,9,21,42.9,21,29,72.4,17,25,42,19,3,3,15,26,-3
23187,SAC,Home,TOR,11/01/2010,W,240,111,42,88,47.7,5,12,41.7,22,27,81.5,16,24,40,15,5,4,11,24,3
23188,SAS,Away,LAC,11/01/2010,W,240,97,38,79,48.1,9,21,42.9,12,15,80.0,7,32,39,28,11,3,18,21,9
23189,LAC,Home,SAS,11/01/2010,L,240,88,38,82,46.3,4,13,30.8,8,16,50.0,10,30,40,26,10,6,17,18,-9
23190,POR,Away,CHI,11/01/2010,L,240,98,33,80,41.3,0,14,0.0,32,41,78.0,16,19,35,15,9,2,10,27,-12
23191,CHI,Home,POR,11/01/2010,W,240,110,43,71,60.6,5,13,38.5,19,32,59.4,9,27,36,27,4,4,15,33,12
23192,UTA,Away,OKC,10/31/2010,W,240,120,44,83,53.0,7,11,63.6,25,30,83.3,8,34,42,32,6,3,16,25,21
23193,OKC,Home,UTA,10/31/2010,L,240,99,32,80,40.0,5,20,25.0,30,34,88.2,7,31,38,10,9,5,14,27,-21
23194,LAC,Home,DAL,10/31/2010,L,240,83,28,82,34.1,4,21,19.0,23,31,74.2,15,33,48,17,7,3,17,23,-16
23195,DAL,Away,LAC,10/31/2010,W,240,99,36,77,46.8,7,16,43.8,20,29,69.0,8,33,41,23,7,7,14,22,16
23196,NJN,Home,MIA,10/31/2010,L,240,78,30,85,35.3,3,14,21.4,15,23,65.2,19,24,43,16,5,0,15,19,-23
23197,MIA,Away,NJN,10/31/2010,W,240,101,36,67,53.7,5,16,31.3,24,34,70.6,5,35,40,29,10,6,8,21,23
23198,LAL,Home,GSW,10/31/2010,W,240,107,39,88,44.3,6,19,31.6,23,30,76.7,18,38,56,25,9,5,20,18,24
23199,GSW,Away,LAL,10/31/2010,L,240,83,36,89,40.4,5,20,25.0,6,13,46.2,15,27,42,27,11,4,17,26,-24
23200,MEM,Home,MIN,10/30/2010,W,240,109,43,93,46.2,8,20,40.0,15,18,83.3,9,34,43,27,22,4,18,25,20
23201,MIN,Away,MEM,10/30/2010,L,240,89,31,89,34.8,6,20,30.0,21,32,65.6,19,38,57,15,9,3,29,21,-20
23202,WAS,Away,ATL,10/30/2010,L,240,95,38,76,50.0,4,12,33.3,15,21,71.4,8,26,34,16,8,13,18,25,-4
23203,ATL,Home,WAS,10/30/2010,W,240,99,34,81,42.0,5,19,26.3,26,30,86.7,13,30,43,19,4,4,17,22,4
23204,CHA,Away,MIL,10/30/2010,L,240,88,30,64,46.9,9,19,47.4,19,23,82.6,5,23,28,13,6,5,18,28,-10
23205,MIL,Home,CHA,10/30/2010,W,240,98,32,71,45.1,11,22,50.0,23,27,85.2,14,26,40,19,7,5,18,23,10
23206,PHI,Away,IND,10/30/2010,L,240,86,36,82,43.9,6,11,54.5,8,16,50.0,12,34,46,13,9,11,19,26,-13
23207,IND,Home,PHI,10/30/2010,W,240,99,37,89,41.6,7,24,29.2,18,25,72.0,16,35,51,18,10,6,18,16,13
23208,HOU,Home,DEN,10/30/2010,L,240,94,37,81,45.7,3,19,15.8,17,21,81.0,9,35,44,19,4,7,19,26,-13
23209,DEN,Away,HOU,10/30/2010,W,240,107,34,90,37.8,10,27,37.0,29,33,87.9,13,35,48,16,9,4,12,24,13
23210,SAC,Away,CLE,10/30/2010,W,240,107,40,77,51.9,9,15,60.0,18,24,75.0,11,32,43,24,7,4,15,21,3
23211,CLE,Home,SAC,10/30/2010,L,240,104,39,80,48.8,6,19,31.6,20,29,69.0,10,25,35,22,8,2,13,19,-3
23212,POR,Away,NYK,10/30/2010,W,240,100,37,76,48.7,6,13,46.2,20,30,66.7,9,32,41,22,7,7,15,22,5
23213,NYK,Home,POR,10/30/2010,L,240,95,37,88,42.0,7,28,25.0,14,25,56.0,18,33,51,16,8,6,17,24,-5
23214,DET,Away,CHI,10/30/2010,L,240,91,31,82,37.8,5,18,27.8,24,35,68.6,12,32,44,14,8,7,18,25,-10
23215,CHI,Home,DET,10/30/2010,W,240,101,37,86,43.0,5,18,27.8,22,31,71.0,14,37,51,17,11,10,16,26,10
23216,SAS,Home,NOH,10/30/2010,L,240,90,33,85,38.8,6,26,23.1,18,21,85.7,11,30,41,24,7,6,14,19,-9
23217,NOH,Away,SAS,10/30/2010,W,240,99,39,78,50.0,7,11,63.6,14,17,82.4,3,37,40,20,7,5,16,18,9
23218,CHA,Home,IND,10/29/2010,L,240,101,31,70,44.3,4,12,33.3,35,45,77.8,15,30,45,17,3,7,17,21,-3
23219,IND,Away,CHA,10/29/2010,W,240,104,36,80,45.0,12,29,41.4,20,24,83.3,9,25,34,25,5,11,11,28,3
23220,TOR,Home,CLE,10/29/2010,W,240,101,39,82,47.6,6,20,30.0,17,18,94.4,11,35,46,24,11,5,19,19,20
23221,CLE,Away,TOR,10/29/2010,L,240,81,32,84,38.1,9,19,47.4,8,10,80.0,9,24,33,15,9,2,19,19,-20
23222,DEN,Away,NOH,10/29/2010,L,240,95,35,72,48.6,6,15,40.0,19,25,76.0,11,26,37,19,9,2,20,22,-6
23223,NOH,Home,DEN,10/29/2010,W,240,101,38,77,49.4,6,17,35.3,19,24,79.2,11,24,35,23,11,8,15,22,6
23224,MIN,Home,MIL,10/29/2010,W,240,96,32,85,37.6,6,22,27.3,26,36,72.2,20,42,62,13,8,11,19,27,11
23225,MIL,Away,MIN,10/29/2010,L,240,85,31,87,35.6,3,20,15.0,20,25,80.0,9,30,39,18,4,5,14,29,-11
23226,MEM,Away,DAL,10/29/2010,W,240,91,31,80,38.8,4,15,26.7,25,36,69.4,14,31,45,17,12,3,13,24,1
23227,DAL,Home,MEM,10/29/2010,L,240,90,34,72,47.2,6,18,33.3,16,24,66.7,8,37,45,24,7,6,20,22,-1
23228,DET,Home,OKC,10/29/2010,L,240,104,40,85,47.1,8,12,66.7,16,20,80.0,15,28,43,16,1,7,18,27,-1
23229,OKC,Away,DET,10/29/2010,W,240,105,33,85,38.8,2,15,13.3,37,44,84.1,18,29,47,16,14,4,12,20,1
23230,ORL,Away,MIA,10/29/2010,L,240,70,21,69,30.4,4,24,16.7,24,34,70.6,8,32,40,5,5,3,16,20,-26
23231,MIA,Home,ORL,10/29/2010,W,240,96,33,81,40.7,9,18,50.0,21,27,77.8,14,37,51,17,6,5,12,27,26
23232,NYK,Away,BOS,10/29/2010,L,240,101,37,85,43.5,9,27,33.3,18,27,66.7,9,29,38,24,8,9,10,20,-4
23233,BOS,Home,NYK,10/29/2010,W,240,105,44,91,48.4,5,16,31.3,12,18,66.7,14,40,54,33,2,1,18,23,4
23234,SAC,Away,NJN,10/29/2010,L,240,100,39,93,41.9,5,20,25.0,17,26,65.4,10,21,31,21,7,3,12,32,-6
23235,NJN,Home,SAC,10/29/2010,W,240,106,32,61,52.5,6,11,54.5,36,45,80.0,5,38,43,18,2,4,27,30,6
23236,PHX,Home,LAL,10/29/2010,L,240,106,44,93,47.3,9,24,37.5,9,13,69.2,12,31,43,21,4,7,10,14,-8
23237,LAL,Away,PHX,10/29/2010,W,240,114,46,95,48.4,12,27,44.4,10,12,83.3,13,33,46,21,8,3,11,14,8
23238,LAC,Away,GSW,10/29/2010,L,240,91,32,83,38.6,5,18,27.8,22,32,68.8,14,26,40,17,7,1,17,16,-18
23239,GSW,Home,LAC,10/29/2010,W,240,109,43,81,53.1,14,24,58.3,9,17,52.9,9,37,46,32,8,7,18,25,18
23240,PHI,Home,ATL,10/29/2010,L,240,101,35,85,41.2,5,11,45.5,26,33,78.8,12,24,36,24,9,6,9,21,-3
23241,ATL,Away,PHI,10/29/2010,W,240,104,36,70,51.4,6,17,35.3,26,31,83.9,10,36,46,24,3,8,20,26,3
23242,UTA,Home,PHX,10/28/2010,L,240,94,36,84,42.9,3,13,23.1,19,27,70.4,14,31,45,19,8,6,16,28,-16
23243,PHX,Away,UTA,10/28/2010,W,240,110,37,80,46.3,10,26,38.5,26,34,76.5,12,32,44,20,11,4,15,25,16
23244,WAS,Away,ORL,10/28/2010,L,240,83,29,78,37.2,4,19,21.1,21,30,70.0,3,22,25,17,10,3,13,25,-29
23245,ORL,Home,WAS,10/28/2010,W,240,112,43,77,55.8,8,24,33.3,18,32,56.3,11,42,53,20,5,3,21,22,29
23246,OKC,Home,CHI,10/27/2010,W,240,106,32,78,41.0,4,18,22.2,38,47,80.9,9,35,44,17,11,10,12,15,11
23247,CHI,Away,OKC,10/27/2010,L,240,95,40,93,43.0,2,14,14.3,13,22,59.1,15,36,51,21,6,6,15,28,-11
23248,MEM,Home,ATL,10/27/2010,L,240,104,40,86,46.5,4,9,44.4,20,25,80.0,9,30,39,13,7,4,14,26,-15
23249,ATL,Away,MEM,10/27/2010,W,240,119,42,80,52.5,8,16,50.0,27,31,87.1,9,35,44,20,7,9,15,20,15
23250,TOR,Home,NYK,10/27/2010,L,240,93,36,94,38.3,3,10,30.0,18,24,75.0,12,33,45,20,6,5,12,20,-5
23251,NYK,Away,TOR,10/27/2010,W,240,98,38,88,43.2,7,24,29.2,15,17,88.2,13,36,49,12,4,10,16,23,5
23252,MIL,Away,NOH,10/27/2010,L,240,91,33,77,42.9,8,23,34.8,17,28,60.7,8,37,45,14,4,2,12,27,-4
23253,NOH,Home,MIL,10/27/2010,W,240,95,34,79,43.0,4,17,23.5,23,29,79.3,6,38,44,23,4,0,9,26,4
23254,SAC,Away,MIN,10/27/2010,W,240,117,39,85,45.9,4,11,36.4,35,47,74.5,14,31,45,25,8,4,13,24,1
23255,MIN,Home,SAC,10/27/2010,L,240,116,43,91,47.3,8,18,44.4,22,28,78.6,11,35,46,22,5,8,13,32,-1
23256,UTA,Away,DEN,10/27/2010,L,240,88,27,70,38.6,3,13,23.1,31,43,72.1,11,33,44,21,7,4,22,30,-22
23257,DEN,Home,UTA,10/27/2010,W,240,110,35,80,43.8,6,20,30.0,34,41,82.9,12,34,46,23,9,2,16,31,22
23258,CHA,Away,DAL,10/27/2010,L,240,86,29,73,39.7,5,13,38.5,23,24,95.8,8,28,36,22,8,3,21,15,-15
23259,DAL,Home,CHA,10/27/2010,W,240,101,41,75,54.7,4,15,26.7,15,18,83.3,7,34,41,29,12,5,17,18,15
23260,CLE,Home,BOS,10/27/2010,W,240,95,36,81,44.4,6,20,30.0,17,21,81.0,8,29,37,24,5,4,15,20,8
23261,BOS,Away,CLE,10/27/2010,L,240,87,34,72,47.2,3,12,25.0,16,21,76.2,6,32,38,24,8,1,19,24,-8
23262,POR,Away,LAC,10/27/2010,W,240,98,36,88,40.9,8,20,40.0,18,23,78.3,21,30,51,17,9,6,14,23,10
23263,LAC,Home,POR,10/27/2010,L,240,88,32,79,40.5,5,18,27.8,19,30,63.3,14,27,41,19,8,8,15,20,-10
23264,DET,Away,NJN,10/27/2010,L,240,98,37,83,44.6,8,19,42.1,16,30,53.3,10,27,37,21,7,3,6,19,-3
23265,NJN,Home,DET,10/27/2010,W,240,101,39,80,48.8,6,14,42.9,17,24,70.8,9,35,44,17,4,4,12,23,3
23266,SAS,Home,IND,10/27/2010,W,240,122,42,83,50.6,9,20,45.0,29,36,80.6,9,26,35,29,15,5,14,21,13
23267,IND,Away,SAS,10/27/2010,L,240,109,41,77,53.2,8,21,38.1,19,28,67.9,9,27,36,20,9,6,23,26,-13
23268,HOU,Away,GSW,10/27/2010,L,240,128,41,87,47.1,4,16,25.0,42,52,80.8,15,24,39,24,9,2,9,20,-4
23269,GSW,Home,HOU,10/27/2010,W,240,132,51,92,55.4,8,20,40.0,22,26,84.6,14,31,45,25,5,7,13,30,4
23270,PHI,Home,MIA,10/27/2010,L,240,87,36,83,43.4,7,18,38.9,8,11,72.7,10,28,38,24,10,4,19,22,-10
23271,MIA,Away,PHI,10/27/2010,W,240,97,33,69,47.8,8,16,50.0,23,31,74.2,5,32,37,15,8,6,16,18,10
23272,POR,Home,PHX,10/26/2010,W,240,106,43,93,46.2,10,20,50.0,10,15,66.7,18,30,48,31,11,2,15,22,14
23273,PHX,Away,POR,10/26/2010,L,240,92,36,74,48.6,9,19,47.4,11,16,68.8,7,23,30,15,3,4,19,19,-14
23274,MIA,Away,BOS,10/26/2010,L,240,80,27,74,36.5,8,20,40.0,18,25,72.0,11,28,39,15,10,6,17,21,-8
23275,BOS,Home,MIA,10/26/2010,W,240,88,32,69,46.4,8,16,50.0,16,25,64.0,8,34,42,25,6,4,20,19,8
23276,LAL,Home,HOU,10/26/2010,W,240,112,40,96,41.7,9,21,42.9,23,28,82.1,14,30,44,21,11,4,12,24,2
23277,HOU,Away,LAL,10/26/2010,L,240,110,38,91,41.8,8,20,40.0,26,28,92.9,16,37,53,25,6,7,21,25,-2
23278,CHA,Home,CHI,04/14/2010,L,240,89,32,80,40.0,3,14,21.4,22,26,84.6,9,24,33,20,15,7,13,21,-9
23279,CHI,Away,CHA,04/14/2010,W,240,98,36,76,47.4,6,18,33.3,20,25,80.0,13,28,41,18,7,6,18,22,9
23280,MEM,Away,OKC,04/14/2010,L,240,105,39,85,45.9,1,9,11.1,26,33,78.8,11,28,39,19,7,2,10,17,-9
23281,OKC,Home,MEM,04/14/2010,W,240,114,42,79,53.2,10,25,40.0,20,25,80.0,10,32,42,25,4,9,14,25,9
23282,TOR,Home,NYK,04/14/2010,W,240,131,52,80,65.0,7,14,50.0,20,25,80.0,4,29,33,28,9,5,11,20,18
23283,NYK,Away,TOR,04/14/2010,L,240,113,39,90,43.3,15,33,45.5,20,26,76.9,18,20,38,22,6,1,15,19,-18
23284,WAS,Home,IND,04/14/2010,W,240,98,37,77,48.1,4,15,26.7,20,27,74.1,9,38,47,20,9,4,20,23,1
23285,IND,Away,WAS,04/14/2010,L,240,97,33,83,39.8,3,22,13.6,28,32,87.5,13,29,42,15,8,3,15,22,-1
23286,DET,Away,MIN,04/14/2010,W,240,103,38,79,48.1,4,17,23.5,23,30,76.7,12,23,35,16,11,5,13,21,5
23287,MIN,Home,DET,04/14/2010,L,240,98,38,77,49.4,3,12,25.0,19,24,79.2,12,27,39,23,6,7,17,24,-5
23288,CLE,Away,ATL,04/14/2010,L,240,83,31,73,42.5,1,14,7.1,20,36,55.6,9,26,35,18,11,2,15,18,-16
23289,ATL,Home,CLE,04/14/2010,W,240,99,43,79,54.4,2,11,18.2,11,17,64.7,9,33,42,26,9,2,19,22,16
23290,SAS,Away,DAL,04/14/2010,L,240,89,37,91,40.7,2,22,9.1,13,20,65.0,11,41,52,18,9,3,11,17,-7
23291,DAL,Home,SAS,04/14/2010,W,240,96,35,85,41.2,6,14,42.9,20,28,71.4,10,37,47,22,8,7,12,15,7
23292,UTA,Home,PHX,04/14/2010,L,240,86,30,80,37.5,7,19,36.8,19,24,79.2,10,31,41,17,5,2,19,26,-14
23293,PHX,Away,UTA,04/14/2010,W,240,100,35,74,47.3,10,27,37.0,20,27,74.1,7,35,42,21,10,10,15,23,14
23294,POR,Home,GSW,04/14/2010,L,240,116,44,87,50.6,10,26,38.5,18,24,75.0,9,34,43,32,3,2,14,21,-6
23295,GSW,Away,POR,04/14/2010,W,240,122,44,88,50.0,12,30,40.0,22,31,71.0,9,31,40,22,10,4,8,18,6
23296,NJN,Away,MIA,04/14/2010,L,290,86,29,80,36.3,5,19,26.3,23,32,71.9,15,39,54,12,3,5,20,15,-8
23297,MIA,Home,NJN,04/14/2010,W,290,94,37,93,39.8,8,26,30.8,12,16,75.0,15,34,49,15,10,8,15,26,8
23298,HOU,Home,NOH,04/14/2010,L,240,115,47,87,54.0,6,19,31.6,15,25,60.0,9,23,32,31,8,6,10,19,-8
23299,NOH,Away,HOU,04/14/2010,W,240,123,51,80,63.8,9,15,60.0,12,16,75.0,5,32,37,28,6,2,14,17,8
23300,LAL,Away,LAC,04/14/2010,L,240,91,34,86,39.5,4,11,36.4,19,28,67.9,16,33,49,20,3,2,14,16,-16
23301,LAC,Home,LAL,04/14/2010,W,240,107,42,83,50.6,9,23,39.1,14,19,73.7,9,39,48,31,9,7,12,21,16
23302,PHI,Away,ORL,04/14/2010,L,240,111,43,83,51.8,6,19,31.6,19,24,79.2,9,22,31,23,6,5,8,17,-14
23303,ORL,Home,PHI,04/14/2010,W,240,125,49,82,59.8,11,25,44.0,16,20,80.0,8,31,39,21,4,2,12,18,14
23304,MIL,Away,BOS,04/14/2010,W,240,106,40,79,50.6,10,26,38.5,16,24,66.7,11,30,41,25,6,2,8,20,11
23305,BOS,Home,MIL,04/14/2010,L,240,95,36,76,47.4,8,22,36.4,15,21,71.4,7,27,34,23,4,3,9,22,-11
23306,PHX,Home,DEN,04/13/2010,W,240,123,43,80,53.8,14,24,58.3,23,34,67.6,14,38,52,23,3,7,13,22,22
23307,DEN,Away,PHX,04/13/2010,L,240,101,41,97,42.3,6,21,28.6,13,21,61.9,12,22,34,15,7,5,6,26,-22
23308,CHI,Home,BOS,04/13/2010,W,240,101,40,83,48.2,5,11,45.5,16,24,66.7,11,38,49,22,1,6,10,21,8
23309,BOS,Away,CHI,04/13/2010,L,240,93,35,80,43.8,5,15,33.3,18,24,75.0,8,32,40,18,4,3,9,24,-8
23310,SAC,Away,LAL,04/13/2010,L,240,100,43,90,47.8,5,16,31.3,9,14,64.3,15,26,41,27,10,3,12,21,-6
23311,LAL,Home,SAC,04/13/2010,W,240,106,41,83,49.4,7,20,35.0,17,21,81.0,14,25,39,24,2,5,16,15,6
23312,UTA,Away,GSW,04/13/2010,W,240,103,41,85,48.2,5,18,27.8,16,20,80.0,15,46,61,29,10,3,22,23,9
23313,GSW,Home,UTA,04/13/2010,L,240,94,32,84,38.1,7,23,30.4,23,28,82.1,6,29,35,20,11,4,14,19,-9
23314,MEM,Away,DEN,04/12/2010,L,240,101,36,92,39.1,2,10,20.0,27,36,75.0,14,33,47,17,6,9,13,27,-22
23315,DEN,Home,MEM,04/12/2010,W,240,123,40,87,46.0,11,32,34.4,32,39,82.1,11,37,48,24,9,11,9,24,22
23316,SAC,Home,HOU,04/12/2010,L,240,107,41,85,48.2,5,12,41.7,20,24,83.3,7,29,36,21,9,2,13,20,-10
23317,HOU,Away,SAC,04/12/2010,W,240,117,43,83,51.8,8,24,33.3,23,23,100,6,29,35,22,5,5,14,17,10
23318,MIL,Home,ATL,04/12/2010,L,240,96,36,93,38.7,11,32,34.4,13,17,76.5,11,23,34,20,5,1,4,22,-8
23319,ATL,Away,MIL,04/12/2010,W,240,104,39,74,52.7,7,16,43.8,19,27,70.4,11,37,48,17,4,11,12,21,8
23320,IND,Home,ORL,04/12/2010,L,240,98,36,88,40.9,10,29,34.5,16,24,66.7,9,29,38,20,9,2,14,23,-20
23321,ORL,Away,IND,04/12/2010,W,240,118,37,77,48.1,12,32,37.5,32,43,74.4,7,46,53,22,12,6,17,21,20
23322,OKC,Away,POR,04/12/2010,L,240,95,30,64,46.9,7,18,38.9,28,36,77.8,8,27,35,11,5,3,16,25,-8
23323,POR,Home,OKC,04/12/2010,W,240,103,40,80,50.0,3,15,20.0,20,27,74.1,8,27,35,20,7,3,8,23,8
23324,DET,Home,TOR,04/12/2010,L,240,97,37,79,46.8,5,17,29.4,18,23,78.3,11,23,34,20,7,5,10,17,-14
23325,TOR,Away,DET,04/12/2010,W,240,111,45,75,60.0,9,15,60.0,12,16,75.0,4,30,34,37,1,3,14,21,14
23326,LAC,Home,DAL,04/12/2010,L,240,94,38,83,45.8,6,17,35.3,12,15,80.0,11,28,39,23,5,3,16,19,-23
23327,DAL,Away,LAC,04/12/2010,W,240,117,45,83,54.2,11,27,40.7,16,19,84.2,8,29,37,37,6,4,10,15,23
23328,CHA,Away,NJN,04/12/2010,W,240,105,43,87,49.4,3,7,42.9,16,17,94.1,11,36,47,31,3,5,15,19,10
23329,NJN,Home,CHA,04/12/2010,L,240,95,35,89,39.3,4,24,16.7,21,25,84.0,15,28,43,18,8,4,11,17,-10
23330,WAS,Away,NYK,04/12/2010,L,240,103,41,82,50.0,10,17,58.8,11,19,57.9,14,27,41,25,8,7,17,21,-11
23331,NYK,Home,WAS,04/12/2010,W,240,114,41,80,51.3,11,23,47.8,21,25,84.0,10,29,39,17,8,1,13,20,11
23332,SAS,Home,MIN,04/12/2010,W,240,133,47,81,58.0,14,26,53.8,25,38,65.8,9,30,39,30,12,4,14,25,22
23333,MIN,Away,SAS,04/12/2010,L,240,111,39,82,47.6,9,16,56.3,24,30,80.0,6,30,36,21,6,4,19,27,-22
23334,PHI,Home,MIA,04/12/2010,L,240,105,41,75,54.7,12,25,48.0,11,19,57.9,5,25,30,35,5,3,10,23,-2
23335,MIA,Away,PHI,04/12/2010,W,240,107,40,72,55.6,5,12,41.7,22,28,78.6,9,29,38,21,8,2,12,18,2
23336,TOR,Home,CHI,04/11/2010,L,240,88,37,90,41.1,5,21,23.8,9,15,60.0,9,32,41,22,6,4,8,18,-16
23337,CHI,Away,TOR,04/11/2010,W,240,104,42,85,49.4,3,15,20.0,17,23,73.9,9,40,49,26,3,6,10,14,16
