,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Ray Spalding,JUMP_BALL,None,12:00,1,Rockets,Suns,0 - 0,1,N/A,N/A,N/A
1,Eric Gordon,FG_MISS,None,11:47,1,Rockets,Suns,0 - 0,1,26,3,Jumper
2,Clint Capela,OFFENSIVE_REBOUND,None,11:44,1,Rockets,Suns,0 - 0,1,N/A,N/A,N/A
3,Clint Capela,FG_UNASSISTED,None,11:42,1,Rockets,Suns,0 - 2,1,0,2,Dunk
4,Josh Jackson,FG_UNASSISTED,None,11:19,1,Suns,Rockets,2 - 2,0,15,2,Jumper
5,PJ Tucker,FG_ASSISTED,Clint Capela,11:06,1,Rockets,Suns,2 - 5,1,23,3,Jumper
6,Elie Okobo,TURNOVER,James Harden,10:52,1,Suns,Rockets,2 - 5,0,N/A,N/A,N/A
7,Chris Paul,FG_UNASSISTED,None,10:34,1,Rockets,Suns,2 - 8,1,26,3,Jumper
8,Elie Okobo,FG_MISS,None,10:12,1,Suns,Rockets,2 - 8,0,23,3,Jumper
9,James Harden,DEFENSIVE_REBOUND,None,10:10,1,Rockets,Suns,2 - 8,1,N/A,N/A,N/A
10,James Harden,TURNOVER,Dragan Bender,10:04,1,Rockets,Suns,2 - 8,1,N/A,N/A,N/A
11,Mikal Bridges,FG_ASSISTED,Elie Okobo,9:59,1,Suns,Rockets,5 - 8,0,23,3,Jumper
12,Eric Gordon,FG_ASSISTED,Chris Paul,9:37,1,Rockets,Suns,5 - 11,1,28,3,Jumper
13,Mikal Bridges,FG_MISS,None,9:23,1,Suns,Rockets,5 - 11,0,27,3,Jumper
14,Clint Capela,DEFENSIVE_REBOUND,None,9:20,1,Rockets,Suns,5 - 11,1,N/A,N/A,N/A
15,PJ Tucker,FG_MISS,None,9:12,1,Rockets,Suns,5 - 11,1,23,3,Jumper
16,Dragan Bender,DEFENSIVE_REBOUND,None,9:10,1,Suns,Rockets,5 - 11,0,N/A,N/A,N/A
17,Ray Spalding,FG_MISS,None,8:59,1,Suns,Rockets,5 - 11,0,0,2,Layup
18,Clint Capela,DEFENSIVE_REBOUND,None,8:57,1,Rockets,Suns,5 - 11,1,N/A,N/A,N/A
19,Elie Okobo,FOUL_ON_FLOOR,None,8:53,1,Suns,Rockets,5 - 11,0,N/A,N/A,N/A
20,PJ Tucker,FG_MISS,None,8:47,1,Rockets,Suns,5 - 11,1,25,3,Jumper
21,Josh Jackson,DEFENSIVE_REBOUND,None,8:45,1,Suns,Rockets,5 - 11,0,N/A,N/A,N/A
22,Ray Spalding,TURNOVER,Eric Gordon,8:37,1,Suns,Rockets,5 - 11,0,N/A,N/A,N/A
23,James Harden,FG_MISS,None,8:27,1,Rockets,Suns,5 - 11,1,0,2,Layup
24,Josh Jackson,DEFENSIVE_REBOUND,None,8:22,1,Suns,Rockets,5 - 11,0,N/A,N/A,N/A
25,Josh Jackson,FG_MISS,None,8:20,1,Suns,Rockets,5 - 11,0, ,2,Jumper
26,Josh Jackson,OFFENSIVE_REBOUND,None,8:13,1,Suns,Rockets,5 - 11,0,N/A,N/A,N/A
27,Josh Jackson,FG_UNASSISTED,None,8:13,1,Suns,Rockets,7 - 11,0, ,2,Jumper
28,Ray Spalding,FOUL_ON_FLOOR,None,8:12,1,Suns,Rockets,7 - 11,0,N/A,N/A,N/A
29,Clint Capela,FT,None,8:12,1,Rockets,Suns,7 - 12,1,N/A,1,N/A
30,Clint Capela,FT,None,8:12,1,Rockets,Suns,7 - 13,1,N/A,1,N/A
31,Mikal Bridges,FG_ASSISTED,Josh Jackson,8:00,1,Suns,Rockets,9 - 13,0,0,2,Layup
32,PJ Tucker,FG_MISS,None,7:39,1,Rockets,Suns,9 - 13,1,0,2,Layup
33,Clint Capela,OFFENSIVE_REBOUND,None,7:33,1,Rockets,Suns,9 - 13,1,N/A,N/A,N/A
34,Clint Capela,FG_UNASSISTED,None,7:33,1,Rockets,Suns,9 - 15,1,0,2,Dunk
35,Josh Jackson,FG_MISS,None,7:18,1,Suns,Rockets,9 - 15,0,25,2,Jumper
36,James Harden,DEFENSIVE_REBOUND,None,7:16,1,Rockets,Suns,9 - 15,1,N/A,N/A,N/A
37,Mikal Bridges,FOUL_ON_FLOOR,None,7:13,1,Suns,Rockets,9 - 15,0,N/A,N/A,N/A
38,PJ Tucker,FG_MISS,None,7:06,1,Rockets,Suns,9 - 15,1,25,3,Jumper
39,Clint Capela,OFFENSIVE_REBOUND,None,7:02,1,Rockets,Suns,9 - 15,1,N/A,N/A,N/A
40,Clint Capela,FG_MISS,None,7:00,1,Rockets,Suns,9 - 15,1,5,2,Jumper
41,PJ Tucker,OFFENSIVE_REBOUND,None,6:58,1,Rockets,Suns,9 - 15,1,N/A,N/A,N/A
42,Chris Paul,FG_ASSISTED,PJ Tucker,6:56,1,Rockets,Suns,9 - 18,1,26,3,Jumper
43,Team,Unknown,None,6:56,1,Suns,Rockets,9 - 18,0,N/A,N/A,N/A
44,Danuel House,SUBSTITUTION,Paul Chris,6:56,1,Rockets,Suns,9 - 18,1,N/A,N/A,N/A
45,Troy Daniels,SUBSTITUTION,Spalding Ray,6:56,1,Suns,Rockets,9 - 18,0,N/A,N/A,N/A
46,Josh Jackson,FG_MISS,None,6:51,1,Suns,Rockets,9 - 18,0,23,3,Jumper
