,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Bismack Biyombo,JUMP_BALL,None,12:00,1,Heat,Hornets,0 - 0,1,N/A,N/A,N/A
1,Bam Adebayo,FG_MISS,None,11:38,1,Heat,Hornets,0 - 0,1,0,2,Layup
2,Nicolas Batum,DEFENSIVE_REBOUND,None,11:35,1,Hornets,Heat,0 - 0,0,N/A,N/A,N/A
3,Miles Bridges,FG_MISS,None,11:31,1,Hornets,Heat,0 - 0,0,-,3,Jumper
4,Derrick Jones,DEFENSIVE_REBOUND,None,11:26,1,Heat,Hornets,0 - 0,1,N/A,N/A,N/A
5,Dion Waiters,FG_MISS,None,11:12,1,Heat,Hornets,0 - 0,1,19,3,Jumper
6,Marvin Williams,DEFENSIVE_REBOUND,None,11:10,1,Hornets,Heat,0 - 0,0,N/A,N/A,N/A
7,Kemba Walker,FG_MISS,None,10:56,1,Hornets,Heat,0 - 0,0,24,3,Jumper
8,Josh Richardson,DEFENSIVE_REBOUND,None,10:53,1,Heat,Hornets,0 - 0,1,N/A,N/A,N/A
9,Josh Richardson,FG_MISS,None,10:45,1,Heat,Hornets,0 - 0,1,23,3,Jumper
10,Miles Bridges,DEFENSIVE_REBOUND,None,10:43,1,Hornets,Heat,0 - 0,0,N/A,N/A,N/A
11,Kemba Walker,TURNOVER,Bam Adebayo,10:37,1,Hornets,Heat,0 - 0,0,N/A,N/A,N/A
12,Kemba Walker,FOUL_ON_FLOOR,None,10:33,1,Hornets,Heat,0 - 0,0,N/A,N/A,N/A
13,Derrick Jones,FT,None,10:33,1,Heat,Hornets,0 - 1,1,N/A,1,N/A
14,Derrick Jones,FT_MISS,None,10:33,1,Heat,Hornets,0 - 1,1,N/A,1,N/A
15,Josh Richardson,OFFENSIVE_REBOUND,None,10:29,1,Heat,Hornets,0 - 1,1,N/A,N/A,N/A
16,Bam Adebayo,FG_MISS,None,10:17,1,Heat,Hornets,0 - 1,1,10,3,Jumper
17,Bismack Biyombo,DEFENSIVE_REBOUND,None,10:15,1,Hornets,Heat,0 - 1,0,N/A,N/A,N/A
18,Derrick Jones,FOUL_ON_FLOOR,None,10:03,1,Heat,Hornets,0 - 1,1,N/A,N/A,N/A
19,Nicolas Batum,FT,None,10:03,1,Hornets,Heat,1 - 1,0,N/A,1,N/A
