,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Deandre Ayton,JUMP_BALL,None,12:00,1,Suns,Kings,0 - 0,0,N/A,N/A,N/A
1,Devin Booker,FG_MISS,None,11:38,1,Suns,Kings,0 - 0,0,18,2,Jumper
2,De'Aaron Fox,DEFENSIVE_REBOUND,None,11:36,1,Kings,Suns,0 - 0,1,N/A,N/A,N/A
3,Nemanja Bjelica,FG_ASSISTED,Willie Cauley-Stein,11:19,1,Kings,Suns,0 - 2,1,0,2,Layup
4,Tyler Johnson,TURNOVER,None,11:03,1,Suns,Kings,0 - 2,0,N/A,N/A,N/A
5,Willie Cauley-Stein,FG_ASSISTED,De'Aaron Fox,10:56,1,Kings,Suns,0 - 4,1,0,2,Dunk
6,Deandre Ayton,FG_UNASSISTED,None,10:34,1,Suns,Kings,2 - 4,0,7,2,Jumper
7,Nemanja Bjelica,FG_MISS,None,10:26,1,Kings,Suns,2 - 4,1,25,3,Jumper
8,Mikal Bridges,DEFENSIVE_REBOUND,None,10:22,1,Suns,Kings,2 - 4,0,N/A,N/A,N/A
9,Devin Booker,TURNOVER,Buddy Hield,10:13,1,Suns,Kings,2 - 4,0,N/A,N/A,N/A
10,Mikal Bridges,FOUL_ON_FLOOR,None,10:11,1,Suns,Kings,2 - 4,0,N/A,N/A,N/A
11,Harrison Barnes,FG_ASSISTED,Nemanja Bjelica,10:02,1,Kings,Suns,2 - 6,1,0,2,Layup
12,Devin Booker,TURNOVER,De'Aaron Fox,9:43,1,Suns,Kings,2 - 6,0,N/A,N/A,N/A
13,Buddy Hield,FG_ASSISTED,De'Aaron Fox,9:39,1,Kings,Suns,2 - 8,1,-,2,Jumper
14,Team,Unknown,None,9:39,1,Suns,Kings,2 - 6,0,N/A,N/A,N/A
15,Devin Booker,FG_MISS,None,9:21,1,Suns,Kings,2 - 8,0,26,3,Jumper
16,Buddy Hield,DEFENSIVE_REBOUND,None,9:17,1,Kings,Suns,2 - 8,1,N/A,N/A,N/A
17,Nemanja Bjelica,FG_ASSISTED,Harrison Barnes,9:00,1,Kings,Suns,2 - 10,1,9,2,Jumper
18,Tyler Johnson,FG_UNASSISTED,None,8:46,1,Suns,Kings,4 - 10,0,19,2,Jumper
19,Nemanja Bjelica,FG_MISS,Josh Jackson,8:28,1,Suns,Kings,4 - 10,1,4,2,Jumper
20,Devin Booker,DEFENSIVE_REBOUND,None,8:25,1,Suns,Kings,4 - 10,0,N/A,N/A,N/A
21,Josh Jackson,FG_MISS,Willie Cauley-Stein,8:17,1,Kings,Suns,4 - 10,0,0,2,Layup
22,Team,DEFENSIVE_REBOUND,None,8:17,1,Kings,Suns,4 - 10,1,N/A,N/A,N/A
23,Tyler Johnson,FOUL_ON_FLOOR,None,8:11,1,Suns,Kings,4 - 10,0,N/A,N/A,N/A
24,De'Aaron Fox,FT,None,8:11,1,Kings,Suns,4 - 11,1,N/A,1,N/A
25,De'Aaron Fox,FT,None,8:11,1,Kings,Suns,4 - 12,1,N/A,1,N/A
26,Mikal Bridges,FG_MISS,None,7:55,1,Suns,Kings,4 - 12,0,25,3,Jumper
27,Buddy Hield,DEFENSIVE_REBOUND,None,7:52,1,Kings,Suns,4 - 12,1,N/A,N/A,N/A
28,Buddy Hield,FG_MISS,None,7:46,1,Kings,Suns,4 - 12,1,0,2,Layup
29,Tyler Johnson,DEFENSIVE_REBOUND,None,7:43,1,Suns,Kings,4 - 12,0,N/A,N/A,N/A
30,De'Aaron Fox,FOUL_ON_FLOOR,None,7:32,1,Kings,Suns,4 - 12,1,N/A,N/A,N/A
31,Devin Booker,FT,None,7:32,1,Suns,Kings,5 - 12,0,N/A,1,N/A
32,Devin Booker,FT,None,7:32,1,Suns,Kings,6 - 12,0,N/A,1,N/A
33,De'Aaron Fox,FG_UNASSISTED,None,7:23,1,Kings,Suns,6 - 15,1,26,3,Jumper
34,Josh Jackson,FG_MISS,None,7:09,1,Suns,Kings,6 - 15,0,8,2,Jumper
35,Harrison Barnes,DEFENSIVE_REBOUND,None,7:06,1,Kings,Suns,6 - 15,1,N/A,N/A,N/A
36,Harrison Barnes,FG_MISS,None,7:01,1,Kings,Suns,6 - 15,1,30,3,Jumper
37,Willie Cauley-Stein,OFFENSIVE_REBOUND,None,6:58,1,Kings,Suns,6 - 15,1,N/A,N/A,N/A
38,Willie Cauley-Stein,FG_MISS,None,6:57,1,Kings,Suns,6 - 15,1,7,2,Jumper
39,Nemanja Bjelica,OFFENSIVE_REBOUND,None,6:57,1,Kings,Suns,6 - 15,1,N/A,N/A,N/A
40,Harrison Barnes,TURNOVER,Mikal Bridges,6:46,1,Kings,Suns,6 - 15,1,N/A,N/A,N/A
41,Mikal Bridges,FG_UNASSISTED,None,6:43,1,Suns,Kings,8 - 15,0, ,2,Jumper
42,Buddy Hield,FG_MISS,None,6:25,1,Kings,Suns,8 - 15,1,15,2,Jumper
43,Nemanja Bjelica,OFFENSIVE_REBOUND,None,6:25,1,Kings,Suns,8 - 15,1,N/A,N/A,N/A
44,Nemanja Bjelica,FG_UNASSISTED,None,6:21,1,Kings,Suns,8 - 17,1, ,2,Jumper
45,Deandre Ayton,FG_ASSISTED,Mikal Bridges,6:05,1,Suns,Kings,10 - 17,0,0,2,Layup
46,Nemanja Bjelica,FG_MISS,Deandre Ayton,5:55,1,Suns,Kings,10 - 17,1,3,2,Jumper
47,Deandre Ayton,DEFENSIVE_REBOUND,None,5:52,1,Suns,Kings,10 - 17,0,N/A,N/A,N/A
48,Tyler Johnson,FG_MISS,None,5:48,1,Suns,Kings,10 - 17,0,24,3,Jumper
49,Deandre Ayton,OFFENSIVE_REBOUND,None,5:44,1,Suns,Kings,10 - 17,0,N/A,N/A,N/A
50,Tyler Johnson,FG_ASSISTED,Devin Booker,5:41,1,Suns,Kings,13 - 17,0,25,3,Jumper
51,De'Aaron Fox,FG_MISS,None,5:31,1,Kings,Suns,13 - 17,1,24,2,Jumper
52,Devin Booker,DEFENSIVE_REBOUND,None,5:28,1,Suns,Kings,13 - 17,0,N/A,N/A,N/A
53,Devin Booker,FG_UNASSISTED,None,5:22,1,Suns,Kings,15 - 17,0,9,2,Jumper
