,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Joel Embiid,JUMP_BALL,None,12:00,1,76ers,Bucks,0 - 0,0,N/A,N/A,N/A
1,Dario Saric,FG_ASSISTED,Ben Simmons,11:49,1,76ers,Bucks,3 - 0,0,25,3,Jumper
2,Brook Lopez,FG_MISS,None,11:43,1,Bucks,76ers,3 - 0,1,26,3,Jumper
3,Joel Embiid,DEFENSIVE_REBOUND,None,11:42,1,76ers,Bucks,3 - 0,0,N/A,N/A,N/A
4,Markelle Fultz,FG_ASSISTED,Joel Embiid,11:27,1,76ers,Bucks,5 - 0,0,21,2,Jumper
5,Khris Middleton,FG_MISS,None,11:12,1,Bucks,76ers,5 - 0,1,16,2,Jumper
6,Joel Embiid,DEFENSIVE_REBOUND,None,11:05,1,76ers,Bucks,5 - 0,0,N/A,N/A,N/A
7,Joel Embiid,TURNOVER,None,11:03,1,76ers,Bucks,5 - 0,0,N/A,N/A,N/A
8,Brook Lopez,FG_MISS,None,10:50,1,Bucks,76ers,5 - 0,1,23,3,Jumper
9,Team,DEFENSIVE_REBOUND,None,10:50,1,76ers,Bucks,5 - 0,0,N/A,N/A,N/A
10,Joel Embiid,FG_MISS,None,10:30,1,76ers,Bucks,5 - 0,0,16,2,Jumper
11,Khris Middleton,DEFENSIVE_REBOUND,None,10:30,1,Bucks,76ers,5 - 0,1,N/A,N/A,N/A
12,Ben Simmons,FOUL_ON_FLOOR,None,10:26,1,76ers,Bucks,5 - 0,0,N/A,N/A,N/A
13,Khris Middleton,FT,None,10:26,1,Bucks,76ers,5 - 1,1,N/A,1,N/A
14,Khris Middleton,FT,None,10:26,1,Bucks,76ers,5 - 2,1,N/A,1,N/A
15,Khris Middleton,FT,None,10:26,1,Bucks,76ers,5 - 3,1,N/A,1,N/A
16,Ben Simmons,FG_ASSISTED,Markelle Fultz,10:11,1,76ers,Bucks,7 - 3,0,0,2,Layup
17,Giannis Antetokounmpo,FG_MISS,None,10:02,1,Bucks,76ers,7 - 3,1,0,2,Layup
18,Giannis Antetokounmpo,OFFENSIVE_REBOUND,None,10:02,1,Bucks,76ers,7 - 3,1,N/A,N/A,N/A
19,Giannis Antetokounmpo,FG_UNASSISTED,None,10:02,1,Bucks,76ers,7 - 5,1,-,2,Jumper
20,Dario Saric,FOUL_ON_FLOOR,None,10:02,1,76ers,Bucks,7 - 5,0,N/A,N/A,N/A
21,Giannis Antetokounmpo,FT,None,10:02,1,Bucks,76ers,7 - 6,1,N/A,1,N/A
22,Ben Simmons's,FG_MISS,Giannis Antetokounmpo,9:46,1,Bucks,76ers,7 - 6,0,0,2,Layup
23,Ben Simmons,OFFENSIVE_REBOUND,None,9:46,1,76ers,Bucks,7 - 6,0,N/A,N/A,N/A
24,Ben Simmons,FG_MISS,None,9:40,1,76ers,Bucks,7 - 6,0,-,2,Jumper
25,Ben Simmons,OFFENSIVE_REBOUND,None,9:37,1,76ers,Bucks,7 - 6,0,N/A,N/A,N/A
26,Ben Simmons,FG_UNASSISTED,None,9:36,1,76ers,Bucks,9 - 6,0,-,2,Jumper
27,Eric Bledsoe,FG_MISS,None,9:10,1,Bucks,76ers,9 - 6,1,30,3,Jumper
28,Eric Bledsoe,OFFENSIVE_REBOUND,None,9:10,1,Bucks,76ers,9 - 6,1,N/A,N/A,N/A
29,Malcolm Brogdon,TURNOVER,Ben Simmons,9:05,1,Bucks,76ers,9 - 6,1,N/A,N/A,N/A
30,Malcolm Brogdon,FOUL_ON_FLOOR,None,9:04,1,Bucks,76ers,9 - 6,1,N/A,N/A,N/A
31,Robert Covington,FG_MISS,None,8:56,1,76ers,Bucks,9 - 6,0,17,2,Jumper
32,Giannis Antetokounmpo,DEFENSIVE_REBOUND,None,8:54,1,Bucks,76ers,9 - 6,1,N/A,N/A,N/A
33,Brook Lopez,FG_MISS,None,8:41,1,Bucks,76ers,9 - 6,1,27,3,Jumper
34,Ben Simmons,DEFENSIVE_REBOUND,None,8:38,1,76ers,Bucks,9 - 6,0,N/A,N/A,N/A
35,Dario Saric,FG_ASSISTED,Ben Simmons,8:34,1,76ers,Bucks,11 - 6,0,2,2,Jumper
36,Brook Lopez,FG_MISS,None,8:21,1,Bucks,76ers,11 - 6,1,28,3,Jumper
37,Joel Embiid,DEFENSIVE_REBOUND,None,8:18,1,76ers,Bucks,11 - 6,0,N/A,N/A,N/A
38,Giannis Antetokounmpo,FOUL_ON_FLOOR,None,8:18,1,Bucks,76ers,11 - 6,1,N/A,N/A,N/A
39,Joel Embiid,FG_UNASSISTED,None,8:08,1,76ers,Bucks,13 - 6,0,9,2,Jumper
40,Brook Lopez,FOUL_ON_FLOOR,None,8:08,1,Bucks,76ers,13 - 6,1,N/A,N/A,N/A
41,Team,Unknown,None,8:08,1,Bucks,76ers,13 - 6,1,N/A,N/A,N/A
42,Joel Embiid,FT,None,8:08,1,76ers,Bucks,14 - 6,0,N/A,1,N/A
43,Giannis Antetokounmpo,TURNOVER,Markelle Fultz,7:55,1,Bucks,76ers,14 - 6,1,N/A,N/A,N/A
