,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Clint Capela,JUMP_BALL,None,12:00,1,Rockets,Raptors,0 - 0,0,N/A,N/A,N/A
1,Eric Gordon,FG_MISS,None,11:35,1,Rockets,Raptors,0 - 0,0,23,3,Jumper
2,Danny Green,DEFENSIVE_REBOUND,None,11:32,1,Raptors,Rockets,0 - 0,1,N/A,N/A,N/A
3,Kyle Lowry,TURNOVER,None,11:31,1,Raptors,Rockets,0 - 0,1,N/A,N/A,N/A
4,James Harden,FG_UNASSISTED,None,11:11,1,Rockets,Raptors,2 - 0,0,1,2,Jumper
5,Kyle Lowry,FG_MISS,None,10:43,1,Raptors,Rockets,2 - 0,1,-,2,Jumper
6,Eric Gordon,DEFENSIVE_REBOUND,None,10:40,1,Rockets,Raptors,2 - 0,0,N/A,N/A,N/A
7,Clint Capela,FG_UNASSISTED,None,10:33,1,Rockets,Raptors,4 - 0,0,0,2,Layup
8,Danny Green,FG_MISS,None,10:24,1,Raptors,Rockets,4 - 0,1,25,3,Jumper
9,Chris Paul,DEFENSIVE_REBOUND,None,10:21,1,Rockets,Raptors,4 - 0,0,N/A,N/A,N/A
10,Chris Paul,FG_MISS,None,10:14,1,Rockets,Raptors,4 - 0,0,-,2,Jumper
11,Kawhi Leonard,DEFENSIVE_REBOUND,None,10:12,1,Raptors,Rockets,4 - 0,1,N/A,N/A,N/A
12,Kawhi Leonard,FG_MISS,None,10:03,1,Raptors,Rockets,4 - 0,1,-,2,Jumper
13,Serge Ibaka,OFFENSIVE_REBOUND,None,10:01,1,Raptors,Rockets,4 - 0,1,N/A,N/A,N/A
14,Kawhi Leonard,FG_ASSISTED,Serge Ibaka,9:50,1,Raptors,Rockets,4 - 2,1,0,2,Layup
15,Clint Capela,FG_ASSISTED,James Harden,9:30,1,Rockets,Raptors,6 - 2,0,0,2,Layup
16,James Harden,FOUL_ON_FLOOR,None,9:12,1,Rockets,Raptors,6 - 2,0,N/A,N/A,N/A
17,Pascal Siakam,FT_MISS,None,9:12,1,Raptors,Rockets,6 - 2,1,N/A,1,N/A
18,Team,OFFENSIVE_REBOUND,None,9:12,1,Raptors,Rockets,6 - 2,1,N/A,N/A,N/A
19,Pascal Siakam,FT_MISS,None,9:12,1,Raptors,Rockets,6 - 2,1,N/A,1,N/A
20,Clint Capela,DEFENSIVE_REBOUND,None,9:10,1,Rockets,Raptors,6 - 2,0,N/A,N/A,N/A
