,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Al Horford,JUMP_BALL,None,12:00,1,Celtics,Suns,0 - 0,0,N/A,N/A,N/A
1,Kyrie Irving,FG_ASSISTED,Gordon Hayward,11:43,1,Celtics,Suns,3 - 0,0,26,3,Jumper
2,Deandre Ayton,FG_MISS,None,11:23,1,Suns,Celtics,3 - 0,1,14,2,Jumper
3,Kyrie Irving,DEFENSIVE_REBOUND,None,11:21,1,Celtics,Suns,3 - 0,0,N/A,N/A,N/A
4,Isaiah Canaan,FOUL_ON_FLOOR,None,11:19,1,Suns,Celtics,3 - 0,1,N/A,N/A,N/A
5,Al Horford,FG_MISS,None,11:12,1,Celtics,Suns,3 - 0,0,20,2,Jumper
6,Deandre Ayton,DEFENSIVE_REBOUND,None,11:10,1,Suns,Celtics,3 - 0,1,N/A,N/A,N/A
7,TJ Warren,FG_ASSISTED,Trevor Ariza,10:48,1,Suns,Celtics,3 - 3,1,23,3,Jumper
8,Jayson Tatum,FG_MISS,None,10:32,1,Celtics,Suns,3 - 3,0,11,2,Jumper
9,TJ Warren,DEFENSIVE_REBOUND,None,10:29,1,Suns,Celtics,3 - 3,1,N/A,N/A,N/A
10,Deandre Ayton,FG_ASSISTED,TJ Warren,10:07,1,Suns,Celtics,3 - 5,1,0,2,Layup
11,Al Horford,TURNOVER,Devin Booker,10:01,1,Celtics,Suns,3 - 5,0,N/A,N/A,N/A
12,TJ Warren,FG_MISS,None,9:57,1,Suns,Celtics,3 - 5,1,0,2,Layup
13,Gordon Hayward,DEFENSIVE_REBOUND,None,9:56,1,Celtics,Suns,3 - 5,0,N/A,N/A,N/A
14,Gordon Hayward,FG_MISS,None,9:42,1,Celtics,Suns,3 - 5,0,0,2,Layup
15,Isaiah Canaan,DEFENSIVE_REBOUND,None,9:41,1,Suns,Celtics,3 - 5,1,N/A,N/A,N/A
16,Deandre Ayton,FG_MISS,Al Horford,9:30,1,Celtics,Suns,3 - 5,1,17,2,Jumper
17,Deandre Ayton,OFFENSIVE_REBOUND,None,9:28,1,Suns,Celtics,3 - 5,1,N/A,N/A,N/A
18,Isaiah Canaan,FG_MISS,None,9:27,1,Suns,Celtics,3 - 5,1,0,2,Layup
19,Kyrie Irving,DEFENSIVE_REBOUND,None,9:25,1,Celtics,Suns,3 - 5,0,N/A,N/A,N/A
20,Jaylen Brown,FG_MISS,None,9:18,1,Celtics,Suns,3 - 5,0,23,3,Jumper
21,Deandre Ayton,DEFENSIVE_REBOUND,None,9:13,1,Suns,Celtics,3 - 5,1,N/A,N/A,N/A
22,Devin Booker,FG_ASSISTED,Isaiah Canaan,9:06,1,Suns,Celtics,3 - 7,1,15,2,Jumper
23,Kyrie Irving,FG_MISS,None,8:50,1,Celtics,Suns,3 - 7,0,-,3,Jumper
24,Trevor Ariza,DEFENSIVE_REBOUND,None,8:47,1,Suns,Celtics,3 - 7,1,N/A,N/A,N/A
25,Isaiah Canaan,FG_MISS,None,8:42,1,Suns,Celtics,3 - 7,1,23,3,Jumper
26,Jaylen Brown,DEFENSIVE_REBOUND,None,8:40,1,Celtics,Suns,3 - 7,0,N/A,N/A,N/A
27,Jayson Tatum,FG_MISS,None,8:31,1,Celtics,Suns,3 - 7,0,0,2,Layup
28,TJ Warren,DEFENSIVE_REBOUND,None,8:29,1,Suns,Celtics,3 - 7,1,N/A,N/A,N/A
29,Trevor Ariza,FG_MISS,None,8:24,1,Suns,Celtics,3 - 7,1,25,3,Jumper
30,Kyrie Irving,DEFENSIVE_REBOUND,None,8:22,1,Celtics,Suns,3 - 7,0,N/A,N/A,N/A
31,Jaylen Brown,FG_MISS,None,8:17,1,Celtics,Suns,3 - 7,0,0,2,Layup
32,Trevor Ariza,DEFENSIVE_REBOUND,None,8:15,1,Suns,Celtics,3 - 7,1,N/A,N/A,N/A
33,TJ Warren,FG_MISS,None,8:03,1,Suns,Celtics,3 - 7,1,15,2,Jumper
34,Team,DEFENSIVE_REBOUND,None,8:02,1,Celtics,Suns,3 - 7,0,N/A,N/A,N/A
35,Al Horford,FG_MISS,None,7:43,1,Celtics,Suns,3 - 7,0,11,2,Jumper
36,TJ Warren,DEFENSIVE_REBOUND,None,7:41,1,Suns,Celtics,3 - 7,1,N/A,N/A,N/A
37,Deandre Ayton,FG_ASSISTED,Trevor Ariza,7:30,1,Suns,Celtics,3 - 9,1,-,2,Jumper
38,Gordon Hayward,FG_MISS,None,7:10,1,Celtics,Suns,3 - 9,0,23,3,Jumper
39,Devin Booker,DEFENSIVE_REBOUND,None,7:08,1,Suns,Celtics,3 - 9,1,N/A,N/A,N/A
40,Deandre Ayton,FG_ASSISTED,Devin Booker,6:59,1,Suns,Celtics,3 - 11,1,0,2,Dunk
