,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Marcin Gortat,JUMP_BALL,None,12:00,1,Clippers,Kings,0 - 0,0,N/A,N/A,N/A
1,Avery Bradley,FG_UNASSISTED,None,11:42,1,Clippers,Kings,2 - 0,0,8,2,Jumper
2,Danilo Gallinari,FOUL_ON_FLOOR,None,11:28,1,Clippers,Kings,2 - 0,0,N/A,N/A,N/A
3,De'Aaron Fox,FG_UNASSISTED,None,11:18,1,Kings,Clippers,2 - 3,1,25,3,Jumper
4,Marcin Gortat,TURNOVER,Willie Cauley-Stein,10:56,1,Clippers,Kings,2 - 3,0,N/A,N/A,N/A
5,Buddy Hield,FG_MISS,None,10:52,1,Kings,Clippers,2 - 3,1,25,3,Jumper
6,Willie Cauley-Stein,OFFENSIVE_REBOUND,None,10:49,1,Kings,Clippers,2 - 3,1,N/A,N/A,N/A
7,Buddy Hield,FG_MISS,None,10:47,1,Kings,Clippers,2 - 3,1,23,3,Jumper
8,Tobias Harris,DEFENSIVE_REBOUND,None,10:47,1,Clippers,Kings,2 - 3,0,N/A,N/A,N/A
9,Tobias Harris,FG_UNASSISTED,None,10:37,1,Clippers,Kings,4 - 3,0,-,2,Jumper
10,Willie Cauley-Stein,TURNOVER,None,10:25,1,Kings,Clippers,4 - 3,1,N/A,N/A,N/A
11,Tobias Harris,FG_UNASSISTED,None,10:09,1,Clippers,Kings,7 - 3,0,25,3,Jumper
12,Buddy Hield,FG_ASSISTED,Willie Cauley-Stein,9:52,1,Kings,Clippers,7 - 5,1,0,2,Dunk
13,Tobias Harris,FG_UNASSISTED,None,9:30,1,Clippers,Kings,9 - 5,0,13,2,Jumper
14,Willie Cauley-Stein,FG_ASSISTED,De'Aaron Fox,9:15,1,Kings,Clippers,9 - 7,1,0,2,Layup
15,Tobias Harris,FG_MISS,None,9:00,1,Clippers,Kings,9 - 7,0,26,3,Jumper
16,Team,DEFENSIVE_REBOUND,None,9:00,1,Kings,Clippers,9 - 7,1,N/A,N/A,N/A
17,Tobias Harris,FOUL_ON_FLOOR,None,8:53,1,Clippers,Kings,9 - 7,0,N/A,N/A,N/A
18,Willie Cauley-Stein,FT_MISS,None,8:53,1,Kings,Clippers,9 - 7,1,N/A,1,N/A
19,Team,OFFENSIVE_REBOUND,None,8:53,1,Kings,Clippers,9 - 7,1,N/A,N/A,N/A
20,Willie Cauley-Stein,FT_MISS,None,8:53,1,Kings,Clippers,9 - 7,1,N/A,1,N/A
21,Avery Bradley,DEFENSIVE_REBOUND,None,8:50,1,Clippers,Kings,9 - 7,0,N/A,N/A,N/A
22,Danilo Gallinari,FG_UNASSISTED,None,8:39,1,Clippers,Kings,11 - 7,0,14,2,Jumper
23,Nemanja Bjelica,TURNOVER,Shai Gilgeous-Alexander,8:30,1,Kings,Clippers,11 - 7,1,N/A,N/A,N/A
24,Avery Bradley,FG_MISS,None,8:26,1,Clippers,Kings,11 - 7,0,25,3,Jumper
25,Willie Cauley-Stein,DEFENSIVE_REBOUND,None,8:22,1,Kings,Clippers,11 - 7,1,N/A,N/A,N/A
26,Avery Bradley,FOUL_ON_FLOOR,None,8:21,1,Clippers,Kings,11 - 7,0,N/A,N/A,N/A
27,De'Aaron Fox,FG_MISS,Shai Gilgeous-Alexander,8:12,1,Clippers,Kings,11 - 7,1,0,2,Layup
28,Shai Gilgeous-Alexander,DEFENSIVE_REBOUND,None,8:09,1,Clippers,Kings,11 - 7,0,N/A,N/A,N/A
29,Shai Gilgeous-Alexander,FG_UNASSISTED,None,8:00,1,Clippers,Kings,13 - 7,0,0,2,Layup
30,Nemanja Bjelica,FG_ASSISTED,Buddy Hield,7:50,1,Kings,Clippers,13 - 10,1,25,3,Jumper
31,Shai Gilgeous-Alexander,FG_UNASSISTED,None,7:39,1,Clippers,Kings,15 - 10,0, ,2,Jumper
32,Willie Cauley-Stein,FG_MISS,None,7:28,1,Kings,Clippers,15 - 10,1, ,2,Jumper
33,Tobias Harris,DEFENSIVE_REBOUND,None,7:25,1,Clippers,Kings,15 - 10,0,N/A,N/A,N/A
34,Tobias Harris,FG_UNASSISTED,None,7:19,1,Clippers,Kings,17 - 10,0,0,2,Layup
35,Team,Unknown,None,7:13,1,Kings,Clippers,17 - 10,1,N/A,N/A,N/A
36,Bogdan Bogdanovic,SUBSTITUTION,Hield Buddy,7:13,1,Kings,Clippers,17 - 10,1,N/A,N/A,N/A
37,Bogdan Bogdanovic,FG_MISS,None,6:59,1,Kings,Clippers,17 - 10,1,22,2,Jumper
38,Nemanja Bjelica,OFFENSIVE_REBOUND,None,6:58,1,Kings,Clippers,17 - 10,1,N/A,N/A,N/A
39,Nemanja Bjelica,FG_MISS,None,6:56,1,Kings,Clippers,17 - 10,1, ,2,Jumper
