,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Larry Nance,JUMP_BALL,None,12:00,1,Nets,Cavaliers,0 - 0,1,N/A,N/A,N/A
1,Rodions Kurucs,FG_ASSISTED,D'Angelo Russell,11:49,1,Nets,Cavaliers,0 - 2,1,0,2,Dunk
2,Kevin Love,FG_MISS,None,11:32,1,Cavaliers,Nets,0 - 2,0,13,2,Jumper
3,Larry Nance,OFFENSIVE_REBOUND,None,11:26,1,Cavaliers,Nets,0 - 2,0,N/A,N/A,N/A
4,Cedi Osman,FG_ASSISTED,Larry Nance,11:25,1,Cavaliers,Nets,3 - 2,0,25,3,Jumper
5,D'Angelo Russell,FG_MISS,None,11:13,1,Nets,Cavaliers,3 - 2,1,18,2,Jumper
6,Kevin Love,DEFENSIVE_REBOUND,None,11:10,1,Cavaliers,Nets,3 - 2,0,N/A,N/A,N/A
7,D'Angelo Russell,FOUL_ON_FLOOR,None,11:03,1,Nets,Cavaliers,3 - 2,1,N/A,N/A,N/A
8,Collin Sexton,FT_MISS,None,11:03,1,Cavaliers,Nets,3 - 2,0,N/A,1,N/A
9,Team,OFFENSIVE_REBOUND,None,11:03,1,Cavaliers,Nets,3 - 2,0,N/A,N/A,N/A
10,Collin Sexton,FT_MISS,None,11:03,1,Cavaliers,Nets,3 - 2,0,N/A,1,N/A
11,Jarrett Allen,DEFENSIVE_REBOUND,None,11:00,1,Nets,Cavaliers,3 - 2,1,N/A,N/A,N/A
12,Joe Harris,FG_MISS,None,10:45,1,Nets,Cavaliers,3 - 2,1,-,2,Jumper
13,Larry Nance,DEFENSIVE_REBOUND,None,10:42,1,Cavaliers,Nets,3 - 2,0,N/A,N/A,N/A
14,Kevin Love,FG_MISS,None,10:36,1,Cavaliers,Nets,3 - 2,0,25,3,Jumper
15,D'Angelo Russell,DEFENSIVE_REBOUND,None,10:33,1,Nets,Cavaliers,3 - 2,1,N/A,N/A,N/A
16,D'Angelo Russell,FG_UNASSISTED,None,10:28,1,Nets,Cavaliers,3 - 4,1,-,2,Jumper
17,Brandon Knight,FG_UNASSISTED,None,10:19,1,Cavaliers,Nets,6 - 4,0,26,2,Jumper
18,Brandon Knight,FOUL_ON_FLOOR,None,10:11,1,Cavaliers,Nets,6 - 4,0,N/A,N/A,N/A
19,Joe Harris,FG_MISS,None,10:01,1,Nets,Cavaliers,6 - 4,1,0,2,Layup
20,Jarrett Allen,OFFENSIVE_REBOUND,None,9:59,1,Nets,Cavaliers,6 - 4,1,N/A,N/A,N/A
21,D'Angelo Russell,FG_UNASSISTED,None,9:53,1,Nets,Cavaliers,6 - 7,1,27,3,Jumper
22,Allen Crabbe,FOUL_ON_FLOOR,None,9:37,1,Nets,Cavaliers,6 - 7,1,N/A,N/A,N/A
23,Collin Sexton,FG_MISS,None,9:32,1,Cavaliers,Nets,6 - 7,0,14,2,Jumper
24,Jarrett Allen,DEFENSIVE_REBOUND,None,9:30,1,Nets,Cavaliers,6 - 7,1,N/A,N/A,N/A
25,Allen Crabbe,FG_ASSISTED,Jarrett Allen,9:23,1,Nets,Cavaliers,6 - 9,1,22,2,Jumper
26,Larry Nance,FG_ASSISTED,Collin Sexton,9:11,1,Cavaliers,Nets,9 - 9,0,26,3,Jumper
27,Cedi Osman,FOUL_ON_FLOOR,None,8:56,1,Cavaliers,Nets,9 - 9,0,N/A,N/A,N/A
28,Jarrett Allen,FG_ASSISTED,Joe Harris,8:48,1,Nets,Cavaliers,9 - 11,1,0,2,Dunk
29,Collin Sexton,FG_MISS,None,8:33,1,Cavaliers,Nets,9 - 11,0,15,2,Jumper
30,D'Angelo Russell,DEFENSIVE_REBOUND,None,8:30,1,Nets,Cavaliers,9 - 11,1,N/A,N/A,N/A
31,Joe Harris,FG_MISS,None,8:26,1,Nets,Cavaliers,9 - 11,1,25,3,Jumper
32,Cedi Osman,DEFENSIVE_REBOUND,None,8:24,1,Cavaliers,Nets,9 - 11,0,N/A,N/A,N/A
33,Cedi Osman,TURNOVER,None,8:19,1,Cavaliers,Nets,9 - 11,0,N/A,N/A,N/A
34,D'Angelo Russell,TURNOVER,Larry Nance,8:06,1,Nets,Cavaliers,9 - 11,1,N/A,N/A,N/A
35,Collin Sexton,FG_UNASSISTED,None,7:52,1,Cavaliers,Nets,11 - 11,0, ,2,Jumper
36,Rodions Kurucs,FG_ASSISTED,D'Angelo Russell,7:39,1,Nets,Cavaliers,11 - 14,1,25,3,Jumper
37,Larry Nance,TURNOVER,None,7:29,1,Cavaliers,Nets,11 - 14,0,N/A,N/A,N/A
38,Allen Crabbe,FG_MISS,None,7:22,1,Nets,Cavaliers,11 - 14,1,25,3,Jumper
39,Kevin Love,DEFENSIVE_REBOUND,None,7:19,1,Cavaliers,Nets,11 - 14,0,N/A,N/A,N/A
40,Kevin Love,TURNOVER,None,7:17,1,Cavaliers,Nets,11 - 14,0,N/A,N/A,N/A
41,D'Angelo Russell,FG_UNASSISTED,None,7:05,1,Nets,Cavaliers,11 - 16,1,12,2,Jumper
42,Collin Sexton,FG_MISS,None,6:55,1,Cavaliers,Nets,11 - 16,0, ,2,Jumper
43,Jarrett Allen,DEFENSIVE_REBOUND,None,6:51,1,Nets,Cavaliers,11 - 16,1,N/A,N/A,N/A
44,D'Angelo Russell,TURNOVER,Larry Nance,6:44,1,Nets,Cavaliers,11 - 16,1,N/A,N/A,N/A
45,Collin Sexton,FG_ASSISTED,Larry Nance,6:40,1,Cavaliers,Nets,13 - 16,0, ,2,Jumper
46,Team,Unknown,None,6:39,1,Nets,Cavaliers,13 - 16,1,N/A,N/A,N/A
47,DeMarre Carroll,SUBSTITUTION,Kurucs Rodions,6:39,1,Nets,Cavaliers,13 - 16,1,N/A,N/A,N/A
48,Allen Crabbe,FG_ASSISTED,DeMarre Carroll,6:25,1,Nets,Cavaliers,13 - 18,1,1,2,Jumper
49,Larry Nance,FG_MISS,None,6:09,1,Cavaliers,Nets,13 - 18,0,20,2,Jumper
50,Kevin Love,OFFENSIVE_REBOUND,None,6:04,1,Cavaliers,Nets,13 - 18,0,N/A,N/A,N/A
51,Kevin Love,FG_MISS,None,6:04,1,Cavaliers,Nets,13 - 18,0, ,2,Jumper
52,Kevin Love,OFFENSIVE_REBOUND,None,6:03,1,Cavaliers,Nets,13 - 18,0,N/A,N/A,N/A
53,Brandon Knight,FG_MISS,None,6:01,1,Cavaliers,Nets,13 - 18,0,26,3,Jumper
