,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,JaVale McGee,JUMP_BALL,None,12:00,1,Lakers,Pelicans,0 - 0,0,N/A,N/A,N/A
1,Rajon Rondo,FG_ASSISTED,Lance Stephenson,11:46,1,Lakers,Pelicans,2 - 0,0,0,2,Layup
2,Julius Randle,TURNOVER,Rajon Rondo,11:23,1,Pelicans,Lakers,2 - 0,1,N/A,N/A,N/A
3,Lance Stephenson,FG_MISS,None,11:15,1,Lakers,Pelicans,2 - 0,0,25,3,Jumper
4,Julius Randle,DEFENSIVE_REBOUND,None,11:12,1,Pelicans,Lakers,2 - 0,1,N/A,N/A,N/A
5,Ian Clark,FG_ASSISTED,Julius Randle,11:07,1,Pelicans,Lakers,2 - 3,1,29,3,Jumper
6,JaVale McGee,FG_MISS,None,10:44,1,Lakers,Pelicans,2 - 3,0,10,2,Jumper
7,Ian Clark,DEFENSIVE_REBOUND,None,10:42,1,Pelicans,Lakers,2 - 3,1,N/A,N/A,N/A
8,Moritz Wagner,FOUL_ON_FLOOR,None,10:37,1,Lakers,Pelicans,2 - 3,0,N/A,N/A,N/A
9,Ian Clark,FG_MISS,None,10:31,1,Pelicans,Lakers,2 - 3,1,-,3,Jumper
10,JaVale McGee,DEFENSIVE_REBOUND,None,10:27,1,Lakers,Pelicans,2 - 3,0,N/A,N/A,N/A
11,Moritz Wagner,FG_MISS,None,10:19,1,Lakers,Pelicans,2 - 3,0,7,2,Jumper
12,Jahlil Okafor,DEFENSIVE_REBOUND,None,10:16,1,Pelicans,Lakers,2 - 3,1,N/A,N/A,N/A
13,Ian Clark,FG_ASSISTED,Elfrid Payton,10:11,1,Pelicans,Lakers,2 - 5,1,0,2,Layup
14,JaVale McGee,Unknown,None,10:11,1,Lakers,Pelicans,2 - 5,0,N/A,N/A,N/A
15,Kentavious Caldwell-Pope,FG_MISS,None,10:00,1,Lakers,Pelicans,2 - 5,0,26,3,Jumper
16,Kenrich Williams,DEFENSIVE_REBOUND,None,9:57,1,Pelicans,Lakers,2 - 5,1,N/A,N/A,N/A
17,Ian Clark,TURNOVER,Kentavious Caldwell-Pope,9:49,1,Pelicans,Lakers,2 - 5,1,N/A,N/A,N/A
18,Rajon Rondo,FG_MISS,None,9:43,1,Lakers,Pelicans,2 - 5,0,20,2,Jumper
19,Kenrich Williams,DEFENSIVE_REBOUND,None,9:39,1,Pelicans,Lakers,2 - 5,1,N/A,N/A,N/A
20,Jahlil Okafor,FG_ASSISTED,Elfrid Payton,9:23,1,Pelicans,Lakers,2 - 7,1,0,2,Layup
21,Kentavious Caldwell-Pope,FG_UNASSISTED,None,9:11,1,Lakers,Pelicans,4 - 7,0,0,2,Layup
22,Elfrid Payton,FG_UNASSISTED,None,9:03,1,Pelicans,Lakers,4 - 9,1,0,2,Layup
23,Moritz Wagner,TURNOVER,Kenrich Williams,8:46,1,Lakers,Pelicans,4 - 9,0,N/A,N/A,N/A
24,Moritz Wagner,Unknown,None,8:41,1,Lakers,Pelicans,4 - 9,0,N/A,N/A,N/A
25,Elfrid Payton,TURNOVER,JaVale McGee,8:32,1,Pelicans,Lakers,4 - 9,1,N/A,N/A,N/A
26,JaVale McGee,FG_ASSISTED,Rajon Rondo,8:25,1,Lakers,Pelicans,6 - 9,0,8,2,Jumper
27,Kenrich Williams,FG_MISS,None,8:14,1,Pelicans,Lakers,6 - 9,1,27,3,Jumper
28,Rajon Rondo,DEFENSIVE_REBOUND,None,8:11,1,Lakers,Pelicans,6 - 9,0,N/A,N/A,N/A
29,Moritz Wagner,FG_MISS,None,8:06,1,Lakers,Pelicans,6 - 9,0,30,3,Jumper
30,Team,DEFENSIVE_REBOUND,None,8:04,1,Pelicans,Lakers,6 - 9,1,N/A,N/A,N/A
31,Elfrid Payton,FG_MISS,Moritz Wagner,7:50,1,Lakers,Pelicans,6 - 9,1,0,2,Layup
32,Jahlil Okafor,OFFENSIVE_REBOUND,None,7:48,1,Pelicans,Lakers,6 - 9,1,N/A,N/A,N/A
33,Julius Randle,FG_ASSISTED,Jahlil Okafor,7:44,1,Pelicans,Lakers,6 - 12,1,23,3,Jumper
34,Lance Stephenson,FG_MISS,None,7:21,1,Lakers,Pelicans,6 - 12,0,27,3,Jumper
35,Julius Randle,DEFENSIVE_REBOUND,None,7:18,1,Pelicans,Lakers,6 - 12,1,N/A,N/A,N/A
36,Ian Clark,FG_MISS,None,7:07,1,Pelicans,Lakers,6 - 12,1,23,3,Jumper
37,Lance Stephenson,DEFENSIVE_REBOUND,None,7:05,1,Lakers,Pelicans,6 - 12,0,N/A,N/A,N/A
38,Jahlil Okafor,FOUL_ON_FLOOR,None,7:01,1,Pelicans,Lakers,6 - 12,1,N/A,N/A,N/A
39,Team,Unknown,None,7:01,1,Lakers,Pelicans,6 - 12,0,N/A,N/A,N/A
40,Kentavious Caldwell-Pope,FT,None,7:01,1,Lakers,Pelicans,7 - 12,0,N/A,1,N/A
41,Johnathan Williams,SUBSTITUTION,McGee JaVale,7:01,1,Lakers,Pelicans,7 - 12,0,N/A,N/A,N/A
42,Kentavious Caldwell-Pope,FT,None,7:01,1,Lakers,Pelicans,8 - 12,0,N/A,1,N/A
43,Johnathan Williams,FOUL_ON_FLOOR,None,6:50,1,Lakers,Pelicans,8 - 12,0,N/A,N/A,N/A
44,Team,Unknown,None,6:50,1,Pelicans,Lakers,8 - 12,1,N/A,N/A,N/A
45,Julius Randle,FG_MISS,None,6:42,1,Pelicans,Lakers,8 - 12,1,26,3,Jumper
46,Team,DEFENSIVE_REBOUND,None,6:41,1,Lakers,Pelicans,8 - 12,0,N/A,N/A,N/A
47,Moritz Wagner,FG_MISS,None,6:30,1,Lakers,Pelicans,8 - 12,0,25,3,Jumper
