,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Jahlil Okafor,JUMP_BALL,None,12:00,1,Nuggets,Pelicans,0 - 0,1,N/A,N/A,N/A
1,Jamal Murray,FG_ASSISTED,Nikola Jokic,11:43,1,Nuggets,Pelicans,0 - 2,1,12,2,Jumper
2,Jrue Holiday,FG_UNASSISTED,None,11:27,1,Pelicans,Nuggets,3 - 2,0,24,3,Jumper
3,Kenrich Williams,FOUL_ON_FLOOR,None,11:16,1,Pelicans,Nuggets,3 - 2,0,N/A,N/A,N/A
4,Nikola Jokic,FG_ASSISTED,Gary Harris,11:07,1,Nuggets,Pelicans,3 - 4,1,0,2,Layup
5,Jrue Holiday,FG_MISS,None,10:47,1,Pelicans,Nuggets,3 - 4,0,24,2,Jumper
6,Team,OFFENSIVE_REBOUND,None,10:45,1,Pelicans,Nuggets,3 - 4,0,N/A,N/A,N/A
7,Julius Randle,FG_MISS,None,10:42,1,Pelicans,Nuggets,3 - 4,0,23,2,Jumper
8,Kenrich Williams,OFFENSIVE_REBOUND,None,10:39,1,Pelicans,Nuggets,3 - 4,0,N/A,N/A,N/A
9,Gary Harris,Unknown,None,10:36,1,Nuggets,Pelicans,3 - 4,1,N/A,N/A,N/A
10,Jrue Holiday,TURNOVER,Nikola Jokic,10:29,1,Pelicans,Nuggets,3 - 4,0,N/A,N/A,N/A
11,Jamal Murray,FG_MISS,Julius Randle,10:26,1,Pelicans,Nuggets,3 - 4,1,4,2,Jumper
12,Team,OFFENSIVE_REBOUND,None,10:26,1,Nuggets,Pelicans,3 - 4,1,N/A,N/A,N/A
13,Jamal Murray,FG_ASSISTED,Nikola Jokic,10:24,1,Nuggets,Pelicans,3 - 6,1,16,2,Jumper
14,Julius Randle,FG_MISS,None,10:06,1,Pelicans,Nuggets,3 - 6,0,-,2,Jumper
15,Nikola Jokic,DEFENSIVE_REBOUND,None,10:05,1,Nuggets,Pelicans,3 - 6,1,N/A,N/A,N/A
16,Will Barton,FG_ASSISTED,Nikola Jokic,10:00,1,Nuggets,Pelicans,3 - 9,1,25,3,Jumper
17,Nikola Jokic,FOUL_ON_FLOOR,None,9:52,1,Nuggets,Pelicans,3 - 9,1,N/A,N/A,N/A
18,Kenrich Williams,TURNOVER,None,9:40,1,Pelicans,Nuggets,3 - 9,0,N/A,N/A,N/A
19,Nikola Jokic,FG_ASSISTED,Jamal Murray,9:31,1,Nuggets,Pelicans,3 - 11,1,17,2,Jumper
20,Team,Unknown,None,9:21,1,Pelicans,Nuggets,3 - 11,0,N/A,N/A,N/A
21,Jahlil Okafor,FG_MISS,Nikola Jokic,9:07,1,Nuggets,Pelicans,3 - 11,0,0,2,Layup
22,Team,OFFENSIVE_REBOUND,None,9:07,1,Pelicans,Nuggets,3 - 11,0,N/A,N/A,N/A
23,Julius Randle,FG_MISS,None,9:05,1,Pelicans,Nuggets,3 - 11,0, ,2,Jumper
24,Will Barton,DEFENSIVE_REBOUND,None,9:03,1,Nuggets,Pelicans,3 - 11,1,N/A,N/A,N/A
25,Gary Harris,FG_MISS,Jrue Holiday,8:43,1,Pelicans,Nuggets,3 - 11,1,0,2,Layup
26,Julius Randle,DEFENSIVE_REBOUND,None,8:40,1,Pelicans,Nuggets,3 - 11,0,N/A,N/A,N/A
27,Jrue Holiday,FG_MISS,Nikola Jokic,8:39,1,Nuggets,Pelicans,3 - 11,0,3,2,Jumper
28,Team,OFFENSIVE_REBOUND,None,8:39,1,Pelicans,Nuggets,3 - 11,0,N/A,N/A,N/A
29,Jrue Holiday,FG_ASSISTED,Elfrid Payton,8:37,1,Pelicans,Nuggets,6 - 11,0, ,3,Jumper
30,Nikola Jokic,FG_MISS,None,8:21,1,Nuggets,Pelicans,6 - 11,1,4,2,Jumper
31,Will Barton,OFFENSIVE_REBOUND,None,8:19,1,Nuggets,Pelicans,6 - 11,1,N/A,N/A,N/A
32,Will Barton,TURNOVER,Kenrich Williams,8:16,1,Nuggets,Pelicans,6 - 11,1,N/A,N/A,N/A
33,Kenrich Williams,FG_MISS,None,8:11,1,Pelicans,Nuggets,6 - 11,0,23,3,Jumper
34,Will Barton,DEFENSIVE_REBOUND,None,8:07,1,Nuggets,Pelicans,6 - 11,1,N/A,N/A,N/A
35,Will Barton,FG_MISS,None,8:02,1,Nuggets,Pelicans,6 - 11,1, ,2,Jumper
36,Kenrich Williams,DEFENSIVE_REBOUND,None,8:00,1,Pelicans,Nuggets,6 - 11,0,N/A,N/A,N/A
37,Elfrid Payton,FG_UNASSISTED,None,7:52,1,Pelicans,Nuggets,8 - 11,0,0,2,Layup
38,Paul Millsap,FG_ASSISTED,Gary Harris,7:33,1,Nuggets,Pelicans,8 - 14,1,25,3,Jumper
39,Jahlil Okafor,FG_ASSISTED,Jrue Holiday,7:13,1,Pelicans,Nuggets,10 - 14,0,8,2,Jumper
40,Gary Harris,FG_ASSISTED,Nikola Jokic,7:01,1,Nuggets,Pelicans,10 - 17,1,24,3,Jumper
41,Jahlil Okafor,FG_ASSISTED,Elfrid Payton,6:50,1,Pelicans,Nuggets,12 - 17,0,5,2,Jumper
42,Nikola Jokic,FOUL_ON_FLOOR,None,6:50,1,Nuggets,Pelicans,12 - 17,1,N/A,N/A,N/A
43,Mason Plumlee,SUBSTITUTION,Jokic Nikola,6:50,1,Nuggets,Pelicans,12 - 17,1,N/A,N/A,N/A
44,Frank Jackson,SUBSTITUTION,Payton Elfrid,6:50,1,Pelicans,Nuggets,12 - 17,0,N/A,N/A,N/A
45,Jahlil Okafor,FT_MISS,None,6:50,1,Pelicans,Nuggets,12 - 17,0,N/A,1,N/A
46,Paul Millsap,DEFENSIVE_REBOUND,None,6:47,1,Nuggets,Pelicans,12 - 17,1,N/A,N/A,N/A
47,Jahlil Okafor,FOUL_ON_FLOOR,None,6:39,1,Pelicans,Nuggets,12 - 17,0,N/A,N/A,N/A
48,Paul Millsap,FT,None,6:39,1,Nuggets,Pelicans,12 - 18,1,N/A,1,N/A
49,Cheick Diallo,SUBSTITUTION,Okafor Jahlil,6:39,1,Pelicans,Nuggets,12 - 18,0,N/A,N/A,N/A
50,Paul Millsap,FT,None,6:39,1,Nuggets,Pelicans,12 - 19,1,N/A,1,N/A
51,Frank Jackson,FG_MISS,Mason Plumlee,6:24,1,Nuggets,Pelicans,12 - 19,0,0,2,Layup
52,Julius Randle,OFFENSIVE_REBOUND,None,6:21,1,Pelicans,Nuggets,12 - 19,0,N/A,N/A,N/A
53,Julius Randle,TURNOVER,Paul Millsap,6:20,1,Pelicans,Nuggets,12 - 19,0,N/A,N/A,N/A
54,Mason Plumlee,FG_ASSISTED,Paul Millsap,6:18,1,Nuggets,Pelicans,12 - 21,1,0,2,Dunk
55,Cheick Diallo,TURNOVER,Gary Harris,6:12,1,Pelicans,Nuggets,12 - 21,0,N/A,N/A,N/A
56,Jamal Murray,FG_UNASSISTED,None,6:08,1,Nuggets,Pelicans,12 - 24,1,25,3,Jumper
57,Team,Unknown,None,5:59,1,Pelicans,Nuggets,12 - 24,0,N/A,N/A,N/A
58,Malik Beasley,SUBSTITUTION,Harris Gary,5:59,1,Nuggets,Pelicans,12 - 24,1,N/A,N/A,N/A
59,Julius Randle,FG_ASSISTED,Jrue Holiday,5:51,1,Pelicans,Nuggets,14 - 24,0,0,2,Layup
60,Julius Randle,FOUL_ON_FLOOR,None,5:34,1,Pelicans,Nuggets,14 - 24,0,N/A,N/A,N/A
61,Jamal Murray,FT,None,5:34,1,Nuggets,Pelicans,14 - 25,1,N/A,1,N/A
62,Jamal Murray,FT,None,5:34,1,Nuggets,Pelicans,14 - 26,1,N/A,1,N/A
63,Jamal Murray,FT,None,5:34,1,Nuggets,Pelicans,14 - 27,1,N/A,1,N/A
64,Jrue Holiday,FG_UNASSISTED,None,5:26,1,Pelicans,Nuggets,16 - 27,0,0,2,Layup
65,Team,Unknown,None,5:25,1,Nuggets,Pelicans,16 - 27,1,N/A,N/A,N/A
66,Darius Miller,SUBSTITUTION,Williams Kenrich,5:25,1,Pelicans,Nuggets,16 - 27,0,N/A,N/A,N/A
67,Jamal Murray,FG_MISS,None,5:14,1,Nuggets,Pelicans,16 - 27,1, ,2,Jumper
68,Cheick Diallo,DEFENSIVE_REBOUND,None,5:11,1,Pelicans,Nuggets,16 - 27,0,N/A,N/A,N/A
69,Cheick Diallo,FG_MISS,None,4:57,1,Pelicans,Nuggets,16 - 27,0,0,2,Layup
70,Paul Millsap,DEFENSIVE_REBOUND,None,4:54,1,Nuggets,Pelicans,16 - 27,1,N/A,N/A,N/A
71,Paul Millsap,FG_MISS,None,4:46,1,Nuggets,Pelicans,16 - 27,1,23,3,Jumper
72,Team,DEFENSIVE_REBOUND,None,4:45,1,Pelicans,Nuggets,16 - 27,0,N/A,N/A,N/A
73,Jrue Holiday,TURNOVER,Will Barton,4:32,1,Pelicans,Nuggets,16 - 27,0,N/A,N/A,N/A
74,Frank Jackson,FOUL_ON_FLOOR,None,4:27,1,Pelicans,Nuggets,16 - 27,0,N/A,N/A,N/A
75,Elfrid Payton,SUBSTITUTION,Holiday Jrue,4:27,1,Pelicans,Nuggets,16 - 27,0,N/A,N/A,N/A
76,Paul Millsap,TURNOVER,Julius Randle,4:21,1,Nuggets,Pelicans,16 - 27,1,N/A,N/A,N/A
77,Julius Randle,FG_UNASSISTED,None,4:05,1,Pelicans,Nuggets,18 - 27,0,0,2,Layup
78,Malik Beasley,FG_ASSISTED,Jamal Murray,3:50,1,Nuggets,Pelicans,18 - 30,1,26,3,Jumper
79,Cheick Diallo,FG_MISS,None,3:35,1,Pelicans,Nuggets,18 - 30,0,6,2,Jumper
80,Cheick Diallo,OFFENSIVE_REBOUND,None,3:33,1,Pelicans,Nuggets,18 - 30,0,N/A,N/A,N/A
81,Monte Morris,SUBSTITUTION,Millsap Paul,3:32,1,Nuggets,Pelicans,18 - 30,1,N/A,N/A,N/A
82,Juan Hernangomez,SUBSTITUTION,Murray Jamal,3:32,1,Nuggets,Pelicans,18 - 30,1,N/A,N/A,N/A
83,Cheick Diallo,FG_ASSISTED,Frank Jackson,3:27,1,Pelicans,Nuggets,20 - 30,0,0,2,Dunk
84,Will Barton,FG_UNASSISTED,None,3:16,1,Nuggets,Pelicans,20 - 33,1,25,3,Jumper
85,Julius Randle,FG_UNASSISTED,None,3:06,1,Pelicans,Nuggets,22 - 33,0,0,2,Layup
86,Mason Plumlee,FOUL_ON_FLOOR,None,3:06,1,Nuggets,Pelicans,22 - 33,1,N/A,N/A,N/A
87,Julius Randle,FT_MISS,None,3:06,1,Pelicans,Nuggets,22 - 33,0,N/A,1,N/A
88,Mason Plumlee,DEFENSIVE_REBOUND,None,3:04,1,Nuggets,Pelicans,22 - 33,1,N/A,N/A,N/A
89,Monte Morris,FG_UNASSISTED,None,2:56,1,Nuggets,Pelicans,22 - 35,1,7,2,Jumper
90,Elfrid Payton,TURNOVER,None,2:45,1,Pelicans,Nuggets,22 - 35,0,N/A,N/A,N/A
91,Stanley Johnson,SUBSTITUTION,Randle Julius,2:45,1,Pelicans,Nuggets,22 - 35,0,N/A,N/A,N/A
92,Monte Morris,FG_MISS,None,2:32,1,Nuggets,Pelicans,22 - 35,1, ,2,Jumper
93,Cheick Diallo,DEFENSIVE_REBOUND,None,2:30,1,Pelicans,Nuggets,22 - 35,0,N/A,N/A,N/A
94,Isaiah Thomas,SUBSTITUTION,Barton Will,2:16,1,Nuggets,Pelicans,22 - 35,1,N/A,N/A,N/A
95,Elfrid Payton,FG_MISS,None,2:09,1,Pelicans,Nuggets,22 - 35,0,0,2,Layup
96,Malik Beasley,DEFENSIVE_REBOUND,None,2:07,1,Nuggets,Pelicans,22 - 35,1,N/A,N/A,N/A
97,Cheick Diallo,FOUL_ON_FLOOR,None,2:01,1,Pelicans,Nuggets,22 - 35,0,N/A,N/A,N/A
98,Mason Plumlee,FT,None,2:01,1,Nuggets,Pelicans,22 - 36,1,N/A,1,N/A
99,Mason Plumlee,FT,None,2:01,1,Nuggets,Pelicans,22 - 37,1,N/A,1,N/A
100,Darius Miller,FG_MISS,None,1:54,1,Pelicans,Nuggets,22 - 37,0,24,3,Jumper
101,Mason Plumlee,DEFENSIVE_REBOUND,None,1:51,1,Nuggets,Pelicans,22 - 37,1,N/A,N/A,N/A
102,Mason Plumlee,FG_ASSISTED,Juan Hernangomez,1:46,1,Nuggets,Pelicans,22 - 39,1, ,2,Jumper
103,Cheick Diallo,TURNOVER,None,1:36,1,Pelicans,Nuggets,22 - 39,0,N/A,N/A,N/A
104,Juan Hernangomez,TURNOVER,None,1:31,1,Nuggets,Pelicans,22 - 39,1,N/A,N/A,N/A
105,Cheick Diallo,FG_ASSISTED,Stanley Johnson,1:18,1,Pelicans,Nuggets,24 - 39,0,9,2,Jumper
106,Isaiah Thomas,FG_MISS,None,1:02,1,Nuggets,Pelicans,24 - 39,1, ,2,Jumper
107,Cheick Diallo,DEFENSIVE_REBOUND,None,1:00,1,Pelicans,Nuggets,24 - 39,0,N/A,N/A,N/A
108,Frank Jackson,FG_ASSISTED,Stanley Johnson,55.0,1,Pelicans,Nuggets,27 - 39,0,26,3,Jumper
109,Malik Beasley,FG_MISS,None,34.2,1,Nuggets,Pelicans,27 - 39,1,25,3,Jumper
110,Mason Plumlee,OFFENSIVE_REBOUND,None,31.1,1,Nuggets,Pelicans,27 - 39,1,N/A,N/A,N/A
111,Juan Hernangomez,FG_MISS,None,30.2,1,Nuggets,Pelicans,27 - 39,1,25,3,Jumper
112,Stanley Johnson,DEFENSIVE_REBOUND,None,30.2,1,Pelicans,Nuggets,27 - 39,0,N/A,N/A,N/A
113,Cheick Diallo,FG_MISS,None,9.7,1,Pelicans,Nuggets,27 - 39,0,6,2,Jumper
114,Mason Plumlee,DEFENSIVE_REBOUND,None,8.0,1,Nuggets,Pelicans,27 - 39,1,N/A,N/A,N/A
115,Isaiah Thomas,FG_MISS,None,0.2,1,Nuggets,Pelicans,27 - 39,1,5,2,Jumper
