,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Serge Ibaka,JUMP_BALL,None,12:00,1,Raptors,Celtics,0 - 0,0,N/A,N/A,N/A
1,Danny Green,FG_MISS,None,11:47,1,Raptors,Celtics,0 - 0,0,17,2,Jumper
2,Al Horford,DEFENSIVE_REBOUND,None,11:45,1,Celtics,Raptors,0 - 0,1,N/A,N/A,N/A
3,Kyrie Irving,TURNOVER,Kawhi Leonard,11:32,1,Celtics,Raptors,0 - 0,1,N/A,N/A,N/A
4,Kawhi Leonard,FG_UNASSISTED,None,11:29,1,Raptors,Celtics,2 - 0,0,0,2,Dunk
5,Al Horford,FG_MISS,None,11:09,1,Celtics,Raptors,2 - 0,1,-,2,Jumper
6,Serge Ibaka,DEFENSIVE_REBOUND,None,11:06,1,Raptors,Celtics,2 - 0,0,N/A,N/A,N/A
7,Kyle Lowry,FG_MISS,None,11:02,1,Raptors,Celtics,2 - 0,0,-,2,Jumper
8,Marcus Smart,DEFENSIVE_REBOUND,None,11:00,1,Celtics,Raptors,2 - 0,1,N/A,N/A,N/A
9,Al Horford,FG_ASSISTED,Kyrie Irving,10:54,1,Celtics,Raptors,2 - 2,1,0,2,Dunk
10,Danny Green,FG_ASSISTED,Kyle Lowry,10:37,1,Raptors,Celtics,4 - 2,0,12,2,Jumper
11,Marcus Smart,FG_MISS,None,10:17,1,Celtics,Raptors,4 - 2,1,-,2,Jumper
12,Danny Green,DEFENSIVE_REBOUND,None,10:14,1,Raptors,Celtics,4 - 2,0,N/A,N/A,N/A
13,Kawhi Leonard,FG_UNASSISTED,None,9:59,1,Raptors,Celtics,7 - 2,0,26,3,Jumper
14,Kyrie Irving,FG_ASSISTED,Jayson Tatum,9:45,1,Celtics,Raptors,7 - 5,1,25,3,Jumper
15,Kyle Lowry,FG_MISS,None,9:31,1,Raptors,Celtics,7 - 5,0,26,3,Jumper
16,Al Horford,DEFENSIVE_REBOUND,None,9:29,1,Celtics,Raptors,7 - 5,1,N/A,N/A,N/A
17,Kyrie Irving,FG_MISS,None,9:19,1,Celtics,Raptors,7 - 5,1,29,3,Jumper
18,Serge Ibaka,DEFENSIVE_REBOUND,None,9:18,1,Raptors,Celtics,7 - 5,0,N/A,N/A,N/A
19,Kyrie Irving,FOUL_ON_FLOOR,None,9:12,1,Celtics,Raptors,7 - 5,1,N/A,N/A,N/A
20,Kawhi Leonard,FG_UNASSISTED,None,9:03,1,Raptors,Celtics,9 - 5,0,-,2,Jumper
21,Jayson Tatum,FG_UNASSISTED,None,8:48,1,Celtics,Raptors,9 - 7,1,15,2,Jumper
