,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,JaVale McGee,JUMP_BALL,None,12:00,1,Lakers,Knicks,0 - 0,0,N/A,N/A,N/A
1,LeBron James,FG_UNASSISTED,None,11:42,1,Lakers,Knicks,2 - 0,0,21,2,Jumper
2,Damyean Dotson,FG_ASSISTED,Emmanuel Mudiay,11:14,1,Knicks,Lakers,2 - 2,1,0,2,Layup
3,Kyle Kuzma,FG_MISS,None,11:03,1,Lakers,Knicks,2 - 2,0,18,2,Jumper
4,DeAndre Jordan,DEFENSIVE_REBOUND,None,11:01,1,Knicks,Lakers,2 - 2,1,N/A,N/A,N/A
5,DeAndre Jordan,FG_ASSISTED,Emmanuel Mudiay,10:53,1,Knicks,Lakers,2 - 4,1,0,2,Dunk
6,LeBron James,FG_MISS,None,10:37,1,Lakers,Knicks,2 - 4,0,-,3,Jumper
7,DeAndre Jordan,DEFENSIVE_REBOUND,None,10:35,1,Knicks,Lakers,2 - 4,1,N/A,N/A,N/A
8,Emmanuel Mudiay,FG_MISS,None,10:19,1,Knicks,Lakers,2 - 4,1,20,2,Jumper
9,Kevin Knox,OFFENSIVE_REBOUND,None,10:17,1,Knicks,Lakers,2 - 4,1,N/A,N/A,N/A
10,Emmanuel Mudiay,FG_ASSISTED,DeAndre Jordan,10:14,1,Knicks,Lakers,2 - 7,1,23,3,Jumper
11,JaVale McGee,FG_ASSISTED,Rajon Rondo,9:57,1,Lakers,Knicks,4 - 7,0,0,2,Dunk
12,Damyean Dotson,FG_ASSISTED,DeAndre Jordan,9:44,1,Knicks,Lakers,4 - 9,1,19,2,Jumper
13,Reggie Bullock,FG_MISS,None,9:29,1,Lakers,Knicks,4 - 9,0,26,3,Jumper
14,Damyean Dotson,DEFENSIVE_REBOUND,None,9:27,1,Knicks,Lakers,4 - 9,1,N/A,N/A,N/A
15,Damyean Dotson,FG_UNASSISTED,None,9:20,1,Knicks,Lakers,4 - 11,1,13,2,Jumper
16,Team,Unknown,None,9:19,1,Lakers,Knicks,4 - 11,0,N/A,N/A,N/A
17,JaVale McGee,FG_ASSISTED,LeBron James,9:03,1,Lakers,Knicks,6 - 11,0,0,2,Layup
18,Mario Hezonja,FG_MISS,None,8:53,1,Knicks,Lakers,6 - 11,1,0,2,Layup
19,JaVale McGee,DEFENSIVE_REBOUND,None,8:51,1,Lakers,Knicks,6 - 11,0,N/A,N/A,N/A
20,Reggie Bullock,FG_ASSISTED,Rajon Rondo,8:47,1,Lakers,Knicks,9 - 11,0,26,3,Jumper
21,DeAndre Jordan,FG_MISS,None,8:22,1,Knicks,Lakers,9 - 11,1,0,2,Dunk
22,JaVale McGee,DEFENSIVE_REBOUND,None,8:22,1,Lakers,Knicks,9 - 11,0,N/A,N/A,N/A
23,Reggie Bullock,FG_MISS,None,8:11,1,Lakers,Knicks,9 - 11,0,23,3,Jumper
24,JaVale McGee,OFFENSIVE_REBOUND,None,8:10,1,Lakers,Knicks,9 - 11,0,N/A,N/A,N/A
25,JaVale McGee,FG_MISS,None,8:10,1,Lakers,Knicks,9 - 11,0, ,2,Jumper
26,JaVale McGee,OFFENSIVE_REBOUND,None,8:08,1,Lakers,Knicks,9 - 11,0,N/A,N/A,N/A
27,JaVale McGee,FG_UNASSISTED,None,8:08,1,Lakers,Knicks,11 - 11,0, ,2,Jumper
28,Kevin Knox,FOUL_ON_FLOOR,None,8:08,1,Knicks,Lakers,11 - 11,1,N/A,N/A,N/A
29,JaVale McGee,FT_MISS,None,8:08,1,Lakers,Knicks,11 - 11,0,N/A,1,N/A
30,DeAndre Jordan,DEFENSIVE_REBOUND,None,8:06,1,Knicks,Lakers,11 - 11,1,N/A,N/A,N/A
31,Emmanuel Mudiay,FG_ASSISTED,DeAndre Jordan,7:58,1,Knicks,Lakers,11 - 13,1, ,2,Jumper
32,Reggie Bullock,FG_ASSISTED,Rajon Rondo,7:49,1,Lakers,Knicks,13 - 13,0,0,2,Layup
33,Emmanuel Mudiay,TURNOVER,Rajon Rondo,7:38,1,Knicks,Lakers,13 - 13,1,N/A,N/A,N/A
34,LeBron James,TURNOVER,None,7:30,1,Lakers,Knicks,13 - 13,0,N/A,N/A,N/A
35,JaVale McGee,FOUL_ON_FLOOR,None,7:20,1,Lakers,Knicks,13 - 13,0,N/A,N/A,N/A
36,Mario Hezonja,FT,None,7:20,1,Knicks,Lakers,13 - 14,1,N/A,1,N/A
37,Mario Hezonja,FT,None,7:20,1,Knicks,Lakers,13 - 15,1,N/A,1,N/A
38,JaVale McGee,FG_MISS,None,7:03,1,Lakers,Knicks,13 - 15,0,9,2,Jumper
39,DeAndre Jordan,DEFENSIVE_REBOUND,None,7:01,1,Knicks,Lakers,13 - 15,1,N/A,N/A,N/A
40,Mario Hezonja,FG_UNASSISTED,None,6:46,1,Knicks,Lakers,13 - 17,1,12,2,Jumper
41,LeBron James,FG_UNASSISTED,None,6:32,1,Lakers,Knicks,15 - 17,0,11,2,Jumper
42,DeAndre Jordan,TURNOVER,JaVale McGee,6:15,1,Knicks,Lakers,15 - 17,1,N/A,N/A,N/A
43,DeAndre Jordan,FOUL_ON_FLOOR,None,6:10,1,Knicks,Lakers,15 - 17,1,N/A,N/A,N/A
44,LeBron James,FT,None,6:10,1,Lakers,Knicks,16 - 17,0,N/A,1,N/A
45,LeBron James,FT,None,6:10,1,Lakers,Knicks,17 - 17,0,N/A,1,N/A
46,Team,Unknown,None,6:05,1,Knicks,Lakers,17 - 17,1,N/A,N/A,N/A
47,Kevin Knox,FG_UNASSISTED,None,5:58,1,Knicks,Lakers,17 - 19,1,0,2,Layup
48,JaVale McGee,FG_ASSISTED,Kyle Kuzma,5:45,1,Lakers,Knicks,19 - 19,0,0,2,Dunk
49,Damyean Dotson,FG_ASSISTED,DeAndre Jordan,5:28,1,Knicks,Lakers,19 - 21,1,17,2,Jumper
50,Reggie Bullock,FG_MISS,None,5:18,1,Lakers,Knicks,19 - 21,0,26,3,Jumper
