,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Damian Jones,JUMP_BALL,None,12:00,1,Raptors,Warriors,0 - 0,1,N/A,N/A,N/A
1,Kyle Lowry,FG_MISS,None,11:35,1,Raptors,Warriors,0 - 0,1,19,2,Jumper
2,Kevin Durant,DEFENSIVE_REBOUND,None,11:33,1,Warriors,Raptors,0 - 0,0,N/A,N/A,N/A
3,Damian Jones,FG_ASSISTED,Klay Thompson,11:19,1,Warriors,Raptors,2 - 0,0,20,2,Jumper
4,Pascal Siakam,FG_ASSISTED,Danny Green,11:05,1,Raptors,Warriors,2 - 3,1,27,3,Jumper
5,Kevin Durant,FG_ASSISTED,Andre Iguodala,10:46,1,Warriors,Raptors,4 - 3,0,-,2,Jumper
6,Serge Ibaka,FG_UNASSISTED,None,10:32,1,Raptors,Warriors,4 - 5,1,-,2,Jumper
7,Quinn Cook,FG_MISS,None,10:18,1,Warriors,Raptors,4 - 5,0,18,2,Jumper
8,Pascal Siakam,DEFENSIVE_REBOUND,None,10:12,1,Raptors,Warriors,4 - 5,1,N/A,N/A,N/A
9,Danny Green,FG_UNASSISTED,None,10:04,1,Raptors,Warriors,4 - 7,1,0,2,Layup
10,Klay Thompson,FG_ASSISTED,Kevin Durant,9:56,1,Warriors,Raptors,6 - 7,0,11,2,Jumper
11,Kawhi Leonard,FG_UNASSISTED,None,9:26,1,Raptors,Warriors,6 - 9,1,11,2,Jumper
12,Klay Thompson,TURNOVER,None,9:15,1,Warriors,Raptors,6 - 9,0,N/A,N/A,N/A
13,Klay Thompson,FOUL_ON_FLOOR,None,9:11,1,Warriors,Raptors,6 - 9,0,N/A,N/A,N/A
14,Kawhi Leonard,FG_UNASSISTED,None,9:04,1,Raptors,Warriors,6 - 12,1,27,3,Jumper
15,Kevin Durant,FG_MISS,Kawhi Leonard,8:50,1,Raptors,Warriors,6 - 12,0,14,2,Jumper
16,Kyle Lowry,DEFENSIVE_REBOUND,None,8:47,1,Raptors,Warriors,6 - 12,1,N/A,N/A,N/A
17,Pascal Siakam,FG_ASSISTED,Kyle Lowry,8:44,1,Raptors,Warriors,6 - 14,1,0,2,Dunk
18,Quinn Cook,TURNOVER,None,8:22,1,Warriors,Raptors,6 - 14,0,N/A,N/A,N/A
19,Kyle Lowry,FG_MISS,None,8:02,1,Raptors,Warriors,6 - 14,1,26,3,Jumper
20,Kevin Durant,DEFENSIVE_REBOUND,None,7:57,1,Warriors,Raptors,6 - 14,0,N/A,N/A,N/A
21,Kevin Durant,FG_MISS,None,7:52,1,Warriors,Raptors,6 - 14,0,25,3,Jumper
22,Serge Ibaka,DEFENSIVE_REBOUND,None,7:50,1,Raptors,Warriors,6 - 14,1,N/A,N/A,N/A
23,Serge Ibaka,FG_ASSISTED,Kyle Lowry,7:42,1,Raptors,Warriors,6 - 17,1,26,3,Jumper
24,Team,Unknown,None,7:40,1,Warriors,Raptors,6 - 17,0,N/A,N/A,N/A
