,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Dewayne Dedmon,JUMP_BALL,None,12:00,1,Hawks,Hornets,0 - 0,0,N/A,N/A,N/A
1,Taurean Prince,FG_MISS,None,11:39,1,Hawks,Hornets,0 - 0,0,25,3,Jumper
2,Kevin Huerter,OFFENSIVE_REBOUND,None,11:35,1,Hawks,Hornets,0 - 0,0,N/A,N/A,N/A
3,Dewayne Dedmon,FG_ASSISTED,Kevin Huerter,11:32,1,Hawks,Hornets,3 - 0,0,25,3,Jumper
4,Cody Zeller,TURNOVER,Dewayne Dedmon,11:14,1,Hornets,Hawks,3 - 0,1,N/A,N/A,N/A
5,Taurean Prince,FG_MISS,None,11:08,1,Hawks,Hornets,3 - 0,0,0,2,Layup
6,Jeremy Lamb,DEFENSIVE_REBOUND,None,11:06,1,Hornets,Hawks,3 - 0,1,N/A,N/A,N/A
7,Dewayne Dedmon,FOUL_ON_FLOOR,None,11:03,1,Hawks,Hornets,3 - 0,0,N/A,N/A,N/A
8,Taurean Prince,FOUL_ON_FLOOR,None,10:59,1,Hawks,Hornets,3 - 0,0,N/A,N/A,N/A
9,Kemba Walker,FG_MISS,None,10:53,1,Hornets,Hawks,3 - 0,1,26,3,Jumper
10,John Collins,DEFENSIVE_REBOUND,None,10:50,1,Hawks,Hornets,3 - 0,0,N/A,N/A,N/A
11,Dewayne Dedmon,TURNOVER,Jeremy Lamb,10:30,1,Hawks,Hornets,3 - 0,0,N/A,N/A,N/A
12,Kevin Huerter,FOUL_ON_FLOOR,None,10:27,1,Hawks,Hornets,3 - 0,0,N/A,N/A,N/A
13,Jeremy Lamb,FT,None,10:27,1,Hornets,Hawks,3 - 1,1,N/A,1,N/A
14,Jeremy Lamb,FT,None,10:27,1,Hornets,Hawks,3 - 2,1,N/A,1,N/A
15,Trae Young,FG_UNASSISTED,None,10:20,1,Hawks,Hornets,6 - 2,0,-,3,Jumper
16,Cody Zeller,TURNOVER,None,10:09,1,Hornets,Hawks,6 - 2,1,N/A,N/A,N/A
17,John Collins,FOUL_ON_FLOOR,None,10:04,1,Hawks,Hornets,6 - 2,0,N/A,N/A,N/A
18,John Collins,TURNOVER,None,10:04,1,Hawks,Hornets,6 - 2,0,N/A,N/A,N/A
19,Jeremy Lamb,FG_MISS,None,9:52,1,Hornets,Hawks,6 - 2,1,0,2,Layup
20,Cody Zeller,OFFENSIVE_REBOUND,None,9:48,1,Hornets,Hawks,6 - 2,1,N/A,N/A,N/A
21,Cody Zeller,FG_UNASSISTED,None,9:48,1,Hornets,Hawks,6 - 4,1,-,2,Jumper
22,John Collins,FG_MISS,None,9:40,1,Hawks,Hornets,6 - 4,0,0,2,Layup
23,Dewayne Dedmon,OFFENSIVE_REBOUND,None,9:38,1,Hawks,Hornets,6 - 4,0,N/A,N/A,N/A
24,Taurean Prince,FG_ASSISTED,Kevin Huerter,9:31,1,Hawks,Hornets,9 - 4,0,24,3,Jumper
25,Jeremy Lamb,FG_MISS,None,9:10,1,Hornets,Hawks,9 - 4,1,-,2,Jumper
26,Cody Zeller,OFFENSIVE_REBOUND,None,9:08,1,Hornets,Hawks,9 - 4,1,N/A,N/A,N/A
27,Cody Zeller,FG_MISS,None,9:08,1,Hornets,Hawks,9 - 4,1,5,2,Jumper
28,Cody Zeller,OFFENSIVE_REBOUND,None,9:08,1,Hornets,Hawks,9 - 4,1,N/A,N/A,N/A
29,Dewayne Dedmon,Unknown,None,9:00,1,Hawks,Hornets,9 - 4,0,N/A,N/A,N/A
30,Kemba Walker,FG_MISS,None,8:54,1,Hornets,Hawks,9 - 4,1,8,2,Jumper
31,Taurean Prince,DEFENSIVE_REBOUND,None,8:51,1,Hawks,Hornets,9 - 4,0,N/A,N/A,N/A
32,John Collins,FG_ASSISTED,Trae Young,8:46,1,Hawks,Hornets,11 - 4,0,0,2,Layup
33,Taurean Prince,FOUL_ON_FLOOR,None,8:31,1,Hawks,Hornets,11 - 4,0,N/A,N/A,N/A
34,Nicolas Batum,FT,None,8:31,1,Hornets,Hawks,11 - 5,1,N/A,1,N/A
35,Nicolas Batum,FT,None,8:31,1,Hornets,Hawks,11 - 6,1,N/A,1,N/A
36,Kent Bazemore,SUBSTITUTION,Prince Taurean,8:31,1,Hawks,Hornets,11 - 6,0,N/A,N/A,N/A
37,Nicolas Batum,FT,None,8:31,1,Hornets,Hawks,11 - 7,1,N/A,1,N/A
38,Taurean Prince,FOUL_TECHNICAL,None,8:25,1,Hawks,Hornets,11 - 7,0,N/A,N/A,N/A
39,Kemba Walker,FT_MISS,None,8:25,1,Hornets,Hawks,11 - 7,1,N/A,1,N/A
40,Team,DEFENSIVE_REBOUND,None,8:25,1,Hawks,Hornets,11 - 7,0,N/A,N/A,N/A
41,Kevin Huerter,FG_ASSISTED,Kent Bazemore,8:17,1,Hawks,Hornets,14 - 7,0,25,2,Jumper
42,Kemba Walker,FG_UNASSISTED,None,8:06,1,Hornets,Hawks,14 - 9,1,0,2,Layup
43,Dewayne Dedmon,FG_MISS,None,7:56,1,Hawks,Hornets,14 - 9,0,25,3,Jumper
44,Nicolas Batum,DEFENSIVE_REBOUND,None,7:52,1,Hornets,Hawks,14 - 9,1,N/A,N/A,N/A
45,Kemba Walker,FG_MISS,None,7:44,1,Hornets,Hawks,14 - 9,1,25,3,Jumper
46,Kent Bazemore,DEFENSIVE_REBOUND,None,7:40,1,Hawks,Hornets,14 - 9,0,N/A,N/A,N/A
47,Dewayne Dedmon,FG_ASSISTED,Kent Bazemore,7:34,1,Hawks,Hornets,16 - 9,0,17,2,Jumper
48,Nicolas Batum,TURNOVER,Trae Young,7:16,1,Hornets,Hawks,16 - 9,1,N/A,N/A,N/A
49,Kevin Huerter,FG_MISS,None,7:10,1,Hawks,Hornets,16 - 9,0,-,2,Jumper
50,Jeremy Lamb,DEFENSIVE_REBOUND,None,7:08,1,Hornets,Hawks,16 - 9,1,N/A,N/A,N/A
51,Cody Zeller,FG_MISS,None,7:03,1,Hornets,Hawks,16 - 9,1,-,2,Jumper
52,Dewayne Dedmon,DEFENSIVE_REBOUND,None,7:03,1,Hawks,Hornets,16 - 9,0,N/A,N/A,N/A
53,Kent Bazemore,FG_MISS,None,6:49,1,Hawks,Hornets,16 - 9,0,25,3,Jumper
54,Dewayne Dedmon,OFFENSIVE_REBOUND,None,6:46,1,Hawks,Hornets,16 - 9,0,N/A,N/A,N/A
55,Dewayne Dedmon,FG_MISS,None,6:37,1,Hawks,Hornets,16 - 9,0,23,3,Jumper
56,Kevin Huerter,OFFENSIVE_REBOUND,None,6:34,1,Hawks,Hornets,16 - 9,0,N/A,N/A,N/A
57,John Collins,TURNOVER,Kemba Walker,6:31,1,Hawks,Hornets,16 - 9,0,N/A,N/A,N/A
58,Team,Unknown,None,6:27,1,Hornets,Hawks,16 - 9,1,N/A,N/A,N/A
59,Michael Kidd-Gilchrist,SUBSTITUTION,Zeller Cody,6:27,1,Hornets,Hawks,16 - 9,1,N/A,N/A,N/A
60,Omari Spellman,SUBSTITUTION,Huerter Kevin,6:27,1,Hawks,Hornets,16 - 9,0,N/A,N/A,N/A
61,Justin Anderson,SUBSTITUTION,Collins John,6:27,1,Hawks,Hornets,16 - 9,0,N/A,N/A,N/A
62,Dewayne Dedmon,JUMP_BALL,None,6:24,1,Hawks,Hornets,16 - 9,0,N/A,N/A,N/A
63,Kemba Walker,TURNOVER,Dewayne Dedmon,6:24,1,Hornets,Hawks,16 - 9,1,N/A,N/A,N/A
64,Michael Kidd-Gilchrist,FOUL_ON_FLOOR,None,6:17,1,Hornets,Hawks,16 - 9,1,N/A,N/A,N/A
65,Kent Bazemore,FT,None,6:17,1,Hawks,Hornets,17 - 9,0,N/A,1,N/A
66,Vince Carter,SUBSTITUTION,Young Trae,6:17,1,Hawks,Hornets,17 - 9,0,N/A,N/A,N/A
67,DeAndre' Bembry,SUBSTITUTION,Dedmon Dewayne,6:17,1,Hawks,Hornets,17 - 9,0,N/A,N/A,N/A
68,Kent Bazemore,FT,None,6:17,1,Hawks,Hornets,18 - 9,0,N/A,1,N/A
69,Jeremy Lamb,FG_UNASSISTED,None,5:51,1,Hornets,Hawks,18 - 11,1, ,2,Jumper
70,Michael Kidd-Gilchrist,FOUL_ON_FLOOR,None,5:27,1,Hornets,Hawks,18 - 11,1,N/A,N/A,N/A
71,DeAndre' Bembry,FT_MISS,None,5:27,1,Hawks,Hornets,18 - 11,0,N/A,1,N/A
72,Team,OFFENSIVE_REBOUND,None,5:27,1,Hawks,Hornets,18 - 11,0,N/A,N/A,N/A
73,DeAndre' Bembry,FT,None,5:27,1,Hawks,Hornets,19 - 11,0,N/A,1,N/A
74,DeAndre' Bembry,FOUL_ON_FLOOR,None,5:03,1,Hawks,Hornets,19 - 11,0,N/A,N/A,N/A
75,Kemba Walker,FT,None,5:03,1,Hornets,Hawks,19 - 12,1,N/A,1,N/A
76,Kemba Walker,FT,None,5:03,1,Hornets,Hawks,19 - 13,1,N/A,1,N/A
77,Miles Bridges,SUBSTITUTION,Batum Nicolas,5:03,1,Hornets,Hawks,19 - 13,1,N/A,N/A,N/A
78,Kemba Walker,FT_MISS,None,5:03,1,Hornets,Hawks,19 - 13,1,N/A,1,N/A
79,Omari Spellman,DEFENSIVE_REBOUND,None,5:00,1,Hawks,Hornets,19 - 13,0,N/A,N/A,N/A
80,Vince Carter,FG_MISS,None,4:47,1,Hawks,Hornets,19 - 13,0,25,3,Jumper
81,Team,DEFENSIVE_REBOUND,None,4:47,1,Hornets,Hawks,19 - 13,1,N/A,N/A,N/A
82,Jeremy Lamb,FG_ASSISTED,Miles Bridges,4:27,1,Hornets,Hawks,19 - 15,1,0,2,Layup
83,Michael Kidd-Gilchrist,FOUL_ON_FLOOR,None,4:15,1,Hornets,Hawks,19 - 15,1,N/A,N/A,N/A
84,Vince Carter,FT,None,4:15,1,Hawks,Hornets,20 - 15,0,N/A,1,N/A
85,Dwayne Bacon,SUBSTITUTION,Kidd-Gilchrist Michael,4:15,1,Hornets,Hawks,20 - 15,1,N/A,N/A,N/A
86,Vince Carter,FT,None,4:15,1,Hawks,Hornets,21 - 15,0,N/A,1,N/A
87,Marvin Williams,FG_MISS,None,3:51,1,Hornets,Hawks,21 - 15,1,0,2,Layup
88,Justin Anderson,DEFENSIVE_REBOUND,None,3:49,1,Hawks,Hornets,21 - 15,0,N/A,N/A,N/A
89,Malik Monk,SUBSTITUTION,Lamb Jeremy,3:42,1,Hornets,Hawks,21 - 15,1,N/A,N/A,N/A
90,Omari Spellman,FG_MISS,None,3:29,1,Hawks,Hornets,21 - 15,0,26,3,Jumper
91,Marvin Williams,DEFENSIVE_REBOUND,None,3:26,1,Hornets,Hawks,21 - 15,1,N/A,N/A,N/A
92,Kemba Walker,FG_MISS,Kent Bazemore,3:19,1,Hawks,Hornets,21 - 15,1,0,2,Layup
93,Kent Bazemore,DEFENSIVE_REBOUND,None,3:16,1,Hawks,Hornets,21 - 15,0,N/A,N/A,N/A
94,DeAndre' Bembry,FG_ASSISTED,Kent Bazemore,3:12,1,Hawks,Hornets,23 - 15,0, ,2,Jumper
95,Kemba Walker,FG_MISS,None,2:52,1,Hornets,Hawks,23 - 15,1,0,2,Layup
96,Team,OFFENSIVE_REBOUND,None,2:52,1,Hornets,Hawks,23 - 15,1,N/A,N/A,N/A
97,Team,Unknown,None,2:52,1,Hawks,Hornets,23 - 15,0,N/A,N/A,N/A
98,Frank Kaminsky,SUBSTITUTION,Williams Marvin,2:52,1,Hornets,Hawks,23 - 15,1,N/A,N/A,N/A
99,Kevin Huerter,SUBSTITUTION,Anderson Justin,2:52,1,Hawks,Hornets,23 - 15,0,N/A,N/A,N/A
100,John Collins,SUBSTITUTION,Spellman Omari,2:52,1,Hawks,Hornets,23 - 15,0,N/A,N/A,N/A
101,John Collins,FOUL_TECHNICAL,None,2:46,1,Hawks,Hornets,23 - 15,0,N/A,N/A,N/A
102,Kemba Walker,FT,None,2:46,1,Hornets,Hawks,23 - 16,1,N/A,1,N/A
103,Malik Monk,FG_MISS,Vince Carter,2:33,1,Hawks,Hornets,23 - 16,1,20,2,Jumper
104,DeAndre' Bembry,DEFENSIVE_REBOUND,None,2:28,1,Hawks,Hornets,23 - 16,0,N/A,N/A,N/A
105,Vince Carter,FG_MISS,None,2:14,1,Hawks,Hornets,23 - 16,0,23,3,Jumper
106,Dwayne Bacon,DEFENSIVE_REBOUND,None,2:11,1,Hornets,Hawks,23 - 16,1,N/A,N/A,N/A
107,Dwayne Bacon,FG_MISS,None,2:06,1,Hornets,Hawks,23 - 16,1, ,2,Jumper
108,DeAndre' Bembry,DEFENSIVE_REBOUND,None,2:04,1,Hawks,Hornets,23 - 16,0,N/A,N/A,N/A
109,Kevin Huerter,FG_ASSISTED,DeAndre' Bembry,1:53,1,Hawks,Hornets,26 - 16,0,23,3,Jumper
110,Frank Kaminsky,FG_ASSISTED,Kemba Walker,1:27,1,Hornets,Hawks,26 - 19,1, ,3,Jumper
111,DeAndre' Bembry,TURNOVER,Kemba Walker,1:11,1,Hawks,Hornets,26 - 19,0,N/A,N/A,N/A
112,Kemba Walker,FG_MISS,None,1:07,1,Hornets,Hawks,26 - 19,1, ,2,Jumper
113,John Collins,DEFENSIVE_REBOUND,None,1:05,1,Hawks,Hornets,26 - 19,0,N/A,N/A,N/A
114,Kent Bazemore,FG_MISS,None,1:01,1,Hawks,Hornets,26 - 19,0,25,3,Jumper
115,Team,DEFENSIVE_REBOUND,None,1:01,1,Hornets,Hawks,26 - 19,1,N/A,N/A,N/A
116,Kevin Huerter,FOUL_ON_FLOOR,None,1:01,1,Hawks,Hornets,26 - 19,0,N/A,N/A,N/A
117,Miles Bridges,FT_MISS,None,1:01,1,Hornets,Hawks,26 - 19,1,N/A,1,N/A
118,Tony Parker,SUBSTITUTION,Walker Kemba,1:01,1,Hornets,Hawks,26 - 19,1,N/A,N/A,N/A
119,Trae Young,SUBSTITUTION,Huerter Kevin,1:01,1,Hawks,Hornets,26 - 19,0,N/A,N/A,N/A
120,Team,OFFENSIVE_REBOUND,None,1:01,1,Hornets,Hawks,26 - 19,1,N/A,N/A,N/A
121,Miles Bridges,FT,None,1:01,1,Hornets,Hawks,26 - 20,1,N/A,1,N/A
