,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Mitchell Robinson,JUMP_BALL,None,12:00,1,Knicks,Hawks,0 - 0,0,N/A,N/A,N/A
1,Tim Hardaway,FG_ASSISTED,Damyean Dotson,11:41,1,Knicks,Hawks,2 - 0,0,9,2,Jumper
2,Trae Young,TURNOVER,None,11:38,1,Hawks,Knicks,2 - 0,1,N/A,N/A,N/A
3,Mitchell Robinson,FG_ASSISTED,Tim Hardaway,11:31,1,Knicks,Hawks,4 - 0,0,0,2,Dunk
4,Kent Bazemore,FG_MISS,None,11:14,1,Hawks,Knicks,4 - 0,1,26,3,Jumper
5,Mitchell Robinson,DEFENSIVE_REBOUND,None,11:10,1,Knicks,Hawks,4 - 0,0,N/A,N/A,N/A
6,Frank Ntilikina,FG_MISS,None,11:05,1,Knicks,Hawks,4 - 0,0,26,3,Jumper
7,Alex Len,DEFENSIVE_REBOUND,None,11:02,1,Hawks,Knicks,4 - 0,1,N/A,N/A,N/A
8,Kent Bazemore,FG_ASSISTED,Omari Spellman,10:53,1,Hawks,Knicks,4 - 3,1,26,3,Jumper
9,Tim Hardaway,FG_MISS,None,10:41,1,Knicks,Hawks,4 - 3,0,26,3,Jumper
10,Omari Spellman,DEFENSIVE_REBOUND,None,10:38,1,Hawks,Knicks,4 - 3,1,N/A,N/A,N/A
11,Trae Young,FG_MISS,None,10:23,1,Hawks,Knicks,4 - 3,1,-,2,Jumper
12,Mitchell Robinson,DEFENSIVE_REBOUND,None,10:17,1,Knicks,Hawks,4 - 3,0,N/A,N/A,N/A
13,Damyean Dotson,FG_UNASSISTED,None,10:14,1,Knicks,Hawks,7 - 3,0,25,3,Jumper
14,Alex Len,FG_MISS,None,9:52,1,Hawks,Knicks,7 - 3,1,23,3,Jumper
15,Omari Spellman,OFFENSIVE_REBOUND,None,9:46,1,Hawks,Knicks,7 - 3,1,N/A,N/A,N/A
16,Omari Spellman,FG_MISS,None,9:46,1,Hawks,Knicks,7 - 3,1,-,2,Jumper
17,Noah Vonleh,DEFENSIVE_REBOUND,None,9:45,1,Knicks,Hawks,7 - 3,0,N/A,N/A,N/A
18,Mitchell Robinson,TURNOVER,None,9:36,1,Knicks,Hawks,7 - 3,0,N/A,N/A,N/A
19,Trae Young,TURNOVER,Tim Hardaway,9:24,1,Hawks,Knicks,7 - 3,1,N/A,N/A,N/A
20,Kent Bazemore,FOUL_ON_FLOOR,None,9:20,1,Hawks,Knicks,7 - 3,1,N/A,N/A,N/A
21,Tim Hardaway,FT_MISS,None,9:20,1,Knicks,Hawks,7 - 3,0,N/A,1,N/A
22,Team,OFFENSIVE_REBOUND,None,9:20,1,Knicks,Hawks,7 - 3,0,N/A,N/A,N/A
23,Tim Hardaway,FT,None,9:20,1,Knicks,Hawks,8 - 3,0,N/A,1,N/A
24,Alex Len,TURNOVER,None,9:07,1,Hawks,Knicks,8 - 3,1,N/A,N/A,N/A
25,Frank Ntilikina,FG_UNASSISTED,None,8:54,1,Knicks,Hawks,10 - 3,0,9,2,Jumper
26,Noah Vonleh,FOUL_ON_FLOOR,None,8:46,1,Knicks,Hawks,10 - 3,0,N/A,N/A,N/A
27,Frank Ntilikina,FOUL_ON_FLOOR,None,8:41,1,Knicks,Hawks,10 - 3,0,N/A,N/A,N/A
28,DeAndre' Bembry,FG_MISS,Mitchell Robinson,8:35,1,Knicks,Hawks,10 - 3,1,15,2,Jumper
29,Team,OFFENSIVE_REBOUND,None,8:35,1,Hawks,Knicks,10 - 3,1,N/A,N/A,N/A
30,Alex Len,FG_MISS,None,8:32,1,Hawks,Knicks,10 - 3,1,0,2,Layup
31,Alex Len,OFFENSIVE_REBOUND,None,8:28,1,Hawks,Knicks,10 - 3,1,N/A,N/A,N/A
32,Alex Len,FG_UNASSISTED,None,8:28,1,Hawks,Knicks,10 - 5,1,-,2,Jumper
33,Frank Ntilikina,FOUL_ON_FLOOR,None,8:28,1,Knicks,Hawks,10 - 5,0,N/A,N/A,N/A
34,Emmanuel Mudiay,SUBSTITUTION,Ntilikina Frank,8:28,1,Knicks,Hawks,10 - 5,0,N/A,N/A,N/A
35,Alex Len,FT,None,8:28,1,Hawks,Knicks,10 - 6,1,N/A,1,N/A
36,Tim Hardaway,FG_MISS,None,8:10,1,Knicks,Hawks,10 - 6,0,26,3,Jumper
37,Trae Young,DEFENSIVE_REBOUND,None,8:06,1,Hawks,Knicks,10 - 6,1,N/A,N/A,N/A
38,DeAndre' Bembry,FG_MISS,None,8:00,1,Hawks,Knicks,10 - 6,1,25,3,Jumper
39,Noah Vonleh,DEFENSIVE_REBOUND,None,7:56,1,Knicks,Hawks,10 - 6,0,N/A,N/A,N/A
40,Noah Vonleh,FG_ASSISTED,Damyean Dotson,7:49,1,Knicks,Hawks,13 - 6,0,25,3,Jumper
41,Alex Len,FG_ASSISTED,Trae Young,7:37,1,Hawks,Knicks,13 - 8,1,0,2,Dunk
42,Damyean Dotson,FOUL_ON_FLOOR,None,7:37,1,Knicks,Hawks,13 - 8,0,N/A,N/A,N/A
43,Alex Len,FT_MISS,None,7:37,1,Hawks,Knicks,13 - 8,1,N/A,1,N/A
44,Noah Vonleh,DEFENSIVE_REBOUND,None,7:37,1,Knicks,Hawks,13 - 8,0,N/A,N/A,N/A
45,Tim Hardaway,TURNOVER,Kent Bazemore,7:28,1,Knicks,Hawks,13 - 8,0,N/A,N/A,N/A
46,Trae Young,FG_MISS,None,7:22,1,Hawks,Knicks,13 - 8,1,-,2,Jumper
47,Kent Bazemore,OFFENSIVE_REBOUND,None,7:17,1,Hawks,Knicks,13 - 8,1,N/A,N/A,N/A
48,Kent Bazemore,FG_UNASSISTED,None,7:17,1,Hawks,Knicks,13 - 10,1, ,2,Jumper
49,Noah Vonleh,FG_UNASSISTED,None,7:00,1,Knicks,Hawks,15 - 10,0,0,2,Layup
50,Omari Spellman,FG_MISS,None,6:45,1,Hawks,Knicks,15 - 10,1,23,3,Jumper
51,Noah Vonleh,DEFENSIVE_REBOUND,None,6:43,1,Knicks,Hawks,15 - 10,0,N/A,N/A,N/A
52,Emmanuel Mudiay,FG_MISS,Omari Spellman,6:39,1,Hawks,Knicks,15 - 10,0,2,2,Jumper
53,Alex Len,DEFENSIVE_REBOUND,None,6:34,1,Hawks,Knicks,15 - 10,1,N/A,N/A,N/A
54,Omari Spellman,FG_ASSISTED,Kent Bazemore,6:30,1,Hawks,Knicks,15 - 12,1,0,2,Dunk
55,Team,Unknown,None,6:20,1,Knicks,Hawks,15 - 12,0,N/A,N/A,N/A
56,Taurean Prince,SUBSTITUTION,Spellman Omari,6:20,1,Hawks,Knicks,15 - 12,1,N/A,N/A,N/A
57,Dewayne Dedmon,SUBSTITUTION,Bembry DeAndre',6:20,1,Hawks,Knicks,15 - 12,1,N/A,N/A,N/A
58,Enes Kanter,SUBSTITUTION,Robinson Mitchell,6:20,1,Knicks,Hawks,15 - 12,0,N/A,N/A,N/A
59,Dewayne Dedmon,FOUL_TECHNICAL,None,6:07,1,Hawks,Knicks,15 - 12,1,N/A,N/A,N/A
60,Tim Hardaway,FT_MISS,None,6:07,1,Knicks,Hawks,15 - 12,0,N/A,1,N/A
61,Team,OFFENSIVE_REBOUND,None,6:07,1,Knicks,Hawks,15 - 12,0,N/A,N/A,N/A
62,Allonzo Trier,SUBSTITUTION,Dotson Damyean,6:07,1,Knicks,Hawks,15 - 12,0,N/A,N/A,N/A
63,Alex Len,FOUL_ON_FLOOR,None,6:05,1,Hawks,Knicks,15 - 12,1,N/A,N/A,N/A
64,Trae Young,FOUL_ON_FLOOR,None,6:02,1,Hawks,Knicks,15 - 12,1,N/A,N/A,N/A
65,Emmanuel Mudiay's,FG_MISS,Taurean Prince,5:59,1,Hawks,Knicks,15 - 12,0,0,2,Layup
66,Kent Bazemore,DEFENSIVE_REBOUND,None,5:55,1,Hawks,Knicks,15 - 12,1,N/A,N/A,N/A
67,Kent Bazemore,FG_MISS,None,5:51,1,Hawks,Knicks,15 - 12,1,0,2,Layup
68,Noah Vonleh,DEFENSIVE_REBOUND,None,5:51,1,Knicks,Hawks,15 - 12,0,N/A,N/A,N/A
69,Noah Vonleh,FG_UNASSISTED,None,5:42,1,Knicks,Hawks,17 - 12,0,22,2,Jumper
70,Kent Bazemore,FG_MISS,None,5:26,1,Hawks,Knicks,17 - 12,1,19,2,Jumper
71,Kent Bazemore,OFFENSIVE_REBOUND,None,5:26,1,Hawks,Knicks,17 - 12,1,N/A,N/A,N/A
72,Allonzo Trier,FOUL_ON_FLOOR,None,5:26,1,Knicks,Hawks,17 - 12,0,N/A,N/A,N/A
73,Kent Bazemore,FT,None,5:26,1,Hawks,Knicks,17 - 13,1,N/A,1,N/A
74,Jeremy Lin,SUBSTITUTION,Young Trae,5:26,1,Hawks,Knicks,17 - 13,1,N/A,N/A,N/A
75,Vince Carter,SUBSTITUTION,Len Alex,5:26,1,Hawks,Knicks,17 - 13,1,N/A,N/A,N/A
76,Kent Bazemore,FT,None,5:26,1,Hawks,Knicks,17 - 14,1,N/A,1,N/A
77,Noah Vonleh,FG_ASSISTED,Emmanuel Mudiay,5:18,1,Knicks,Hawks,20 - 14,0,25,3,Jumper
78,Jeremy Lin,FG_MISS,None,4:56,1,Hawks,Knicks,20 - 14,1,13,2,Jumper
79,Noah Vonleh,DEFENSIVE_REBOUND,None,4:52,1,Knicks,Hawks,20 - 14,0,N/A,N/A,N/A
80,Tim Hardaway,FG_MISS,None,4:44,1,Knicks,Hawks,20 - 14,0, ,3,Jumper
81,Dewayne Dedmon,DEFENSIVE_REBOUND,None,4:41,1,Hawks,Knicks,20 - 14,1,N/A,N/A,N/A
82,Kent Bazemore,FG_MISS,None,4:35,1,Hawks,Knicks,20 - 14,1,26,3,Jumper
83,Enes Kanter,DEFENSIVE_REBOUND,None,4:32,1,Knicks,Hawks,20 - 14,0,N/A,N/A,N/A
84,Enes Kanter,FG_MISS,None,4:25,1,Knicks,Hawks,20 - 14,0,17,2,Jumper
85,Noah Vonleh,OFFENSIVE_REBOUND,None,4:22,1,Knicks,Hawks,20 - 14,0,N/A,N/A,N/A
86,Vince Carter,FOUL_ON_FLOOR,None,4:22,1,Hawks,Knicks,20 - 14,1,N/A,N/A,N/A
87,Team,Unknown,None,4:22,1,Knicks,Hawks,20 - 14,0,N/A,N/A,N/A
88,Noah Vonleh,FT_MISS,None,4:22,1,Knicks,Hawks,20 - 14,0,N/A,1,N/A
89,Team,OFFENSIVE_REBOUND,None,4:22,1,Knicks,Hawks,20 - 14,0,N/A,N/A,N/A
90,DeAndre' Bembry,SUBSTITUTION,Bazemore Kent,4:22,1,Hawks,Knicks,20 - 14,1,N/A,N/A,N/A
91,Kevin Knox,SUBSTITUTION,Hardaway Tim,4:22,1,Knicks,Hawks,20 - 14,0,N/A,N/A,N/A
92,Noah Vonleh,FT,None,4:22,1,Knicks,Hawks,21 - 14,0,N/A,1,N/A
93,Emmanuel Mudiay,FOUL_ON_FLOOR,None,4:15,1,Knicks,Hawks,21 - 14,0,N/A,N/A,N/A
94,Jeremy Lin,FT,None,4:15,1,Hawks,Knicks,21 - 15,1,N/A,1,N/A
95,Jeremy Lin,FT,None,4:15,1,Hawks,Knicks,21 - 16,1,N/A,1,N/A
96,Kevin Knox,FG_MISS,None,4:03,1,Knicks,Hawks,21 - 16,0,0,2,Layup
97,Allonzo Trier,OFFENSIVE_REBOUND,None,3:59,1,Knicks,Hawks,21 - 16,0,N/A,N/A,N/A
98,Allonzo Trier,FG_UNASSISTED,None,3:56,1,Knicks,Hawks,24 - 16,0,25,3,Jumper
99,Vince Carter,FG_MISS,None,3:44,1,Hawks,Knicks,24 - 16,1,27,3,Jumper
100,Noah Vonleh,DEFENSIVE_REBOUND,None,3:41,1,Knicks,Hawks,24 - 16,0,N/A,N/A,N/A
101,Enes Kanter,TURNOVER,DeAndre' Bembry,3:30,1,Knicks,Hawks,24 - 16,0,N/A,N/A,N/A
102,Taurean Prince,FG_MISS,None,3:26,1,Hawks,Knicks,24 - 16,1,26,3,Jumper
103,Emmanuel Mudiay,DEFENSIVE_REBOUND,None,3:22,1,Knicks,Hawks,24 - 16,0,N/A,N/A,N/A
104,Kevin Knox,FG_MISS,None,3:11,1,Knicks,Hawks,24 - 16,0,18,2,Jumper
105,DeAndre' Bembry,DEFENSIVE_REBOUND,None,3:07,1,Hawks,Knicks,24 - 16,1,N/A,N/A,N/A
106,Taurean Prince,FG_MISS,None,3:03,1,Hawks,Knicks,24 - 16,1,26,3,Jumper
107,Emmanuel Mudiay,DEFENSIVE_REBOUND,None,3:00,1,Knicks,Hawks,24 - 16,0,N/A,N/A,N/A
108,Allonzo Trier,TURNOVER,Vince Carter,2:52,1,Knicks,Hawks,24 - 16,0,N/A,N/A,N/A
109,Taurean Prince,FG_ASSISTED,Jeremy Lin,2:47,1,Hawks,Knicks,24 - 18,1,0,2,Dunk
110,Noah Vonleh,FG_MISS,None,2:32,1,Knicks,Hawks,24 - 18,0,26,3,Jumper
111,Noah Vonleh,OFFENSIVE_REBOUND,None,2:29,1,Knicks,Hawks,24 - 18,0,N/A,N/A,N/A
112,Vince Carter,FOUL_ON_FLOOR,None,2:27,1,Hawks,Knicks,24 - 18,1,N/A,N/A,N/A
113,Team,Unknown,None,2:27,1,Hawks,Knicks,24 - 18,1,N/A,N/A,N/A
114,Mario Hezonja,SUBSTITUTION,Vonleh Noah,2:27,1,Knicks,Hawks,24 - 18,0,N/A,N/A,N/A
115,Emmanuel Mudiay,FT_MISS,None,2:27,1,Knicks,Hawks,24 - 18,0,N/A,1,N/A
116,Team,OFFENSIVE_REBOUND,None,2:27,1,Knicks,Hawks,24 - 18,0,N/A,N/A,N/A
117,Emmanuel Mudiay,FT_MISS,None,2:27,1,Knicks,Hawks,24 - 18,0,N/A,1,N/A
118,Team,OFFENSIVE_REBOUND,None,2:26,1,Knicks,Hawks,24 - 18,0,N/A,N/A,N/A
119,Mario Hezonja,FG_MISS,Dewayne Dedmon,2:14,1,Hawks,Knicks,24 - 18,0,13,2,Jumper
120,Dewayne Dedmon,DEFENSIVE_REBOUND,None,2:14,1,Hawks,Knicks,24 - 18,1,N/A,N/A,N/A
121,Taurean Prince,FG_ASSISTED,Dewayne Dedmon,1:58,1,Hawks,Knicks,24 - 21,1,26,3,Jumper
122,Kevin Knox,TURNOVER,None,1:44,1,Knicks,Hawks,24 - 21,0,N/A,N/A,N/A
123,Dewayne Dedmon,FG_MISS,None,1:30,1,Hawks,Knicks,24 - 21,1,9,2,Jumper
124,Enes Kanter,DEFENSIVE_REBOUND,None,1:27,1,Knicks,Hawks,24 - 21,0,N/A,N/A,N/A
125,Kevin Knox,FG_MISS,None,1:10,1,Knicks,Hawks,24 - 21,0,25,3,Jumper
126,Vince Carter,DEFENSIVE_REBOUND,None,1:07,1,Hawks,Knicks,24 - 21,1,N/A,N/A,N/A
127,Dewayne Dedmon,FG_ASSISTED,DeAndre' Bembry,54.8,1,Hawks,Knicks,24 - 23,1,0,2,Layup
128,Jeremy Lin,FOUL_TECHNICAL,None,42.0,1,Hawks,Knicks,24 - 23,1,N/A,N/A,N/A
129,Allonzo Trier,FT_MISS,None,42.0,1,Knicks,Hawks,24 - 23,0,N/A,1,N/A
130,Team,OFFENSIVE_REBOUND,None,42.0,1,Knicks,Hawks,24 - 23,0,N/A,N/A,N/A
131,Allonzo Trier,FG_MISS,None,33.1,1,Knicks,Hawks,24 - 23,0,0,2,Layup
132,Enes Kanter,OFFENSIVE_REBOUND,None,31.8,1,Knicks,Hawks,24 - 23,0,N/A,N/A,N/A
133,Enes Kanter,FG_UNASSISTED,None,31.8,1,Knicks,Hawks,26 - 23,0, ,2,Jumper
134,Vince Carter,FG_ASSISTED,Jeremy Lin,12.3,1,Hawks,Knicks,26 - 26,1,24,3,Jumper
135,Mario Hezonja,FG_MISS,None,1.5,1,Knicks,Hawks,26 - 26,0,23,3,Jumper
136,Team,OFFENSIVE_REBOUND,None,1.5,1,Knicks,Hawks,26 - 26,0,N/A,N/A,N/A
137,End of,Unknown,None,0.0,1,Hawks,Knicks,26 - 26,1,N/A,N/A,N/A
0,Alex Poythress,SUBSTITUTION,Prince Taurean,12:00,2,Hawks,Knicks,26 - 26,1,N/A,N/A,N/A
1,Trae Young,SUBSTITUTION,Dedmon Dewayne,12:00,2,Hawks,Knicks,26 - 26,1,N/A,N/A,N/A
2,Kent Bazemore,SUBSTITUTION,Carter Vince,12:00,2,Hawks,Knicks,26 - 26,1,N/A,N/A,N/A
3,Alex Len,SUBSTITUTION,Bembry DeAndre',12:00,2,Hawks,Knicks,26 - 26,1,N/A,N/A,N/A
4,Mario Hezonja,FOUL_ON_FLOOR,None,11:50,2,Knicks,Hawks,26 - 26,0,N/A,N/A,N/A
5,Jeremy Lin,FT,None,11:50,2,Hawks,Knicks,26 - 27,1,N/A,1,N/A
6,Jeremy Lin,FT,None,11:50,2,Hawks,Knicks,26 - 28,1,N/A,1,N/A
7,Enes Kanter,FG_MISS,None,11:32,2,Knicks,Hawks,26 - 28,0,11,2,Jumper
8,Kent Bazemore,DEFENSIVE_REBOUND,None,11:27,2,Hawks,Knicks,26 - 28,1,N/A,N/A,N/A
9,Alex Len,FG_ASSISTED,Kent Bazemore,11:21,2,Hawks,Knicks,26 - 31,1,25,3,Jumper
10,Kevin Knox,FG_MISS,None,10:59,2,Knicks,Hawks,26 - 31,0,25,3,Jumper
11,Jeremy Lin,DEFENSIVE_REBOUND,None,10:57,2,Hawks,Knicks,26 - 31,1,N/A,N/A,N/A
12,Alex Len,FG_MISS,None,10:50,2,Hawks,Knicks,26 - 31,1,0,2,Layup
13,Emmanuel Mudiay,DEFENSIVE_REBOUND,None,10:46,2,Knicks,Hawks,26 - 31,0,N/A,N/A,N/A
14,Jeremy Lin,FOUL_ON_FLOOR,None,10:45,2,Hawks,Knicks,26 - 31,1,N/A,N/A,N/A
15,Allonzo Trier,FT,None,10:45,2,Knicks,Hawks,27 - 31,0,N/A,1,N/A
16,Damyean Dotson,SUBSTITUTION,Knox Kevin,10:45,2,Knicks,Hawks,27 - 31,0,N/A,N/A,N/A
17,Allonzo Trier,FT_MISS,None,10:45,2,Knicks,Hawks,27 - 31,0,N/A,1,N/A
18,Kent Bazemore,DEFENSIVE_REBOUND,None,10:43,2,Hawks,Knicks,27 - 31,1,N/A,N/A,N/A
19,Alex Poythress,FG_MISS,Enes Kanter,10:29,2,Knicks,Hawks,27 - 31,1,0,2,Layup
20,Damyean Dotson,DEFENSIVE_REBOUND,None,10:26,2,Knicks,Hawks,27 - 31,0,N/A,N/A,N/A
21,Emmanuel Mudiay,FG_MISS,Alex Len,10:23,2,Hawks,Knicks,27 - 31,0,0,2,Layup
22,Alex Len,DEFENSIVE_REBOUND,None,10:18,2,Hawks,Knicks,27 - 31,1,N/A,N/A,N/A
23,Jeremy Lin,FG_ASSISTED,Trae Young,10:16,2,Hawks,Knicks,27 - 34,1,24,3,Jumper
24,Team,Unknown,None,10:08,2,Knicks,Hawks,27 - 34,0,N/A,N/A,N/A
25,Frank Ntilikina,SUBSTITUTION,Mudiay Emmanuel,10:08,2,Knicks,Hawks,27 - 34,0,N/A,N/A,N/A
26,5 second,Unknown,None,10:08,2,Knicks,Hawks,27 - 34,0,N/A,N/A,N/A
27,Kent Bazemore,FG_MISS,None,9:49,2,Hawks,Knicks,27 - 34,1,18,2,Jumper
28,Enes Kanter,DEFENSIVE_REBOUND,None,9:45,2,Knicks,Hawks,27 - 34,0,N/A,N/A,N/A
29,Alex Poythress,FOUL_ON_FLOOR,None,9:40,2,Hawks,Knicks,27 - 34,1,N/A,N/A,N/A
30,Alex Len,FOUL_ON_FLOOR,None,9:28,2,Hawks,Knicks,27 - 34,1,N/A,N/A,N/A
31,Enes Kanter,FT_MISS,None,9:28,2,Knicks,Hawks,27 - 34,0,N/A,1,N/A
32,Team,OFFENSIVE_REBOUND,None,9:28,2,Knicks,Hawks,27 - 34,0,N/A,N/A,N/A
33,Taurean Prince,SUBSTITUTION,Lin Jeremy,9:28,2,Hawks,Knicks,27 - 34,1,N/A,N/A,N/A
34,Enes Kanter,FT,None,9:28,2,Knicks,Hawks,28 - 34,0,N/A,1,N/A
35,Alex Len's,FG_MISS,Enes Kanter,9:07,2,Knicks,Hawks,28 - 34,1,0,2,Layup
36,Alex Len,OFFENSIVE_REBOUND,None,9:03,2,Hawks,Knicks,28 - 34,1,N/A,N/A,N/A
37,Alex Len,FG_MISS,None,9:02,2,Hawks,Knicks,28 - 34,1,0,2,Dunk
38,Allonzo Trier,DEFENSIVE_REBOUND,None,9:02,2,Knicks,Hawks,28 - 34,0,N/A,N/A,N/A
