,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Jusuf Nurkic,JUMP_BALL,None,12:00,1,Trail Blazers,Spurs,0 - 0,0,N/A,N/A,N/A
1,Bryn Forbes,Unknown,None,11:44,1,Spurs,Trail Blazers,0 - 0,1,N/A,N/A,N/A
2,CJ McCollum,FG_ASSISTED,Jusuf Nurkic,11:37,1,Trail Blazers,Spurs,2 - 0,0,9,2,Jumper
3,Al-Farouq Aminu,JUMP_BALL,None,11:13,1,Spurs,Trail Blazers,2 - 0,1,N/A,N/A,N/A
4,DeMar DeRozan,FG_UNASSISTED,None,11:08,1,Spurs,Trail Blazers,2 - 2,1,16,2,Jumper
5,Maurice Harkless,FG_MISS,None,10:53,1,Trail Blazers,Spurs,2 - 2,0,-,2,Jumper
6,Maurice Harkless,OFFENSIVE_REBOUND,None,10:51,1,Trail Blazers,Spurs,2 - 2,0,N/A,N/A,N/A
7,Maurice Harkless,FG_MISS,None,10:49,1,Trail Blazers,Spurs,2 - 2,0,0,2,Layup
8,LaMarcus Aldridge,DEFENSIVE_REBOUND,None,10:47,1,Spurs,Trail Blazers,2 - 2,1,N/A,N/A,N/A
9,LaMarcus Aldridge,TURNOVER,None,10:42,1,Spurs,Trail Blazers,2 - 2,1,N/A,N/A,N/A
10,CJ McCollum,FG_MISS,None,10:34,1,Trail Blazers,Spurs,2 - 2,0,25,3,Jumper
11,Bryn Forbes,DEFENSIVE_REBOUND,None,10:30,1,Spurs,Trail Blazers,2 - 2,1,N/A,N/A,N/A
12,Davis Bertans,FG_MISS,Maurice Harkless,10:18,1,Trail Blazers,Spurs,2 - 2,1,8,2,Jumper
13,Maurice Harkless,DEFENSIVE_REBOUND,None,10:18,1,Trail Blazers,Spurs,2 - 2,0,N/A,N/A,N/A
14,Damian Lillard,FG_MISS,None,10:03,1,Trail Blazers,Spurs,2 - 2,0,21,2,Jumper
15,DeMar DeRozan,DEFENSIVE_REBOUND,None,9:59,1,Spurs,Trail Blazers,2 - 2,1,N/A,N/A,N/A
16,DeMar DeRozan,FG_MISS,Maurice Harkless,9:50,1,Trail Blazers,Spurs,2 - 2,1,11,2,Jumper
17,Al-Farouq Aminu,DEFENSIVE_REBOUND,None,9:47,1,Trail Blazers,Spurs,2 - 2,0,N/A,N/A,N/A
18,CJ McCollum,TURNOVER,None,9:45,1,Trail Blazers,Spurs,2 - 2,0,N/A,N/A,N/A
19,LaMarcus Aldridge,TURNOVER,Jusuf Nurkic,9:27,1,Spurs,Trail Blazers,2 - 2,1,N/A,N/A,N/A
20,CJ McCollum,FG_UNASSISTED,None,9:20,1,Trail Blazers,Spurs,4 - 2,0,8,2,Jumper
21,LaMarcus Aldridge,FG_MISS,None,9:03,1,Spurs,Trail Blazers,4 - 2,1,12,2,Jumper
22,Maurice Harkless,DEFENSIVE_REBOUND,None,9:01,1,Trail Blazers,Spurs,4 - 2,0,N/A,N/A,N/A
23,Bryn Forbes,FOUL_ON_FLOOR,None,8:57,1,Spurs,Trail Blazers,4 - 2,1,N/A,N/A,N/A
24,Damian Lillard,FG_UNASSISTED,None,8:49,1,Trail Blazers,Spurs,6 - 2,0,20,2,Jumper
25,DeMar DeRozan,FG_MISS,None,8:35,1,Spurs,Trail Blazers,6 - 2,1,20,2,Jumper
26,LaMarcus Aldridge,OFFENSIVE_REBOUND,None,8:33,1,Spurs,Trail Blazers,6 - 2,1,N/A,N/A,N/A
27,LaMarcus Aldridge,FG_ASSISTED,Bryn Forbes,8:30,1,Spurs,Trail Blazers,6 - 4,1,16,2,Jumper
28,Damian Lillard,FG_ASSISTED,Jusuf Nurkic,8:11,1,Trail Blazers,Spurs,9 - 4,0,26,3,Jumper
29,CJ McCollum,FOUL_ON_FLOOR,None,8:05,1,Trail Blazers,Spurs,9 - 4,0,N/A,N/A,N/A
30,LaMarcus Aldridge,FG_ASSISTED,DeMar DeRozan,7:58,1,Spurs,Trail Blazers,9 - 6,1,21,2,Jumper
31,Damian Lillard,FG_UNASSISTED,None,7:41,1,Trail Blazers,Spurs,11 - 6,0,17,2,Jumper
32,Rudy Gay,FG_UNASSISTED,None,7:23,1,Spurs,Trail Blazers,11 - 8,1,16,2,Jumper
33,Jusuf Nurkic,FG_MISS,None,7:09,1,Trail Blazers,Spurs,11 - 8,0,22,2,Jumper
34,LaMarcus Aldridge,DEFENSIVE_REBOUND,None,7:06,1,Spurs,Trail Blazers,11 - 8,1,N/A,N/A,N/A
35,Davis Bertans,FG_MISS,None,6:56,1,Spurs,Trail Blazers,11 - 8,1,26,3,Jumper
36,Jusuf Nurkic,DEFENSIVE_REBOUND,None,6:54,1,Trail Blazers,Spurs,11 - 8,0,N/A,N/A,N/A
37,Damian Lillard,TURNOVER,None,6:51,1,Trail Blazers,Spurs,11 - 8,0,N/A,N/A,N/A
38,Team,Unknown,None,6:51,1,Spurs,Trail Blazers,11 - 8,1,N/A,N/A,N/A
39,DeMar DeRozan,FG_MISS,None,6:37,1,Spurs,Trail Blazers,11 - 8,1,14,2,Jumper
40,Al-Farouq Aminu,DEFENSIVE_REBOUND,None,6:35,1,Trail Blazers,Spurs,11 - 8,0,N/A,N/A,N/A
41,CJ McCollum,TURNOVER,LaMarcus Aldridge,6:28,1,Trail Blazers,Spurs,11 - 8,0,N/A,N/A,N/A
42,Rudy Gay,FG_ASSISTED,Bryn Forbes,6:22,1,Spurs,Trail Blazers,11 - 10,1,3,2,Jumper
43,CJ McCollum,FG_ASSISTED,Damian Lillard,6:05,1,Trail Blazers,Spurs,13 - 10,0,18,2,Jumper
