,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Marc Gasol,JUMP_BALL,None,12:00,1,Kings,Grizzlies,0 - 0,1,N/A,N/A,N/A
1,De'Aaron Fox,FG_ASSISTED,Willie Cauley-Stein,11:38,1,Kings,Grizzlies,0 - 2,1,7,3,Jumper
2,Mike Conley,FG_MISS,None,11:13,1,Grizzlies,Kings,0 - 2,0,19,3,Jumper
3,Justin Jackson,DEFENSIVE_REBOUND,None,11:11,1,Kings,Grizzlies,0 - 2,1,N/A,N/A,N/A
4,Buddy Hield,FG_MISS,Garrett Temple,11:06,1,Grizzlies,Kings,0 - 2,1,0,2,Layup
5,Mike Conley,DEFENSIVE_REBOUND,None,11:00,1,Grizzlies,Kings,0 - 2,0,N/A,N/A,N/A
6,Garrett Temple,FG_MISS,Nemanja Bjelica,10:57,1,Kings,Grizzlies,0 - 2,0,3,3,Jumper
7,Justin Jackson,DEFENSIVE_REBOUND,None,10:53,1,Kings,Grizzlies,0 - 2,1,N/A,N/A,N/A
8,Willie Cauley-Stein,FG_MISS,Marc Gasol,10:52,1,Grizzlies,Kings,0 - 2,1,0,2,Layup
9,Team,DEFENSIVE_REBOUND,None,10:52,1,Grizzlies,Kings,0 - 2,0,N/A,N/A,N/A
10,Mike Conley,TURNOVER,Willie Cauley-Stein,10:42,1,Grizzlies,Kings,0 - 2,0,N/A,N/A,N/A
11,Willie Cauley-Stein,FG_UNASSISTED,None,10:36,1,Kings,Grizzlies,0 - 4,1,0,2,Dunk
12,Kyle Anderson,FG_MISS,None,10:16,1,Grizzlies,Kings,0 - 4,0,0,2,Layup
13,Nemanja Bjelica,DEFENSIVE_REBOUND,None,10:14,1,Kings,Grizzlies,0 - 4,1,N/A,N/A,N/A
14,Justin Jackson,FG_MISS,None,10:10,1,Kings,Grizzlies,0 - 4,1,26,3,Jumper
15,Mike Conley,DEFENSIVE_REBOUND,None,10:06,1,Grizzlies,Kings,0 - 4,0,N/A,N/A,N/A
16,Jaren Jackson,FG_UNASSISTED,None,9:54,1,Grizzlies,Kings,2 - 4,0,9,3,Jumper
17,De'Aaron Fox,FOUL_ON_FLOOR,None,9:42,1,Kings,Grizzlies,2 - 4,1,N/A,N/A,N/A
18,De'Aaron Fox,TURNOVER,None,9:42,1,Kings,Grizzlies,2 - 4,1,N/A,N/A,N/A
19,Mike Conley,FG_ASSISTED,Jaren Jackson,9:28,1,Grizzlies,Kings,5 - 4,0,26,3,Jumper
20,De'Aaron Fox,TURNOVER,Kyle Anderson,9:19,1,Kings,Grizzlies,5 - 4,1,N/A,N/A,N/A
21,Marc Gasol,TURNOVER,Nemanja Bjelica,9:02,1,Grizzlies,Kings,5 - 4,0,N/A,N/A,N/A
22,Buddy Hield,FG_ASSISTED,Nemanja Bjelica,8:57,1,Kings,Grizzlies,5 - 6,1,-,3,Jumper
23,Garrett Temple,FOUL_ON_FLOOR,None,8:42,1,Grizzlies,Kings,5 - 6,0,N/A,N/A,N/A
24,Garrett Temple,TURNOVER,None,8:42,1,Grizzlies,Kings,5 - 6,0,N/A,N/A,N/A
25,De'Aaron Fox,FG_MISS,None,8:21,1,Kings,Grizzlies,5 - 6,1,26,3,Jumper
26,Garrett Temple,DEFENSIVE_REBOUND,None,8:18,1,Grizzlies,Kings,5 - 6,0,N/A,N/A,N/A
27,Mike Conley,FG_MISS,None,8:10,1,Grizzlies,Kings,5 - 6,0,0,2,Layup
28,Jaren Jackson,OFFENSIVE_REBOUND,None,8:07,1,Grizzlies,Kings,5 - 6,0,N/A,N/A,N/A
29,Jaren Jackson,FG_UNASSISTED,None,8:05,1,Grizzlies,Kings,7 - 6,0,0,2,Layup
30,Jaren Jackson,FOUL_ON_FLOOR,None,7:55,1,Grizzlies,Kings,7 - 6,0,N/A,N/A,N/A
31,Nemanja Bjelica,FT,None,7:55,1,Kings,Grizzlies,7 - 7,1,N/A,1,N/A
32,Nemanja Bjelica,FT,None,7:55,1,Kings,Grizzlies,7 - 8,1,N/A,1,N/A
33,Jaren Jackson,FG_MISS,None,7:41,1,Grizzlies,Kings,7 - 8,0,0,2,Dunk
34,Nemanja Bjelica,DEFENSIVE_REBOUND,None,7:38,1,Kings,Grizzlies,7 - 8,1,N/A,N/A,N/A
