,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Steven Adams,JUMP_BALL,None,12:00,1,Thunder,76ers,0 - 0,0,N/A,N/A,N/A
1,Ben Simmons,FG_UNASSISTED,None,11:36,1,76ers,Thunder,0 - 2,1,0,2,Layup
2,Ben Simmons,FT,None,11:36,1,76ers,Thunder,0 - 3,1,N/A,1,N/A
3,Russell Westbrook,FOUL_ON_FLOOR,None,11:36,1,Thunder,76ers,0 - 3,0,N/A,N/A,N/A
4,Steven Adams,FG_UNASSISTED,None,11:25,1,Thunder,76ers,2 - 3,0,0,2,Layup
5,Joel Embiid,FT,None,11:06,1,76ers,Thunder,2 - 4,1,N/A,1,N/A
6,Joel Embiid,FT_MISS,None,11:06,1,76ers,Thunder,2 - 4,1,N/A,1,N/A
7,Russell Westbrook,DEFENSIVE_REBOUND,None,11:04,1,Thunder,76ers,2 - 4,0,N/A,N/A,N/A
8,Terrance Ferguson,FG_ASSISTED,Russell Westbrook,10:54,1,Thunder,76ers,5 - 4,0,23,3,Jumper
9,Ben Simmons,TURNOVER,None,10:49,1,76ers,Thunder,5 - 4,1,N/A,N/A,N/A
10,Terrance Ferguson,FG_MISS,None,10:41,1,Thunder,76ers,5 - 4,0,5,2,Jumper
11,Steven Adams,OFFENSIVE_REBOUND,None,10:39,1,Thunder,76ers,5 - 4,0,N/A,N/A,N/A
12,Terrance Ferguson,FG_ASSISTED,Steven Adams,10:32,1,Thunder,76ers,7 - 4,0,4,2,Jumper
13,Wilson Chandler,FG_MISS,None,10:15,1,76ers,Thunder,7 - 4,1,26,3,Jumper
14,Russell Westbrook,DEFENSIVE_REBOUND,None,10:11,1,Thunder,76ers,7 - 4,0,N/A,N/A,N/A
15,Steven Adams,FG_MISS,Wilson Chandler,10:06,1,76ers,Thunder,7 - 4,0,0,2,Layup
16,Steven Adams,JUMP_BALL,None,10:03,1,Thunder,76ers,7 - 4,0,N/A,N/A,N/A
17,Team,OFFENSIVE_REBOUND,None,10:03,1,Thunder,76ers,7 - 4,0,N/A,N/A,N/A
18,Russell Westbrook,FG_MISS,None,9:56,1,Thunder,76ers,7 - 4,0,19,2,Jumper
19,Steven Adams,OFFENSIVE_REBOUND,None,9:52,1,Thunder,76ers,7 - 4,0,N/A,N/A,N/A
20,Wilson Chandler,FOUL_ON_FLOOR,None,9:47,1,76ers,Thunder,7 - 4,1,N/A,N/A,N/A
21,Russell Westbrook,FG_ASSISTED,Steven Adams,9:43,1,Thunder,76ers,9 - 4,0,21,2,Jumper
22,Jimmy Butler,FG_MISS,None,9:31,1,76ers,Thunder,9 - 4,1,26,3,Jumper
23,Jerami Grant,DEFENSIVE_REBOUND,None,9:28,1,Thunder,76ers,9 - 4,0,N/A,N/A,N/A
24,Russell Westbrook,TURNOVER,JJ Redick,9:22,1,Thunder,76ers,9 - 4,0,N/A,N/A,N/A
25,Joel Embiid,TURNOVER,None,9:18,1,76ers,Thunder,9 - 4,1,N/A,N/A,N/A
26,Joel Embiid,TURNOVER,None,9:18,1,76ers,Thunder,9 - 4,1,N/A,N/A,N/A
27,Paul George,FG_UNASSISTED,None,9:01,1,Thunder,76ers,11 - 4,0,15,2,Jumper
28,Terrance Ferguson,FOUL_ON_FLOOR,None,8:52,1,Thunder,76ers,11 - 4,0,N/A,N/A,N/A
29,Joel Embiid,FG_ASSISTED,Ben Simmons,8:44,1,76ers,Thunder,11 - 6,1,0,2,Dunk
30,Russell Westbrook,FG_UNASSISTED,None,8:36,1,Thunder,76ers,13 - 6,0,17,2,Jumper
31,Ben Simmons,FG_UNASSISTED,None,8:28,1,76ers,Thunder,13 - 8,1,5,2,Jumper
32,Jerami Grant,FG_UNASSISTED,None,8:06,1,Thunder,76ers,15 - 8,0,8,2,Jumper
33,JJ Redick,FG_ASSISTED,Joel Embiid,7:52,1,76ers,Thunder,15 - 11,1,25,3,Jumper
34,Steven Adams,FG_UNASSISTED,None,7:34,1,Thunder,76ers,17 - 11,0,8,2,Jumper
35,JJ Redick,FG_MISS,None,7:08,1,76ers,Thunder,17 - 11,1,7,2,Jumper
36,Paul George,DEFENSIVE_REBOUND,None,7:06,1,Thunder,76ers,17 - 11,0,N/A,N/A,N/A
37,Steven Adams,FG_ASSISTED,Paul George,6:59,1,Thunder,76ers,19 - 11,0,0,2,Dunk
38,Team,Unknown,None,6:59,1,76ers,Thunder,19 - 11,1,N/A,N/A,N/A
39,Landry Shamet,SUBSTITUTION,Redick JJ,6:59,1,76ers,Thunder,19 - 11,1,N/A,N/A,N/A
40,T.J. McConnell,SUBSTITUTION,Chandler Wilson,6:59,1,76ers,Thunder,19 - 11,1,N/A,N/A,N/A
41,Jonah Bolden,SUBSTITUTION,Embiid Joel,6:59,1,76ers,Thunder,19 - 11,1,N/A,N/A,N/A
42,Ben Simmons,TURNOVER,Russell Westbrook,6:50,1,76ers,Thunder,19 - 11,1,N/A,N/A,N/A
43,Russell Westbrook,FG_UNASSISTED,None,6:47,1,Thunder,76ers,21 - 11,0,0,2,Dunk
44,Jerami Grant,FOUL_ON_FLOOR,None,6:28,1,Thunder,76ers,21 - 11,0,N/A,N/A,N/A
45,Jimmy Butler,FT,None,6:28,1,76ers,Thunder,21 - 12,1,N/A,1,N/A
46,Nerlens Noel,SUBSTITUTION,Adams Steven,6:28,1,Thunder,76ers,21 - 12,0,N/A,N/A,N/A
47,Jimmy Butler,FT,None,6:28,1,76ers,Thunder,21 - 13,1,N/A,1,N/A
48,Jerami Grant,FG_ASSISTED,Russell Westbrook,6:05,1,Thunder,76ers,23 - 13,0,0,2,Layup
49,Ben Simmons,FG_MISS,None,5:56,1,76ers,Thunder,23 - 13,1,0,2,Layup
50,Terrance Ferguson,DEFENSIVE_REBOUND,None,5:52,1,Thunder,76ers,23 - 13,0,N/A,N/A,N/A
51,Russell Westbrook,FG_MISS,None,5:45,1,Thunder,76ers,23 - 13,0,7,2,Jumper
52,Ben Simmons,DEFENSIVE_REBOUND,None,5:42,1,76ers,Thunder,23 - 13,1,N/A,N/A,N/A
53,T.J. McConnell,FG_MISS,Nerlens Noel,5:37,1,Thunder,76ers,23 - 13,1,3,2,Jumper
54,Landry Shamet,OFFENSIVE_REBOUND,None,5:34,1,76ers,Thunder,23 - 13,1,N/A,N/A,N/A
55,Ben Simmons,FG_MISS,None,5:31,1,76ers,Thunder,23 - 13,1, ,2,Jumper
56,Terrance Ferguson,DEFENSIVE_REBOUND,None,5:31,1,Thunder,76ers,23 - 13,0,N/A,N/A,N/A
57,Paul George,FG_MISS,None,5:23,1,Thunder,76ers,23 - 13,0,26,3,Jumper
58,Jonah Bolden,DEFENSIVE_REBOUND,None,5:19,1,76ers,Thunder,23 - 13,1,N/A,N/A,N/A
59,T.J. McConnell,FG_MISS,None,5:08,1,76ers,Thunder,23 - 13,1,11,2,Jumper
60,Paul George,DEFENSIVE_REBOUND,None,5:05,1,Thunder,76ers,23 - 13,0,N/A,N/A,N/A
61,Ben Simmons,FOUL_ON_FLOOR,None,5:02,1,76ers,Thunder,23 - 13,1,N/A,N/A,N/A
62,Paul George,FT,None,5:02,1,Thunder,76ers,24 - 13,0,N/A,1,N/A
63,Paul George,FT,None,5:02,1,Thunder,76ers,25 - 13,0,N/A,1,N/A
64,Jonah Bolden,TURNOVER,None,4:48,1,76ers,Thunder,25 - 13,1,N/A,N/A,N/A
65,Dennis Schroder,SUBSTITUTION,Ferguson Terrance,4:48,1,Thunder,76ers,25 - 13,0,N/A,N/A,N/A
66,Russell Westbrook,FG_UNASSISTED,None,4:37,1,Thunder,76ers,27 - 13,0,3,2,Jumper
67,Ben Simmons,FG_MISS,Jerami Grant,4:28,1,Thunder,76ers,27 - 13,1,0,2,Layup
68,Team,DEFENSIVE_REBOUND,None,4:28,1,Thunder,76ers,27 - 13,0,N/A,N/A,N/A
69,Russell Westbrook,FG_MISS,None,4:20,1,Thunder,76ers,27 - 13,0,16,2,Jumper
70,Jonah Bolden,DEFENSIVE_REBOUND,None,4:17,1,76ers,Thunder,27 - 13,1,N/A,N/A,N/A
71,Jimmy Butler,FG_ASSISTED,Jonah Bolden,3:56,1,76ers,Thunder,27 - 15,1,17,2,Jumper
72,Joel Embiid,SUBSTITUTION,Bolden Jonah,3:43,1,76ers,Thunder,27 - 15,1,N/A,N/A,N/A
73,Steven Adams,SUBSTITUTION,Noel Nerlens,3:43,1,Thunder,76ers,27 - 15,0,N/A,N/A,N/A
74,Team,Unknown,None,3:43,1,Thunder,76ers,27 - 15,0,N/A,N/A,N/A
75,Wilson Chandler,SUBSTITUTION,Shamet Landry,3:43,1,76ers,Thunder,27 - 15,1,N/A,N/A,N/A
76,Mike Muscala,SUBSTITUTION,Butler Jimmy,3:43,1,76ers,Thunder,27 - 15,1,N/A,N/A,N/A
77,JJ Redick,SUBSTITUTION,Simmons Ben,3:43,1,76ers,Thunder,27 - 15,1,N/A,N/A,N/A
78,Steven Adams,TURNOVER,Mike Muscala,3:38,1,Thunder,76ers,27 - 15,0,N/A,N/A,N/A
79,Joel Embiid,FG_MISS,None,3:32,1,76ers,Thunder,27 - 15,1,26,3,Jumper
80,Paul George,DEFENSIVE_REBOUND,None,3:28,1,Thunder,76ers,27 - 15,0,N/A,N/A,N/A
81,Steven Adams,FG_MISS,None,3:23,1,Thunder,76ers,27 - 15,0,7,2,Jumper
82,Russell Westbrook,OFFENSIVE_REBOUND,None,3:19,1,Thunder,76ers,27 - 15,0,N/A,N/A,N/A
83,Russell Westbrook,FG_MISS,None,3:19,1,Thunder,76ers,27 - 15,0,0,2,Dunk
84,Russell Westbrook,OFFENSIVE_REBOUND,None,3:17,1,Thunder,76ers,27 - 15,0,N/A,N/A,N/A
