,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Jahlil Okafor,JUMP_BALL,None,12:00,1,Pelicans,Rockets,0 - 0,0,N/A,N/A,N/A
1,Darius Miller's,FG_MISS,Kenneth Faried,11:48,1,Rockets,Pelicans,0 - 0,0,-,3,Jumper
2,PJ Tucker,DEFENSIVE_REBOUND,None,11:47,1,Rockets,Pelicans,0 - 0,1,N/A,N/A,N/A
3,Eric Gordon,FG_ASSISTED,James Harden,11:33,1,Rockets,Pelicans,0 - 3,1,24,3,Jumper
4,Solomon Hill,TURNOVER,Chris Paul,11:27,1,Pelicans,Rockets,0 - 3,0,N/A,N/A,N/A
5,James Harden,FG_MISS,None,11:17,1,Rockets,Pelicans,0 - 3,1,-,2,Jumper
6,Kenneth Faried,OFFENSIVE_REBOUND,None,11:17,1,Rockets,Pelicans,0 - 3,1,N/A,N/A,N/A
7,Kenneth Faried,FG_MISS,None,11:16,1,Rockets,Pelicans,0 - 3,1,-,2,Jumper
8,Kenneth Faried,OFFENSIVE_REBOUND,None,11:15,1,Rockets,Pelicans,0 - 3,1,N/A,N/A,N/A
9,Kenneth Faried,FG_UNASSISTED,None,11:15,1,Rockets,Pelicans,0 - 5,1,-,2,Jumper
10,Solomon Hill,FG_ASSISTED,Jrue Holiday,11:00,1,Pelicans,Rockets,3 - 5,0,23,3,Jumper
11,James Harden,FG_MISS,Jrue Holiday,10:31,1,Pelicans,Rockets,3 - 5,1,26,3,Jumper
12,Jrue Holiday,DEFENSIVE_REBOUND,None,10:29,1,Pelicans,Rockets,3 - 5,0,N/A,N/A,N/A
13,Jahlil Okafor,TURNOVER,James Harden,10:18,1,Pelicans,Rockets,3 - 5,0,N/A,N/A,N/A
14,Eric Gordon,FG_ASSISTED,James Harden,10:05,1,Rockets,Pelicans,3 - 8,1,26,3,Jumper
15,Frank Jackson,FG_MISS,None,9:43,1,Pelicans,Rockets,3 - 8,0,7,2,Jumper
16,Jahlil Okafor,OFFENSIVE_REBOUND,None,9:42,1,Pelicans,Rockets,3 - 8,0,N/A,N/A,N/A
17,Jahlil Okafor,FG_UNASSISTED,None,9:41,1,Pelicans,Rockets,5 - 8,0,-,2,Jumper
18,Chris Paul,FG_MISS,None,9:29,1,Rockets,Pelicans,5 - 8,1,25,3,Jumper
19,Solomon Hill,DEFENSIVE_REBOUND,None,9:29,1,Pelicans,Rockets,5 - 8,0,N/A,N/A,N/A
20,Jahlil Okafor,FG_ASSISTED,Solomon Hill,9:15,1,Pelicans,Rockets,7 - 8,0,-,2,Jumper
21,Eric Gordon,FG_MISS,None,8:58,1,Rockets,Pelicans,7 - 8,1,26,3,Jumper
