,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Karl-Anthony Towns,JUMP_BALL,None,12:00,1,Timberwolves,Cavaliers,0 - 0,0,N/A,N/A,N/A
1,Andrew Wiggins,FG_MISS,None,11:38,1,Timberwolves,Cavaliers,0 - 0,0,8,2,Jumper
2,Larry Nance,DEFENSIVE_REBOUND,None,11:35,1,Cavaliers,Timberwolves,0 - 0,1,N/A,N/A,N/A
3,Rodney Hood,FG_ASSISTED,Larry Nance,11:17,1,Cavaliers,Timberwolves,0 - 2,1,-,2,Jumper
4,Larry Nance,FOUL_ON_FLOOR,None,11:05,1,Cavaliers,Timberwolves,0 - 2,1,N/A,N/A,N/A
5,Andrew Wiggins,FG_MISS,None,10:52,1,Timberwolves,Cavaliers,0 - 2,0,16,2,Jumper
6,Collin Sexton,DEFENSIVE_REBOUND,None,10:49,1,Cavaliers,Timberwolves,0 - 2,1,N/A,N/A,N/A
7,Tristan Thompson,FG_ASSISTED,Larry Nance,10:40,1,Cavaliers,Timberwolves,0 - 4,1,11,2,Jumper
8,Taj Gibson,TURNOVER,None,10:31,1,Timberwolves,Cavaliers,0 - 4,0,N/A,N/A,N/A
9,Rodney Hood,TURNOVER,None,10:23,1,Cavaliers,Timberwolves,0 - 4,1,N/A,N/A,N/A
10,Karl-Anthony Towns,FG_MISS,None,10:08,1,Timberwolves,Cavaliers,0 - 4,0,13,2,Jumper
11,Tristan Thompson,DEFENSIVE_REBOUND,None,10:05,1,Cavaliers,Timberwolves,0 - 4,1,N/A,N/A,N/A
12,Collin Sexton,FG_MISS,None,9:59,1,Cavaliers,Timberwolves,0 - 4,1,15,2,Jumper
13,Tristan Thompson,OFFENSIVE_REBOUND,None,9:51,1,Cavaliers,Timberwolves,0 - 4,1,N/A,N/A,N/A
14,Tristan Thompson,FG_UNASSISTED,None,9:51,1,Cavaliers,Timberwolves,0 - 6,1,0,2,Dunk
15,Robert Covington,FG_ASSISTED,Karl-Anthony Towns,9:48,1,Timberwolves,Cavaliers,2 - 6,0,18,2,Jumper
16,Robert Covington,FOUL_ON_FLOOR,None,9:35,1,Timberwolves,Cavaliers,2 - 6,0,N/A,N/A,N/A
17,Larry Nance,FG_MISS,None,9:24,1,Cavaliers,Timberwolves,2 - 6,1,25,3,Jumper
18,Karl-Anthony Towns,DEFENSIVE_REBOUND,None,9:20,1,Timberwolves,Cavaliers,2 - 6,0,N/A,N/A,N/A
19,Taj Gibson,FG_MISS,None,9:11,1,Timberwolves,Cavaliers,2 - 6,0,4,2,Jumper
20,Tristan Thompson,DEFENSIVE_REBOUND,None,9:09,1,Cavaliers,Timberwolves,2 - 6,1,N/A,N/A,N/A
21,Rodney Hood,FG_MISS,None,8:58,1,Cavaliers,Timberwolves,2 - 6,1,25,3,Jumper
22,Tristan Thompson,OFFENSIVE_REBOUND,None,8:56,1,Cavaliers,Timberwolves,2 - 6,1,N/A,N/A,N/A
23,Collin Sexton,FG_MISS,None,8:46,1,Cavaliers,Timberwolves,2 - 6,1,21,2,Jumper
24,Karl-Anthony Towns,DEFENSIVE_REBOUND,None,8:43,1,Timberwolves,Cavaliers,2 - 6,0,N/A,N/A,N/A
25,Jeff Teague,FG_UNASSISTED,None,8:33,1,Timberwolves,Cavaliers,4 - 6,0,0,2,Layup
26,Tristan Thompson,TURNOVER,Taj Gibson,8:13,1,Cavaliers,Timberwolves,4 - 6,1,N/A,N/A,N/A
27,Jeff Teague,FG_MISS,None,8:04,1,Timberwolves,Cavaliers,4 - 6,0,26,3,Jumper
28,Cedi Osman,DEFENSIVE_REBOUND,None,8:00,1,Cavaliers,Timberwolves,4 - 6,1,N/A,N/A,N/A
29,Cedi Osman,FG_MISS,Robert Covington,7:53,1,Timberwolves,Cavaliers,4 - 6,1,0,2,Layup
30,Robert Covington,DEFENSIVE_REBOUND,None,7:49,1,Timberwolves,Cavaliers,4 - 6,0,N/A,N/A,N/A
31,Robert Covington,FG_UNASSISTED,None,7:47,1,Timberwolves,Cavaliers,7 - 6,0,25,3,Jumper
32,Collin Sexton,FG_UNASSISTED,None,7:28,1,Cavaliers,Timberwolves,7 - 8,1,22,2,Jumper
33,Jeff Teague's,FG_MISS,Larry Nance,7:18,1,Cavaliers,Timberwolves,7 - 8,0,-,2,Jumper
