,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Willie Cauley-Stein,JUMP_BALL,None,12:00,1,Kings,Timberwolves,0 - 0,0,N/A,N/A,N/A
1,Buddy Hield,FG_MISS,None,11:55,1,Kings,Timberwolves,0 - 0,0,0,2,Layup
2,Buddy Hield,OFFENSIVE_REBOUND,None,11:53,1,Kings,Timberwolves,0 - 0,0,N/A,N/A,N/A
3,De'Aaron Fox,FG_MISS,None,11:52,1,Kings,Timberwolves,0 - 0,0,26,3,Jumper
4,Karl-Anthony Towns,DEFENSIVE_REBOUND,None,11:48,1,Timberwolves,Kings,0 - 0,1,N/A,N/A,N/A
5,Karl-Anthony Towns,FG_ASSISTED,Andrew Wiggins,11:27,1,Timberwolves,Kings,0 - 2,1,11,2,Jumper
6,Willie Cauley-Stein,FG_ASSISTED,Harrison Barnes,11:05,1,Kings,Timberwolves,2 - 2,0,0,2,Layup
7,Willie Cauley-Stein,FOUL_ON_FLOOR,None,10:47,1,Kings,Timberwolves,2 - 2,0,N/A,N/A,N/A
8,Tyus Jones,TURNOVER,Harrison Barnes,10:32,1,Timberwolves,Kings,2 - 2,1,N/A,N/A,N/A
9,Marvin Bagley,FG_MISS,None,10:27,1,Kings,Timberwolves,2 - 2,0,0,2,Layup
10,Andrew Wiggins,DEFENSIVE_REBOUND,None,10:25,1,Timberwolves,Kings,2 - 2,1,N/A,N/A,N/A
11,Andrew Wiggins,FG_UNASSISTED,None,10:19,1,Timberwolves,Kings,2 - 4,1,0,2,Layup
12,Dario Saric,FOUL_ON_FLOOR,None,10:15,1,Timberwolves,Kings,2 - 4,1,N/A,N/A,N/A
13,Harrison Barnes,FT_MISS,None,10:15,1,Kings,Timberwolves,2 - 4,0,N/A,1,N/A
14,Team,OFFENSIVE_REBOUND,None,10:15,1,Kings,Timberwolves,2 - 4,0,N/A,N/A,N/A
15,Harrison Barnes,FT_MISS,None,10:15,1,Kings,Timberwolves,2 - 4,0,N/A,1,N/A
16,Karl-Anthony Towns,DEFENSIVE_REBOUND,None,10:13,1,Timberwolves,Kings,2 - 4,1,N/A,N/A,N/A
17,Karl-Anthony Towns,FG_MISS,None,10:06,1,Timberwolves,Kings,2 - 4,1,10,2,Jumper
18,De'Aaron Fox,DEFENSIVE_REBOUND,None,10:03,1,Kings,Timberwolves,2 - 4,0,N/A,N/A,N/A
19,Buddy Hield,FG_MISS,Dario Saric,9:59,1,Timberwolves,Kings,2 - 4,0,5,2,Jumper
20,Team,DEFENSIVE_REBOUND,None,9:57,1,Timberwolves,Kings,2 - 4,1,N/A,N/A,N/A
21,Karl-Anthony Towns,FG_MISS,None,9:44,1,Timberwolves,Kings,2 - 4,1,22,2,Jumper
22,Marvin Bagley,DEFENSIVE_REBOUND,None,9:41,1,Kings,Timberwolves,2 - 4,0,N/A,N/A,N/A
23,Marvin Bagley,FG_MISS,None,9:32,1,Kings,Timberwolves,2 - 4,0,0,2,Layup
24,Karl-Anthony Towns,DEFENSIVE_REBOUND,None,9:30,1,Timberwolves,Kings,2 - 4,1,N/A,N/A,N/A
25,Willie Cauley-Stein,FOUL_ON_FLOOR,None,9:28,1,Kings,Timberwolves,2 - 4,0,N/A,N/A,N/A
26,Andrew Wiggins,FT_MISS,None,9:28,1,Timberwolves,Kings,2 - 4,1,N/A,1,N/A
27,Team,OFFENSIVE_REBOUND,None,9:28,1,Timberwolves,Kings,2 - 4,1,N/A,N/A,N/A
28,Harry Giles,SUBSTITUTION,Cauley-Stein Willie,9:28,1,Kings,Timberwolves,2 - 4,0,N/A,N/A,N/A
29,Andrew Wiggins,FT,None,9:28,1,Timberwolves,Kings,2 - 5,1,N/A,1,N/A
30,Josh Okogie,FOUL_ON_FLOOR,None,9:20,1,Timberwolves,Kings,2 - 5,1,N/A,N/A,N/A
31,Buddy Hield,FG_UNASSISTED,None,9:12,1,Kings,Timberwolves,4 - 5,0,0,2,Layup
32,Dario Saric,FG_MISS,None,9:00,1,Timberwolves,Kings,4 - 5,1,23,2,Jumper
33,Harrison Barnes,DEFENSIVE_REBOUND,None,8:58,1,Kings,Timberwolves,4 - 5,0,N/A,N/A,N/A
34,Harrison Barnes,FG_MISS,None,8:47,1,Kings,Timberwolves,4 - 5,0,8,2,Jumper
35,Karl-Anthony Towns,DEFENSIVE_REBOUND,None,8:45,1,Timberwolves,Kings,4 - 5,1,N/A,N/A,N/A
36,Tyus Jones,FG_MISS,None,8:39,1,Timberwolves,Kings,4 - 5,1,25,3,Jumper
37,Marvin Bagley,DEFENSIVE_REBOUND,None,8:36,1,Kings,Timberwolves,4 - 5,0,N/A,N/A,N/A
38,Team,Unknown,None,8:23,1,Kings,Timberwolves,4 - 5,0,N/A,N/A,N/A
39,Harry Giles,FG_MISS,None,8:15,1,Kings,Timberwolves,4 - 5,0,9,2,Jumper
40,Josh Okogie,DEFENSIVE_REBOUND,None,8:15,1,Timberwolves,Kings,4 - 5,1,N/A,N/A,N/A
41,Karl-Anthony Towns,FG_ASSISTED,Tyus Jones,8:02,1,Timberwolves,Kings,4 - 7,1,7,2,Jumper
42,Buddy Hield,FG_UNASSISTED,None,7:48,1,Kings,Timberwolves,6 - 7,0,11,2,Jumper
43,Josh Okogie,FG_MISS,None,7:35,1,Timberwolves,Kings,6 - 7,1,23,3,Jumper
44,Buddy Hield,DEFENSIVE_REBOUND,None,7:32,1,Kings,Timberwolves,6 - 7,0,N/A,N/A,N/A
45,Buddy Hield's,FG_MISS,Andrew Wiggins,7:27,1,Timberwolves,Kings,6 - 7,0,0,2,Layup
46,De'Aaron Fox,OFFENSIVE_REBOUND,None,7:25,1,Kings,Timberwolves,6 - 7,0,N/A,N/A,N/A
47,Buddy Hield,FG_MISS,None,7:12,1,Kings,Timberwolves,6 - 7,0,20,2,Jumper
48,Andrew Wiggins,DEFENSIVE_REBOUND,None,7:11,1,Timberwolves,Kings,6 - 7,1,N/A,N/A,N/A
49,Josh Okogie,FG_MISS,None,7:04,1,Timberwolves,Kings,6 - 7,1,25,3,Jumper
50,Harry Giles,DEFENSIVE_REBOUND,None,7:03,1,Kings,Timberwolves,6 - 7,0,N/A,N/A,N/A
51,De'Aaron Fox,FG_UNASSISTED,None,6:53,1,Kings,Timberwolves,8 - 7,0,10,2,Jumper
52,Andrew Wiggins,FG_MISS,None,6:41,1,Timberwolves,Kings,8 - 7,1,25,3,Jumper
53,Buddy Hield,DEFENSIVE_REBOUND,None,6:37,1,Kings,Timberwolves,8 - 7,0,N/A,N/A,N/A
54,Tyus Jones,FOUL_ON_FLOOR,None,6:37,1,Timberwolves,Kings,8 - 7,1,N/A,N/A,N/A
55,De'Aaron Fox,FT,None,6:37,1,Kings,Timberwolves,9 - 7,0,N/A,1,N/A
56,Bogdan Bogdanovic,SUBSTITUTION,Hield Buddy,6:37,1,Kings,Timberwolves,9 - 7,0,N/A,N/A,N/A
57,De'Aaron Fox,FT_MISS,None,6:37,1,Kings,Timberwolves,9 - 7,0,N/A,1,N/A
58,Dario Saric,DEFENSIVE_REBOUND,None,6:35,1,Timberwolves,Kings,9 - 7,1,N/A,N/A,N/A
59,Tyus Jones,FG_MISS,None,6:19,1,Timberwolves,Kings,9 - 7,1,26,3,Jumper
60,Team,DEFENSIVE_REBOUND,None,6:18,1,Kings,Timberwolves,9 - 7,0,N/A,N/A,N/A
61,Bogdan Bogdanovic,FG_ASSISTED,Harry Giles,6:04,1,Kings,Timberwolves,11 - 7,0,10,2,Jumper
62,Harry Giles,FOUL_ON_FLOOR,None,5:54,1,Kings,Timberwolves,11 - 7,0,N/A,N/A,N/A
63,Derrick Rose,SUBSTITUTION,Okogie Josh,5:54,1,Timberwolves,Kings,11 - 7,1,N/A,N/A,N/A
64,Tyus Jones,FG_UNASSISTED,None,5:47,1,Timberwolves,Kings,11 - 9,1,-,2,Jumper
65,De'Aaron Fox,FG_UNASSISTED,None,5:36,1,Kings,Timberwolves,14 - 9,0,24,2,Jumper
66,Derrick Rose,FG_MISS,None,5:13,1,Timberwolves,Kings,14 - 9,1,8,2,Jumper
67,Harrison Barnes,DEFENSIVE_REBOUND,None,5:09,1,Kings,Timberwolves,14 - 9,0,N/A,N/A,N/A
68,De'Aaron Fox,FG_MISS,Tyus Jones,5:05,1,Timberwolves,Kings,14 - 9,0,0,2,Layup
69,Karl-Anthony Towns,DEFENSIVE_REBOUND,None,5:02,1,Timberwolves,Kings,14 - 9,1,N/A,N/A,N/A
70,Dario Saric,FG_ASSISTED,Karl-Anthony Towns,4:59,1,Timberwolves,Kings,14 - 11,1,0,2,Layup
71,Marvin Bagley,FG_ASSISTED,Harrison Barnes,4:42,1,Kings,Timberwolves,16 - 11,0,21,2,Jumper
72,Karl-Anthony Towns,FG_ASSISTED,Tyus Jones,4:28,1,Timberwolves,Kings,16 - 13,1,23,2,Jumper
73,Marvin Bagley,FG_MISS,None,4:09,1,Kings,Timberwolves,16 - 13,0,0,2,Layup
74,Harry Giles,OFFENSIVE_REBOUND,None,4:05,1,Kings,Timberwolves,16 - 13,0,N/A,N/A,N/A
75,Harry Giles,FG_UNASSISTED,None,4:05,1,Kings,Timberwolves,18 - 13,0,0,2,Dunk
76,Team,Unknown,None,3:58,1,Timberwolves,Kings,18 - 13,1,N/A,N/A,N/A
77,Taj Gibson,SUBSTITUTION,Towns Karl-Anthony,3:58,1,Timberwolves,Kings,18 - 13,1,N/A,N/A,N/A
78,Anthony Tolliver,SUBSTITUTION,Saric Dario,3:58,1,Timberwolves,Kings,18 - 13,1,N/A,N/A,N/A
79,Nemanja Bjelica,SUBSTITUTION,for game,3:58,1,Kings,Timberwolves,18 - 13,0,N/A,N/A,N/A
80,enters the,SUBSTITUTION,Giles Harry,3:58,1,Kings,Timberwolves,18 - 13,0,N/A,N/A,N/A
81,Derrick Rose,FG_MISS,None,3:50,1,Timberwolves,Kings,18 - 13,1,5,2,Jumper
82,Bogdan Bogdanovic,DEFENSIVE_REBOUND,None,3:47,1,Kings,Timberwolves,18 - 13,0,N/A,N/A,N/A
83,Marvin Bagley,FG_ASSISTED,Bogdan Bogdanovic,3:36,1,Kings,Timberwolves,20 - 13,0,4,2,Jumper
84,Tyus Jones,TURNOVER,Harrison Barnes,3:25,1,Timberwolves,Kings,20 - 13,1,N/A,N/A,N/A
85,De'Aaron Fox,FG_ASSISTED,Harrison Barnes,3:22,1,Kings,Timberwolves,22 - 13,0,0,2,Dunk
86,Derrick Rose,FG_MISS,None,3:11,1,Timberwolves,Kings,22 - 13,1, ,2,Jumper
87,Nemanja Bjelica,DEFENSIVE_REBOUND,None,3:08,1,Kings,Timberwolves,22 - 13,0,N/A,N/A,N/A
88,De'Aaron Fox,FG_ASSISTED,Bogdan Bogdanovic,3:01,1,Kings,Timberwolves,25 - 13,0,27,3,Jumper
89,Team,Unknown,None,3:00,1,Timberwolves,Kings,25 - 13,1,N/A,N/A,N/A
90,Jerryd Bayless,SUBSTITUTION,Jones Tyus,3:00,1,Timberwolves,Kings,25 - 13,1,N/A,N/A,N/A
91,Luol Deng,SUBSTITUTION,Wiggins Andrew,3:00,1,Timberwolves,Kings,25 - 13,1,N/A,N/A,N/A
92,Marvin Bagley,FOUL_ON_FLOOR,None,2:49,1,Kings,Timberwolves,25 - 13,0,N/A,N/A,N/A
93,Anthony Tolliver,FG_MISS,None,2:42,1,Timberwolves,Kings,25 - 13,1,24,3,Jumper
94,Bogdan Bogdanovic,DEFENSIVE_REBOUND,None,2:40,1,Kings,Timberwolves,25 - 13,0,N/A,N/A,N/A
95,Nemanja Bjelica,FG_MISS,None,2:35,1,Kings,Timberwolves,25 - 13,0,26,3,Jumper
96,Team,OFFENSIVE_REBOUND,None,2:35,1,Kings,Timberwolves,25 - 13,0,N/A,N/A,N/A
97,Nemanja Bjelica,TURNOVER,None,2:25,1,Kings,Timberwolves,25 - 13,0,N/A,N/A,N/A
98,Luol Deng,TURNOVER,Nemanja Bjelica,2:08,1,Timberwolves,Kings,25 - 13,1,N/A,N/A,N/A
99,Bogdan Bogdanovic,FG_MISS,None,1:56,1,Kings,Timberwolves,25 - 13,0,26,3,Jumper
100,Taj Gibson,DEFENSIVE_REBOUND,None,1:53,1,Timberwolves,Kings,25 - 13,1,N/A,N/A,N/A
101,Luol Deng,FG_MISS,None,1:48,1,Timberwolves,Kings,25 - 13,1, ,2,Jumper
102,Nemanja Bjelica,DEFENSIVE_REBOUND,None,1:48,1,Kings,Timberwolves,25 - 13,0,N/A,N/A,N/A
103,De'Aaron Fox,FG_MISS,None,1:40,1,Kings,Timberwolves,25 - 13,0,0,2,Layup
104,Taj Gibson,DEFENSIVE_REBOUND,None,1:38,1,Timberwolves,Kings,25 - 13,1,N/A,N/A,N/A
105,Jerryd Bayless,FG_MISS,None,1:33,1,Timberwolves,Kings,25 - 13,1,0,2,Layup
106,Harrison Barnes,DEFENSIVE_REBOUND,None,1:29,1,Kings,Timberwolves,25 - 13,0,N/A,N/A,N/A
107,De'Aaron Fox,TURNOVER,None,1:28,1,Kings,Timberwolves,25 - 13,0,N/A,N/A,N/A
108,Harry Giles,SUBSTITUTION,III Bagley,1:28,1,Kings,Timberwolves,25 - 13,0,N/A,N/A,N/A
109,Alec Burks,SUBSTITUTION,Barnes Harrison,1:28,1,Kings,Timberwolves,25 - 13,0,N/A,N/A,N/A
110,Derrick Rose,FG_UNASSISTED,None,1:17,1,Timberwolves,Kings,25 - 15,1,0,2,Layup
111,Taj Gibson,FOUL_ON_FLOOR,None,1:03,1,Timberwolves,Kings,25 - 15,1,N/A,N/A,N/A
112,Yogi Ferrell,SUBSTITUTION,Fox De'Aaron,1:03,1,Kings,Timberwolves,25 - 15,0,N/A,N/A,N/A
113,Bogdan Bogdanovic,FG_UNASSISTED,None,55.2,1,Kings,Timberwolves,28 - 15,0,25,2,Jumper
114,Derrick Rose,FG_UNASSISTED,None,47.6,1,Timberwolves,Kings,28 - 17,1,20,2,Jumper
115,Harry Giles,FG_ASSISTED,Bogdan Bogdanovic,39.5,1,Kings,Timberwolves,30 - 17,0,11,2,Jumper
116,Derrick Rose,FG_UNASSISTED,None,26.0,1,Timberwolves,Kings,30 - 19,1, ,2,Jumper
117,Harry Giles,FG_MISS,None,4.5,1,Kings,Timberwolves,30 - 19,0, ,2,Jumper
118,Anthony Tolliver,DEFENSIVE_REBOUND,None,2.5,1,Timberwolves,Kings,30 - 19,1,N/A,N/A,N/A
119,End of,Unknown,None,0.0,1,Timberwolves,Kings,30 - 19,1,N/A,N/A,N/A
0,Jerryd Bayless,FG_MISS,None,11:42,2,Timberwolves,Kings,30 - 19,1,25,3,Jumper
1,Yogi Ferrell,DEFENSIVE_REBOUND,None,11:38,2,Kings,Timberwolves,30 - 19,0,N/A,N/A,N/A
2,Nemanja Bjelica,FOUL_ON_FLOOR,None,11:29,2,Kings,Timberwolves,30 - 19,0,N/A,N/A,N/A
3,Nemanja Bjelica,TURNOVER,None,11:29,2,Kings,Timberwolves,30 - 19,0,N/A,N/A,N/A
4,Derrick Rose,FG_MISS,None,11:13,2,Timberwolves,Kings,30 - 19,1,21,2,Jumper
5,Team,DEFENSIVE_REBOUND,None,11:13,2,Kings,Timberwolves,30 - 19,0,N/A,N/A,N/A
6,Bogdan Bogdanovic,TURNOVER,Luol Deng,10:56,2,Kings,Timberwolves,30 - 19,0,N/A,N/A,N/A
7,Luol Deng,FG_MISS,None,10:48,2,Timberwolves,Kings,30 - 19,1,0,2,Layup
8,Taj Gibson,OFFENSIVE_REBOUND,None,10:47,2,Timberwolves,Kings,30 - 19,1,N/A,N/A,N/A
9,Taj Gibson,FG_UNASSISTED,None,10:47,2,Timberwolves,Kings,30 - 21,1, ,2,Jumper
10,Taj Gibson,FOUL_ON_FLOOR,None,10:40,2,Timberwolves,Kings,30 - 21,1,N/A,N/A,N/A
11,Yogi Ferrell,FT,None,10:40,2,Kings,Timberwolves,31 - 21,0,N/A,1,N/A
12,Yogi Ferrell,FT,None,10:40,2,Kings,Timberwolves,32 - 21,0,N/A,1,N/A
13,Taj Gibson,FG_ASSISTED,Derrick Rose,10:27,2,Timberwolves,Kings,32 - 23,1,0,2,Layup
