,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Jarrett Allen,JUMP_BALL,None,12:00,1,Nets,Knicks,0 - 0,0,N/A,N/A,N/A
1,Allen Crabbe,FG_MISS,None,11:42,1,Nets,Knicks,0 - 0,0,22,2,Jumper
2,Mario Hezonja,DEFENSIVE_REBOUND,None,11:39,1,Knicks,Nets,0 - 0,1,N/A,N/A,N/A
3,Emmanuel Mudiay,FG_MISS,None,11:22,1,Knicks,Nets,0 - 0,1,9,2,Jumper
4,Mario Hezonja,OFFENSIVE_REBOUND,None,11:19,1,Knicks,Nets,0 - 0,1,N/A,N/A,N/A
5,Mario Hezonja,FG_ASSISTED,Emmanuel Mudiay,11:11,1,Knicks,Nets,0 - 3,1,26,3,Jumper
6,Joe Harris,FG_ASSISTED,Allen Crabbe,10:56,1,Nets,Knicks,2 - 3,0,-,2,Jumper
7,Emmanuel Mudiay,TURNOVER,None,10:44,1,Knicks,Nets,2 - 3,1,N/A,N/A,N/A
8,D'Angelo Russell,FG_MISS,None,10:28,1,Nets,Knicks,2 - 3,0,20,2,Jumper
9,Team,DEFENSIVE_REBOUND,None,10:26,1,Knicks,Nets,2 - 3,1,N/A,N/A,N/A
10,Mario Hezonja,FG_ASSISTED,Enes Kanter,10:15,1,Knicks,Nets,2 - 6,1,27,2,Jumper
11,Allen Crabbe,FG_ASSISTED,D'Angelo Russell,10:02,1,Nets,Knicks,4 - 6,0,13,2,Jumper
12,Tim Hardaway,FG_MISS,None,9:53,1,Knicks,Nets,4 - 6,1,-,2,Jumper
13,Jarrett Allen,DEFENSIVE_REBOUND,None,9:48,1,Nets,Knicks,4 - 6,0,N/A,N/A,N/A
14,Allen Crabbe,FG_MISS,None,9:41,1,Nets,Knicks,4 - 6,0,16,2,Jumper
15,Enes Kanter,DEFENSIVE_REBOUND,None,9:38,1,Knicks,Nets,4 - 6,1,N/A,N/A,N/A
16,Mario Hezonja,FG_MISS,None,9:23,1,Knicks,Nets,4 - 6,1,28,3,Jumper
17,Jarrett Allen,DEFENSIVE_REBOUND,None,9:19,1,Nets,Knicks,4 - 6,0,N/A,N/A,N/A
18,Jarrett Allen,FG_ASSISTED,D'Angelo Russell,8:55,1,Nets,Knicks,6 - 6,0,0,2,Dunk
19,Emmanuel Mudiay,TURNOVER,None,8:44,1,Knicks,Nets,6 - 6,1,N/A,N/A,N/A
20,D'Angelo Russell,FG_MISS,None,8:32,1,Nets,Knicks,6 - 6,0,20,2,Jumper
21,Jarrett Allen,OFFENSIVE_REBOUND,None,8:23,1,Nets,Knicks,6 - 6,0,N/A,N/A,N/A
22,Jarrett Allen,FG_UNASSISTED,None,8:23,1,Nets,Knicks,8 - 6,0,-,2,Jumper
23,D'Angelo Russell,FOUL_ON_FLOOR,None,8:10,1,Nets,Knicks,8 - 6,0,N/A,N/A,N/A
24,Enes Kanter,FG_ASSISTED,Noah Vonleh,8:01,1,Knicks,Nets,8 - 8,1,0,2,Layup
25,Rondae Hollis-Jefferson,FG_MISS,None,7:48,1,Nets,Knicks,8 - 8,0,0,2,Layup
26,Noah Vonleh,DEFENSIVE_REBOUND,None,7:46,1,Knicks,Nets,8 - 8,1,N/A,N/A,N/A
27,Emmanuel Mudiay,FG_MISS,None,7:43,1,Knicks,Nets,8 - 8,1,25,3,Jumper
28,Allen Crabbe,DEFENSIVE_REBOUND,None,7:36,1,Nets,Knicks,8 - 8,0,N/A,N/A,N/A
29,Rondae Hollis-Jefferson,FG_MISS,None,7:26,1,Nets,Knicks,8 - 8,0,5,2,Jumper
30,Enes Kanter,DEFENSIVE_REBOUND,None,7:21,1,Knicks,Nets,8 - 8,1,N/A,N/A,N/A
31,Jarrett Allen,FOUL_ON_FLOOR,None,7:14,1,Nets,Knicks,8 - 8,0,N/A,N/A,N/A
32,Mario Hezonja,FG_MISS,None,7:06,1,Knicks,Nets,8 - 8,1,16,2,Jumper
