,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Thomas Bryant,JUMP_BALL,None,12:00,1,Wizards,Cavaliers,0 - 0,0,N/A,N/A,N/A
1,Jeff Green,FG_UNASSISTED,None,11:43,1,Wizards,Cavaliers,2 - 0,0,8,2,Jumper
2,Ante Zizic,FG_MISS,None,11:27,1,Cavaliers,Wizards,2 - 0,1,0,2,Layup
3,Ante Zizic,OFFENSIVE_REBOUND,None,11:26,1,Cavaliers,Wizards,2 - 0,1,N/A,N/A,N/A
4,Ante Zizic,FG_UNASSISTED,None,11:24,1,Cavaliers,Wizards,2 - 2,1,-,2,Jumper
5,Tomas Satoransky,FG_MISS,None,10:59,1,Wizards,Cavaliers,2 - 2,0,0,2,Layup
6,Cedi Osman,DEFENSIVE_REBOUND,None,10:57,1,Cavaliers,Wizards,2 - 2,1,N/A,N/A,N/A
7,Cedi Osman,FG_MISS,None,10:45,1,Cavaliers,Wizards,2 - 2,1,0,2,Layup
8,Jeff Green,DEFENSIVE_REBOUND,None,10:41,1,Wizards,Cavaliers,2 - 2,0,N/A,N/A,N/A
9,Trevor Ariza,FG_MISS,None,10:36,1,Wizards,Cavaliers,2 - 2,0,22,3,Jumper
10,Ante Zizic,DEFENSIVE_REBOUND,None,10:33,1,Cavaliers,Wizards,2 - 2,1,N/A,N/A,N/A
11,Collin Sexton,FG_ASSISTED,Cedi Osman,10:22,1,Cavaliers,Wizards,2 - 4,1,12,2,Jumper
12,Cedi Osman,FOUL_ON_FLOOR,None,10:12,1,Cavaliers,Wizards,2 - 4,1,N/A,N/A,N/A
13,Trevor Ariza,TURNOVER,Cedi Osman,10:05,1,Wizards,Cavaliers,2 - 4,0,N/A,N/A,N/A
14,Ante Zizic,FG_MISS,None,9:43,1,Cavaliers,Wizards,2 - 4,1,8,2,Jumper
15,Ante Zizic,OFFENSIVE_REBOUND,None,9:42,1,Cavaliers,Wizards,2 - 4,1,N/A,N/A,N/A
16,Ante Zizic,FG_UNASSISTED,None,9:41,1,Cavaliers,Wizards,2 - 6,1,-,2,Jumper
17,Trevor Ariza,FG_ASSISTED,Tomas Satoransky,9:26,1,Wizards,Cavaliers,5 - 6,0,-,3,Jumper
18,Ante Zizic,FG_ASSISTED,Cedi Osman,9:03,1,Cavaliers,Wizards,5 - 8,1,0,2,Dunk
19,Thomas Bryant,FG_MISS,None,8:42,1,Wizards,Cavaliers,5 - 8,0,10,2,Jumper
20,Ante Zizic,DEFENSIVE_REBOUND,None,8:40,1,Cavaliers,Wizards,5 - 8,1,N/A,N/A,N/A
21,Rodney Hood,FG_ASSISTED,Collin Sexton,8:27,1,Cavaliers,Wizards,5 - 10,1,21,2,Jumper
22,Bradley Beal,FG_MISS,None,8:08,1,Wizards,Cavaliers,5 - 10,0,15,2,Jumper
23,Cedi Osman,DEFENSIVE_REBOUND,None,8:06,1,Cavaliers,Wizards,5 - 10,1,N/A,N/A,N/A
24,Rodney Hood,FG_MISS,None,7:56,1,Cavaliers,Wizards,5 - 10,1,23,3,Jumper
25,Trevor Ariza,DEFENSIVE_REBOUND,None,7:54,1,Wizards,Cavaliers,5 - 10,0,N/A,N/A,N/A
26,Rodney Hood,FOUL_ON_FLOOR,None,7:50,1,Cavaliers,Wizards,5 - 10,1,N/A,N/A,N/A
27,Bradley Beal,FT,None,7:50,1,Wizards,Cavaliers,6 - 10,0,N/A,1,N/A
28,Bradley Beal,FT,None,7:50,1,Wizards,Cavaliers,7 - 10,0,N/A,1,N/A
29,Collin Sexton,FG_MISS,None,7:35,1,Cavaliers,Wizards,7 - 10,1,26,3,Jumper
30,Thomas Bryant,DEFENSIVE_REBOUND,None,7:31,1,Wizards,Cavaliers,7 - 10,0,N/A,N/A,N/A
31,Bradley Beal,FG_MISS,None,7:23,1,Wizards,Cavaliers,7 - 10,0,0,2,Layup
32,Bradley Beal,OFFENSIVE_REBOUND,None,7:20,1,Wizards,Cavaliers,7 - 10,0,N/A,N/A,N/A
33,Bradley Beal,FG_MISS,None,7:18,1,Wizards,Cavaliers,7 - 10,0, ,3,Jumper
34,Alec Burks,DEFENSIVE_REBOUND,None,7:15,1,Cavaliers,Wizards,7 - 10,1,N/A,N/A,N/A
35,Rodney Hood,FG_MISS,None,7:06,1,Cavaliers,Wizards,7 - 10,1,10,2,Jumper
36,Team,OFFENSIVE_REBOUND,None,7:06,1,Cavaliers,Wizards,7 - 10,1,N/A,N/A,N/A
37,Jeff Green,FOUL_ON_FLOOR,None,7:06,1,Wizards,Cavaliers,7 - 10,0,N/A,N/A,N/A
38,Alec Burks,FG_MISS,None,6:58,1,Cavaliers,Wizards,7 - 10,1,27,3,Jumper
39,Thomas Bryant,DEFENSIVE_REBOUND,None,6:56,1,Wizards,Cavaliers,7 - 10,0,N/A,N/A,N/A
40,Bradley Beal,FG_ASSISTED,Tomas Satoransky,6:51,1,Wizards,Cavaliers,10 - 10,0, ,3,Jumper
