,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Kevin Durant,JUMP_BALL,None,12:00,1,Hawks,Warriors,0 - 0,1,N/A,N/A,N/A
1,Trae Young,TURNOVER,Kevon Looney,11:46,1,Hawks,Warriors,0 - 0,1,N/A,N/A,N/A
2,Kevin Durant,FG_MISS,None,11:40,1,Warriors,Hawks,0 - 0,0,24,3,Jumper
3,Team,DEFENSIVE_REBOUND,None,11:37,1,Hawks,Warriors,0 - 0,1,N/A,N/A,N/A
4,Taurean Prince,FG_MISS,None,11:20,1,Hawks,Warriors,0 - 0,1,19,2,Jumper
5,Kevon Looney,DEFENSIVE_REBOUND,None,11:18,1,Warriors,Hawks,0 - 0,0,N/A,N/A,N/A
6,Kevon Looney,FG_ASSISTED,Andre Iguodala,11:10,1,Warriors,Hawks,2 - 0,0,0,2,Dunk
7,Trae Young,TURNOVER,Kevin Durant,10:46,1,Hawks,Warriors,2 - 0,1,N/A,N/A,N/A
8,Klay Thompson,FG_MISS,None,10:32,1,Warriors,Hawks,2 - 0,0,-,2,Jumper
9,John Collins,DEFENSIVE_REBOUND,None,10:29,1,Hawks,Warriors,2 - 0,1,N/A,N/A,N/A
10,Kevin Huerter,TURNOVER,None,10:25,1,Hawks,Warriors,2 - 0,1,N/A,N/A,N/A
11,Andre Iguodala,FG_MISS,None,10:08,1,Warriors,Hawks,2 - 0,0,25,3,Jumper
12,Dewayne Dedmon,DEFENSIVE_REBOUND,None,10:04,1,Hawks,Warriors,2 - 0,1,N/A,N/A,N/A
13,Trae Young,FG_MISS,None,9:47,1,Hawks,Warriors,2 - 0,1,26,3,Jumper
14,Team,OFFENSIVE_REBOUND,None,9:45,1,Hawks,Warriors,2 - 0,1,N/A,N/A,N/A
15,Stephen Curry,FOUL_ON_FLOOR,None,9:40,1,Warriors,Hawks,2 - 0,0,N/A,N/A,N/A
16,Trae Young,FG_MISS,Stephen Curry,9:36,1,Warriors,Hawks,2 - 0,1,27,3,Jumper
17,Kevin Huerter,OFFENSIVE_REBOUND,None,9:33,1,Hawks,Warriors,2 - 0,1,N/A,N/A,N/A
18,Trae Young,FG_ASSISTED,Taurean Prince,9:26,1,Hawks,Warriors,2 - 2,1,0,2,Layup
19,Kevon Looney,FG_MISS,None,9:12,1,Warriors,Hawks,2 - 2,0,22,2,Jumper
20,Taurean Prince,DEFENSIVE_REBOUND,None,9:08,1,Hawks,Warriors,2 - 2,1,N/A,N/A,N/A
21,Taurean Prince,TURNOVER,None,9:06,1,Hawks,Warriors,2 - 2,1,N/A,N/A,N/A
22,Kevin Durant,FG_UNASSISTED,None,8:50,1,Warriors,Hawks,4 - 2,0,17,2,Jumper
23,Trae Young,FG_MISS,None,8:39,1,Hawks,Warriors,4 - 2,1,21,2,Jumper
24,Klay Thompson,DEFENSIVE_REBOUND,None,8:36,1,Warriors,Hawks,4 - 2,0,N/A,N/A,N/A
25,Stephen Curry,FG_ASSISTED,Kevin Durant,8:32,1,Warriors,Hawks,7 - 2,0,26,3,Jumper
26,John Collins,FG_UNASSISTED,None,8:11,1,Hawks,Warriors,7 - 4,1,12,2,Jumper
27,Klay Thompson,FG_MISS,None,8:00,1,Warriors,Hawks,7 - 4,0,-,2,Jumper
28,Dewayne Dedmon,DEFENSIVE_REBOUND,None,7:57,1,Hawks,Warriors,7 - 4,1,N/A,N/A,N/A
29,John Collins,FG_MISS,None,7:50,1,Hawks,Warriors,7 - 4,1,26,3,Jumper
30,Klay Thompson,DEFENSIVE_REBOUND,None,7:47,1,Warriors,Hawks,7 - 4,0,N/A,N/A,N/A
31,John Collins,FOUL_ON_FLOOR,None,7:43,1,Hawks,Warriors,7 - 4,1,N/A,N/A,N/A
32,Klay Thompson,FT,None,7:43,1,Warriors,Hawks,8 - 4,0,N/A,1,N/A
33,Kent Bazemore,SUBSTITUTION,Huerter Kevin,7:43,1,Hawks,Warriors,8 - 4,1,N/A,N/A,N/A
34,Klay Thompson,FT,None,7:43,1,Warriors,Hawks,9 - 4,0,N/A,1,N/A
35,Trae Young,TURNOVER,Kevin Durant,7:27,1,Hawks,Warriors,9 - 4,1,N/A,N/A,N/A
36,Stephen Curry,FG_ASSISTED,Kevin Durant,7:14,1,Warriors,Hawks,12 - 4,0,-,3,Jumper
37,Team,Unknown,None,7:12,1,Hawks,Warriors,12 - 4,1,N/A,N/A,N/A
38,Dewayne Dedmon,FG_ASSISTED,John Collins,6:58,1,Hawks,Warriors,12 - 6,1,0,2,Dunk
39,Klay Thompson,FG_MISS,None,6:36,1,Warriors,Hawks,12 - 6,0,25,3,Jumper
40,John Collins,DEFENSIVE_REBOUND,None,6:33,1,Hawks,Warriors,12 - 6,1,N/A,N/A,N/A
41,John Collins,TURNOVER,None,6:19,1,Hawks,Warriors,12 - 6,1,N/A,N/A,N/A
42,Alex Len,SUBSTITUTION,Young Trae,6:19,1,Hawks,Warriors,12 - 6,1,N/A,N/A,N/A
43,Jeremy Lin,SUBSTITUTION,Dedmon Dewayne,6:19,1,Hawks,Warriors,12 - 6,1,N/A,N/A,N/A
44,Stephen Curry,FG_ASSISTED,Andre Iguodala,6:03,1,Warriors,Hawks,15 - 6,0,26,3,Jumper
