,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Rudy Gobert,JUMP_BALL,None,12:00,1,Jazz,Grizzlies,0 - 0,0,N/A,N/A,N/A
1,Ricky Rubio,TURNOVER,Jaren Jackson,11:35,1,Jazz,Grizzlies,0 - 0,0,N/A,N/A,N/A
2,Jaren Jackson,FG_ASSISTED,Mike Conley,11:29,1,Grizzlies,Jazz,0 - 2,1,-,2,Jumper
3,Garrett Temple,FOUL_ON_FLOOR,None,11:13,1,Grizzlies,Jazz,0 - 2,1,N/A,N/A,N/A
4,Joe Ingles,FG_UNASSISTED,None,11:03,1,Jazz,Grizzlies,3 - 2,0,26,3,Jumper
5,Jaren Jackson,TURNOVER,None,10:44,1,Grizzlies,Jazz,3 - 2,1,N/A,N/A,N/A
6,Joe Ingles,FG_ASSISTED,Rudy Gobert,10:26,1,Jazz,Grizzlies,5 - 2,0,0,2,Layup
7,Kyle Anderson's,FG_MISS,Rudy Gobert,10:13,1,Jazz,Grizzlies,5 - 2,1,0,2,Layup
8,Derrick Favors,DEFENSIVE_REBOUND,None,10:11,1,Jazz,Grizzlies,5 - 2,0,N/A,N/A,N/A
9,Ricky Rubio,FG_MISS,None,10:07,1,Jazz,Grizzlies,5 - 2,0,26,3,Jumper
10,Joe Ingles,OFFENSIVE_REBOUND,None,10:03,1,Jazz,Grizzlies,5 - 2,0,N/A,N/A,N/A
11,Donovan Mitchell,FG_MISS,None,9:54,1,Jazz,Grizzlies,5 - 2,0,11,2,Jumper
12,Mike Conley,DEFENSIVE_REBOUND,None,9:50,1,Grizzlies,Jazz,5 - 2,1,N/A,N/A,N/A
13,Marc Gasol,FG_MISS,None,9:39,1,Grizzlies,Jazz,5 - 2,1,26,3,Jumper
14,Jaren Jackson,OFFENSIVE_REBOUND,None,9:36,1,Grizzlies,Jazz,5 - 2,1,N/A,N/A,N/A
15,Rudy Gobert,FOUL_ON_FLOOR,None,9:28,1,Jazz,Grizzlies,5 - 2,0,N/A,N/A,N/A
16,Jaren Jackson,FG_MISS,None,9:18,1,Grizzlies,Jazz,5 - 2,1,12,2,Jumper
17,Jaren Jackson,OFFENSIVE_REBOUND,None,9:15,1,Grizzlies,Jazz,5 - 2,1,N/A,N/A,N/A
18,Ricky Rubio,FOUL_ON_FLOOR,None,9:12,1,Jazz,Grizzlies,5 - 2,0,N/A,N/A,N/A
19,Garrett Temple,FG_MISS,None,9:02,1,Grizzlies,Jazz,5 - 2,1,28,3,Jumper
20,Jaren Jackson,OFFENSIVE_REBOUND,None,8:57,1,Grizzlies,Jazz,5 - 2,1,N/A,N/A,N/A
21,Mike Conley,FG_MISS,None,8:55,1,Grizzlies,Jazz,5 - 2,1,25,3,Jumper
22,Rudy Gobert,DEFENSIVE_REBOUND,None,8:53,1,Jazz,Grizzlies,5 - 2,0,N/A,N/A,N/A
23,Joe Ingles,FG_ASSISTED,Ricky Rubio,8:43,1,Jazz,Grizzlies,8 - 2,0,26,3,Jumper
24,Kyle Anderson,FG_MISS,None,8:25,1,Grizzlies,Jazz,8 - 2,1,8,2,Jumper
25,Rudy Gobert,DEFENSIVE_REBOUND,None,8:22,1,Jazz,Grizzlies,8 - 2,0,N/A,N/A,N/A
26,Derrick Favors,FG_MISS,None,8:13,1,Jazz,Grizzlies,8 - 2,0,15,2,Jumper
27,Derrick Favors,OFFENSIVE_REBOUND,None,8:09,1,Jazz,Grizzlies,8 - 2,0,N/A,N/A,N/A
28,Joe Ingles,FG_MISS,None,8:06,1,Jazz,Grizzlies,8 - 2,0,23,3,Jumper
29,Marc Gasol,DEFENSIVE_REBOUND,None,8:01,1,Grizzlies,Jazz,8 - 2,1,N/A,N/A,N/A
30,Mike Conley,TURNOVER,None,7:51,1,Grizzlies,Jazz,8 - 2,1,N/A,N/A,N/A
31,Derrick Favors,FG_ASSISTED,Joe Ingles,7:35,1,Jazz,Grizzlies,11 - 2,0,-,3,Jumper
32,Team,Unknown,None,7:33,1,Grizzlies,Jazz,11 - 2,1,N/A,N/A,N/A
33,Jaren Jackson,FG_MISS,Rudy Gobert,7:20,1,Jazz,Grizzlies,11 - 2,1,0,2,Layup
34,Jaren Jackson,OFFENSIVE_REBOUND,None,7:17,1,Grizzlies,Jazz,11 - 2,1,N/A,N/A,N/A
35,Jaren Jackson,TURNOVER,Ricky Rubio,7:15,1,Grizzlies,Jazz,11 - 2,1,N/A,N/A,N/A
36,Ricky Rubio,FG_MISS,None,7:07,1,Jazz,Grizzlies,11 - 2,0,25,3,Jumper
37,Marc Gasol,DEFENSIVE_REBOUND,None,7:04,1,Grizzlies,Jazz,11 - 2,1,N/A,N/A,N/A
38,Garrett Temple,FG_MISS,None,6:57,1,Grizzlies,Jazz,11 - 2,1,-,2,Jumper
39,Derrick Favors,DEFENSIVE_REBOUND,None,6:53,1,Jazz,Grizzlies,11 - 2,0,N/A,N/A,N/A
40,Derrick Favors,FG_ASSISTED,Joe Ingles,6:36,1,Jazz,Grizzlies,13 - 2,0,14,2,Jumper
41,Garrett Temple,FG_ASSISTED,Jaren Jackson,6:17,1,Grizzlies,Jazz,13 - 4,1,0,2,Layup
42,Kyle Anderson,FOUL_ON_FLOOR,None,6:02,1,Grizzlies,Jazz,13 - 4,1,N/A,N/A,N/A
43,Wayne Selden,SUBSTITUTION,Anderson Kyle,6:02,1,Grizzlies,Jazz,13 - 4,1,N/A,N/A,N/A
44,Shelvin Mack,SUBSTITUTION,Temple Garrett,6:02,1,Grizzlies,Jazz,13 - 4,1,N/A,N/A,N/A
45,Jae Crowder,SUBSTITUTION,Favors Derrick,6:02,1,Jazz,Grizzlies,13 - 4,0,N/A,N/A,N/A
46,Donovan Mitchell,FG_MISS,None,5:57,1,Jazz,Grizzlies,13 - 4,0,12,2,Jumper
47,Marc Gasol,DEFENSIVE_REBOUND,None,5:53,1,Grizzlies,Jazz,13 - 4,1,N/A,N/A,N/A
48,Wayne Selden,FG_UNASSISTED,None,5:47,1,Grizzlies,Jazz,13 - 6,1,0,2,Layup
