,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Ben Simmons,JUMP_BALL,None,12:00,1,Nuggets,76ers,0 - 0,1,N/A,N/A,N/A
1,Nikola Jokic,FG_MISS,None,11:39,1,Nuggets,76ers,0 - 0,1,0,2,Layup
2,Nikola Jokic,OFFENSIVE_REBOUND,None,11:37,1,Nuggets,76ers,0 - 0,1,N/A,N/A,N/A
3,Nikola Jokic,FG_MISS,None,11:37,1,Nuggets,76ers,0 - 0,1,-,2,Jumper
4,Nikola Jokic,OFFENSIVE_REBOUND,None,11:36,1,Nuggets,76ers,0 - 0,1,N/A,N/A,N/A
5,Nikola Jokic,FG_ASSISTED,Paul Millsap,11:31,1,Nuggets,76ers,0 - 2,1,-,2,Jumper
6,Corey Brewer,FG_UNASSISTED,None,11:09,1,76ers,Nuggets,2 - 2,0,0,2,Layup
7,Will Barton,FG_UNASSISTED,None,10:59,1,Nuggets,76ers,2 - 4,1,2,2,Jumper
8,Ben Simmons,FG_ASSISTED,T.J. McConnell,10:48,1,76ers,Nuggets,4 - 4,0,0,2,Layup
9,Corey Brewer,FOUL_ON_FLOOR,None,10:45,1,76ers,Nuggets,4 - 4,0,N/A,N/A,N/A
10,Will Barton,FT,None,10:45,1,Nuggets,76ers,4 - 5,1,N/A,1,N/A
11,Nikola Jokic,FG_ASSISTED,Gary Harris,10:32,1,Nuggets,76ers,4 - 7,1,-,2,Jumper
12,Ben Simmons,FOUL_ON_FLOOR,None,10:32,1,76ers,Nuggets,4 - 7,0,N/A,N/A,N/A
13,Nikola Jokic,FT,None,10:32,1,Nuggets,76ers,4 - 8,1,N/A,1,N/A
14,JJ Redick,FG_MISS,None,10:20,1,76ers,Nuggets,4 - 8,0,15,2,Jumper
15,Nikola Jokic,DEFENSIVE_REBOUND,None,10:18,1,Nuggets,76ers,4 - 8,1,N/A,N/A,N/A
16,Will Barton,FG_MISS,None,10:14,1,Nuggets,76ers,4 - 8,1,26,3,Jumper
17,Corey Brewer,DEFENSIVE_REBOUND,None,10:09,1,76ers,Nuggets,4 - 8,0,N/A,N/A,N/A
18,Paul Millsap,FOUL_ON_FLOOR,None,10:07,1,Nuggets,76ers,4 - 8,1,N/A,N/A,N/A
19,Corey Brewer,FT,None,10:07,1,76ers,Nuggets,5 - 8,0,N/A,1,N/A
20,Corey Brewer,FT,None,10:07,1,76ers,Nuggets,6 - 8,0,N/A,1,N/A
21,Nikola Jokic,FG_ASSISTED,Will Barton,9:53,1,Nuggets,76ers,6 - 11,1,26,3,Jumper
22,Jonah Bolden,FG_MISS,None,9:31,1,76ers,Nuggets,6 - 11,0,26,3,Jumper
