,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Jonas Valanciunas,JUMP_BALL,None,12:00,1,Magic,Grizzlies,0 - 0,1,N/A,N/A,N/A
1,Aaron Gordon,FG_MISS,Jonas Valanciunas,11:48,1,Grizzlies,Magic,0 - 0,1,0,2,Layup
2,Team,OFFENSIVE_REBOUND,None,11:48,1,Magic,Grizzlies,0 - 0,1,N/A,N/A,N/A
3,Nikola Vucevic,FG_MISS,None,11:46,1,Magic,Grizzlies,0 - 0,1,0,2,Layup
4,Delon Wright,DEFENSIVE_REBOUND,None,11:44,1,Grizzlies,Magic,0 - 0,0,N/A,N/A,N/A
5,Bruno Caboclo,FG_MISS,None,11:32,1,Grizzlies,Magic,0 - 0,0,-,2,Jumper
6,Jonathan Isaac,DEFENSIVE_REBOUND,None,11:29,1,Magic,Grizzlies,0 - 0,1,N/A,N/A,N/A
7,Evan Fournier,FG_MISS,None,11:15,1,Magic,Grizzlies,0 - 0,1,-,2,Jumper
8,Delon Wright,DEFENSIVE_REBOUND,None,11:12,1,Grizzlies,Magic,0 - 0,0,N/A,N/A,N/A
9,Jonas Valanciunas,FG_MISS,None,11:04,1,Grizzlies,Magic,0 - 0,0,27,3,Jumper
10,Bruno Caboclo,OFFENSIVE_REBOUND,None,11:01,1,Grizzlies,Magic,0 - 0,0,N/A,N/A,N/A
11,Bruno Caboclo,FG_MISS,None,10:58,1,Grizzlies,Magic,0 - 0,0,23,3,Jumper
12,D.J. Augustin,DEFENSIVE_REBOUND,None,10:55,1,Magic,Grizzlies,0 - 0,1,N/A,N/A,N/A
13,Nikola Vucevic,FG_MISS,None,10:44,1,Magic,Grizzlies,0 - 0,1,17,2,Jumper
14,Tyler Dorsey,DEFENSIVE_REBOUND,None,10:42,1,Grizzlies,Magic,0 - 0,0,N/A,N/A,N/A
15,Tyler Dorsey,FG_UNASSISTED,None,10:36,1,Grizzlies,Magic,2 - 0,0,10,2,Jumper
16,Evan Fournier,FG_MISS,None,10:20,1,Magic,Grizzlies,2 - 0,1,11,2,Jumper
17,Nikola Vucevic,OFFENSIVE_REBOUND,None,10:18,1,Magic,Grizzlies,2 - 0,1,N/A,N/A,N/A
18,D.J. Augustin,FG_MISS,None,10:16,1,Magic,Grizzlies,2 - 0,1,26,3,Jumper
19,Bruno Caboclo,DEFENSIVE_REBOUND,None,10:12,1,Grizzlies,Magic,2 - 0,0,N/A,N/A,N/A
20,Tyler Dorsey,FG_ASSISTED,Delon Wright,10:06,1,Grizzlies,Magic,5 - 0,0,26,3,Jumper
21,Bruno Caboclo,FOUL_ON_FLOOR,None,9:51,1,Grizzlies,Magic,5 - 0,0,N/A,N/A,N/A
22,Jonathan Isaac,FT,None,9:51,1,Magic,Grizzlies,5 - 1,1,N/A,1,N/A
23,Jonathan Isaac,FT_MISS,None,9:51,1,Magic,Grizzlies,5 - 1,1,N/A,1,N/A
24,Jonas Valanciunas,DEFENSIVE_REBOUND,None,9:49,1,Grizzlies,Magic,5 - 1,0,N/A,N/A,N/A
25,Jonas Valanciunas,FG_ASSISTED,Tyler Dorsey,9:37,1,Grizzlies,Magic,7 - 1,0,9,2,Jumper
26,Justin Holiday,FOUL_ON_FLOOR,None,9:21,1,Grizzlies,Magic,7 - 1,0,N/A,N/A,N/A
27,Aaron Gordon,FG_MISS,None,9:11,1,Magic,Grizzlies,7 - 1,1,27,3,Jumper
28,Jonas Valanciunas,DEFENSIVE_REBOUND,None,9:08,1,Grizzlies,Magic,7 - 1,0,N/A,N/A,N/A
