,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Brook Lopez,JUMP_BALL,None,12:00,1,Bucks,Lakers,0 - 0,0,N/A,N/A,N/A
1,Brook Lopez,FG_ASSISTED,Giannis Antetokounmpo,11:46,1,Bucks,Lakers,2 - 0,0,4,2,Jumper
2,LeBron James,FG_ASSISTED,Rajon Rondo,11:33,1,Lakers,Bucks,2 - 3,1,25,3,Jumper
3,Brook Lopez,TURNOVER,LeBron James,11:16,1,Bucks,Lakers,2 - 3,0,N/A,N/A,N/A
4,Kyle Kuzma,FG_MISS,None,11:11,1,Lakers,Bucks,2 - 3,1,9,2,Jumper
5,Brandon Ingram,OFFENSIVE_REBOUND,None,11:09,1,Lakers,Bucks,2 - 3,1,N/A,N/A,N/A
6,Rajon Rondo,FG_MISS,None,11:06,1,Lakers,Bucks,2 - 3,1,25,3,Jumper
7,Giannis Antetokounmpo,DEFENSIVE_REBOUND,None,11:03,1,Bucks,Lakers,2 - 3,0,N/A,N/A,N/A
8,Khris Middleton,FG_ASSISTED,Giannis Antetokounmpo,10:58,1,Bucks,Lakers,4 - 3,0,11,2,Jumper
9,Brandon Ingram,FG_ASSISTED,LeBron James,10:43,1,Lakers,Bucks,4 - 5,1,14,2,Jumper
10,Brook Lopez,TURNOVER,Rajon Rondo,10:29,1,Bucks,Lakers,4 - 5,0,N/A,N/A,N/A
11,Kyle Kuzma,TURNOVER,None,10:21,1,Lakers,Bucks,4 - 5,1,N/A,N/A,N/A
12,Reggie Bullock,FOUL_TECHNICAL,None,10:12,1,Lakers,Bucks,4 - 5,1,N/A,N/A,N/A
13,Khris Middleton,FT,None,10:12,1,Bucks,Lakers,5 - 5,0,N/A,1,N/A
14,Khris Middleton,FG_MISS,None,10:00,1,Bucks,Lakers,5 - 5,0,12,2,Jumper
15,Khris Middleton,OFFENSIVE_REBOUND,None,9:56,1,Bucks,Lakers,5 - 5,0,N/A,N/A,N/A
16,Giannis Antetokounmpo,TURNOVER,None,9:56,1,Bucks,Lakers,5 - 5,0,N/A,N/A,N/A
17,Giannis Antetokounmpo,TURNOVER,None,9:56,1,Bucks,Lakers,5 - 5,0,N/A,N/A,N/A
18,LeBron James,FG_MISS,None,9:47,1,Lakers,Bucks,5 - 5,1,25,3,Jumper
19,Rajon Rondo,OFFENSIVE_REBOUND,None,9:45,1,Lakers,Bucks,5 - 5,1,N/A,N/A,N/A
20,Rajon Rondo,FG_MISS,None,9:41,1,Lakers,Bucks,5 - 5,1,26,3,Jumper
21,Eric Bledsoe,DEFENSIVE_REBOUND,None,9:39,1,Bucks,Lakers,5 - 5,0,N/A,N/A,N/A
22,Eric Bledsoe,FG_UNASSISTED,None,9:35,1,Bucks,Lakers,7 - 5,0,0,2,Layup
23,Brandon Ingram,FOUL_ON_FLOOR,None,9:35,1,Lakers,Bucks,7 - 5,1,N/A,N/A,N/A
24,Eric Bledsoe,FT,None,9:35,1,Bucks,Lakers,8 - 5,0,N/A,1,N/A
25,Rajon Rondo,FG_MISS,None,9:26,1,Lakers,Bucks,8 - 5,1,26,3,Jumper
26,Giannis Antetokounmpo,DEFENSIVE_REBOUND,None,9:23,1,Bucks,Lakers,8 - 5,0,N/A,N/A,N/A
27,Khris Middleton,FG_MISS,None,9:17,1,Bucks,Lakers,8 - 5,0,-,2,Jumper
28,Brandon Ingram,DEFENSIVE_REBOUND,None,9:15,1,Lakers,Bucks,8 - 5,1,N/A,N/A,N/A
29,Kyle Kuzma,FG_MISS,None,9:06,1,Lakers,Bucks,8 - 5,1,27,3,Jumper
30,Giannis Antetokounmpo,DEFENSIVE_REBOUND,None,9:03,1,Bucks,Lakers,8 - 5,0,N/A,N/A,N/A
31,Malcolm Brogdon,FG_MISS,None,8:53,1,Bucks,Lakers,8 - 5,0,0,2,Layup
32,Kyle Kuzma,DEFENSIVE_REBOUND,None,8:51,1,Lakers,Bucks,8 - 5,1,N/A,N/A,N/A
33,LeBron James,TURNOVER,None,8:47,1,Lakers,Bucks,8 - 5,1,N/A,N/A,N/A
34,Eric Bledsoe,FG_MISS,None,8:36,1,Bucks,Lakers,8 - 5,0,25,3,Jumper
35,Team,DEFENSIVE_REBOUND,None,8:35,1,Lakers,Bucks,8 - 5,1,N/A,N/A,N/A
36,Brandon Ingram,FG_UNASSISTED,None,8:13,1,Lakers,Bucks,8 - 7,1,-,2,Jumper
37,Kyle Kuzma,FOUL_ON_FLOOR,None,8:06,1,Lakers,Bucks,8 - 7,1,N/A,N/A,N/A
38,Giannis Antetokounmpo,FG_MISS,None,7:59,1,Bucks,Lakers,8 - 7,0,26,3,Jumper
39,Brandon Ingram,DEFENSIVE_REBOUND,None,7:57,1,Lakers,Bucks,8 - 7,1,N/A,N/A,N/A
40,Rajon Rondo,FG_MISS,None,7:49,1,Lakers,Bucks,8 - 7,1,24,3,Jumper
41,Giannis Antetokounmpo,DEFENSIVE_REBOUND,None,7:46,1,Bucks,Lakers,8 - 7,0,N/A,N/A,N/A
42,Eric Bledsoe,FG_MISS,None,7:37,1,Bucks,Lakers,8 - 7,0,24,3,Jumper
43,LeBron James,DEFENSIVE_REBOUND,None,7:34,1,Lakers,Bucks,8 - 7,1,N/A,N/A,N/A
44,Rajon Rondo,FG_MISS,None,7:24,1,Lakers,Bucks,8 - 7,1,28,3,Jumper
45,Giannis Antetokounmpo,DEFENSIVE_REBOUND,None,7:21,1,Bucks,Lakers,8 - 7,0,N/A,N/A,N/A
46,Giannis Antetokounmpo,FG_UNASSISTED,None,7:18,1,Bucks,Lakers,10 - 7,0,-,2,Jumper
47,Rajon Rondo,FG_ASSISTED,LeBron James,6:58,1,Lakers,Bucks,10 - 10,1,27,3,Jumper
48,Brook Lopez,FG_MISS,None,6:41,1,Bucks,Lakers,10 - 10,0,27,3,Jumper
49,LeBron James,DEFENSIVE_REBOUND,None,6:38,1,Lakers,Bucks,10 - 10,1,N/A,N/A,N/A
50,Rajon Rondo,FG_MISS,None,6:33,1,Lakers,Bucks,10 - 10,1,23,3,Jumper
51,Giannis Antetokounmpo,DEFENSIVE_REBOUND,None,6:28,1,Bucks,Lakers,10 - 10,0,N/A,N/A,N/A
52,Rajon Rondo,FOUL_ON_FLOOR,None,6:24,1,Lakers,Bucks,10 - 10,1,N/A,N/A,N/A
53,Team,Unknown,None,6:24,1,Lakers,Bucks,10 - 10,1,N/A,N/A,N/A
54,Pat Connaughton,SUBSTITUTION,Antetokounmpo Giannis,6:24,1,Bucks,Lakers,10 - 10,0,N/A,N/A,N/A
55,Nikola Mirotic,SUBSTITUTION,Brogdon Malcolm,6:24,1,Bucks,Lakers,10 - 10,0,N/A,N/A,N/A
