,Player,Play Type,Secondary Player,Clock,Quarter,Team,Opponent,Score,Home?,Distance,Points,Shot Type
0,Clint Capela,JUMP_BALL,None,12:00,1,Lakers,Rockets,0 - 0,1,N/A,N/A,N/A
1,Kentavious Caldwell-Pope,FG_MISS,None,11:51,1,Lakers,Rockets,0 - 0,1,26,3,Jumper
2,Brandon Ingram,OFFENSIVE_REBOUND,None,11:46,1,Lakers,Rockets,0 - 0,1,N/A,N/A,N/A
3,shot clock,TURNOVER,None,11:35,1,Lakers,Rockets,0 - 0,1,N/A,N/A,N/A
4,Chris Paul,FG_ASSISTED,PJ Tucker,11:20,1,Rockets,Lakers,3 - 0,0,-,2,Jumper
5,JaVale McGee,FG_MISS,None,11:01,1,Lakers,Rockets,3 - 0,1,-,2,Jumper
6,PJ Tucker,DEFENSIVE_REBOUND,None,10:59,1,Rockets,Lakers,3 - 0,0,N/A,N/A,N/A
7,Clint Capela,FG_ASSISTED,Chris Paul,10:55,1,Rockets,Lakers,5 - 0,0,-,2,Jumper
8,James Ennis,FOUL_ON_FLOOR,None,10:41,1,Rockets,Lakers,5 - 0,0,N/A,N/A,N/A
9,Brandon Ingram,FG_MISS,None,10:34,1,Lakers,Rockets,5 - 0,1,17,2,Jumper
10,Clint Capela,DEFENSIVE_REBOUND,None,10:31,1,Rockets,Lakers,5 - 0,0,N/A,N/A,N/A
11,Clint Capela,FG_UNASSISTED,None,10:17,1,Rockets,Lakers,7 - 0,0,7,2,Jumper
12,LeBron James,FG_UNASSISTED,None,10:02,1,Lakers,Rockets,7 - 2,1,18,2,Jumper
13,James Harden,TURNOVER,Rajon Rondo,9:41,1,Rockets,Lakers,7 - 2,0,N/A,N/A,N/A
14,Rajon Rondo,FG_ASSISTED,Kentavious Caldwell-Pope,9:37,1,Lakers,Rockets,7 - 4,1,-,2,Jumper
15,Clint Capela,FG_ASSISTED,nnis III,9:26,1,Rockets,Lakers,9 - 4,0,0,2,Layup
16,LeBron James,FG_MISS,None,9:12,1,Lakers,Rockets,9 - 4,1,26,3,Jumper
17,James Harden,DEFENSIVE_REBOUND,None,9:10,1,Rockets,Lakers,9 - 4,0,N/A,N/A,N/A
18,James Ennis,FG_MISS,None,8:52,1,Rockets,Lakers,9 - 4,0,26,3,Jumper
19,Kentavious Caldwell-Pope,DEFENSIVE_REBOUND,None,8:48,1,Lakers,Rockets,9 - 4,1,N/A,N/A,N/A
20,Brandon Ingram,FG_UNASSISTED,None,8:48,1,Lakers,Rockets,9 - 6,1,8,2,Jumper
21,James Harden,FG_UNASSISTED,None,8:40,1,Rockets,Lakers,11 - 6,0,-,2,Jumper
22,JaVale McGee,FG_ASSISTED,Rajon Rondo,8:26,1,Lakers,Rockets,11 - 8,1,0,2,Dunk
23,Chris Paul,FG_MISS,None,8:12,1,Rockets,Lakers,11 - 8,0,11,2,Jumper
24,LeBron James,DEFENSIVE_REBOUND,None,8:11,1,Lakers,Rockets,11 - 8,1,N/A,N/A,N/A
25,Kentavious Caldwell-Pope,FG_MISS,None,8:07,1,Lakers,Rockets,11 - 8,1,23,3,Jumper
26,Clint Capela,DEFENSIVE_REBOUND,None,7:59,1,Rockets,Lakers,11 - 8,0,N/A,N/A,N/A
27,Clint Capela,TURNOVER,Rajon Rondo,7:58,1,Rockets,Lakers,11 - 8,0,N/A,N/A,N/A
28,Rajon Rondo,FG_UNASSISTED,None,7:55,1,Lakers,Rockets,11 - 10,1,0,2,Layup
29,James Harden,FG_UNASSISTED,None,7:48,1,Rockets,Lakers,14 - 10,0,28,2,Jumper
30,Brandon Ingram,FG_ASSISTED,LeBron James,7:32,1,Lakers,Rockets,14 - 12,1,16,2,Jumper
31,Chris Paul,FG_MISS,None,7:12,1,Rockets,Lakers,14 - 12,0,24,2,Jumper
32,James Ennis,OFFENSIVE_REBOUND,None,7:06,1,Rockets,Lakers,14 - 12,0,N/A,N/A,N/A
33,James Ennis,FG_MISS,None,7:06,1,Rockets,Lakers,14 - 12,0, ,2,Jumper
34,Rajon Rondo,DEFENSIVE_REBOUND,None,7:06,1,Lakers,Rockets,14 - 12,1,N/A,N/A,N/A
35,LeBron James,FG_ASSISTED,JaVale McGee,7:03,1,Lakers,Rockets,14 - 14,1,0,2,Dunk
36,James Ennis,FOUL_ON_FLOOR,None,6:51,1,Rockets,Lakers,14 - 14,0,N/A,N/A,N/A
37,James Ennis,TURNOVER,None,6:51,1,Rockets,Lakers,14 - 14,0,N/A,N/A,N/A
38,Team,Unknown,None,6:51,1,Lakers,Rockets,14 - 14,1,N/A,N/A,N/A
39,Carmelo Anthony,SUBSTITUTION,III Ennis,6:51,1,Rockets,Lakers,14 - 14,0,N/A,N/A,N/A
40,Michael Carter-Williams,SUBSTITUTION,Capela Clint,6:51,1,Rockets,Lakers,14 - 14,0,N/A,N/A,N/A
41,Eric Gordon,SUBSTITUTION,Paul Chris,6:51,1,Rockets,Lakers,14 - 14,0,N/A,N/A,N/A
42,JaVale McGee,FG_ASSISTED,Rajon Rondo,6:37,1,Lakers,Rockets,14 - 16,1,13,2,Jumper
43,Michael Carter-Williams's,FG_MISS,JaVale McGee,6:21,1,Lakers,Rockets,14 - 16,0,0,2,Layup
44,Michael Carter-Williams,OFFENSIVE_REBOUND,None,6:20,1,Rockets,Lakers,14 - 16,0,N/A,N/A,N/A
45,JaVale McGee,FOUL_ON_FLOOR,None,6:13,1,Lakers,Rockets,14 - 16,1,N/A,N/A,N/A
46,Michael Carter-Williams,FT_MISS,None,6:13,1,Rockets,Lakers,14 - 16,0,N/A,1,N/A
